date,debt_equity_ratio
"Dec. 31, 2019",0.5671
"Sept. 30, 2019",0.551
"June 30, 2019",0.5201
"March 31, 2019",0.5254
"Dec. 31, 2018",0.5872
"Sept. 30, 2018",0.614
"June 30, 2018",0.7068
"March 31, 2018",0.6325
"Dec. 31, 2017",0.603
"Sept. 30, 2017",0.5753
"June 30, 2017",0.5758
"March 31, 2017",0.5618
"Dec. 31, 2016",0.5922
"Sept. 30, 2016",0.5309
"June 30, 2016",0.5351
"March 31, 2016",0.5446
"Dec. 31, 2015",1.004
"Sept. 30, 2015",0.9601
"June 30, 2015",0.9297
"March 31, 2015",0.8628
"Dec. 31, 2014",0.8176
"Sept. 30, 2014",0.6812
"June 30, 2014",0.4967
"March 31, 2014",0.5386
"Dec. 31, 2013",0.5203
"Sept. 30, 2013",0.499
"June 30, 2013",0.4995
"March 31, 2013",0.5308
"Dec. 31, 2012",0.51
"Sept. 30, 2012",0.5056
"June 30, 2012",0.4561
"March 31, 2012",0.4762
"Dec. 31, 2011",0.4514
"Sept. 30, 2011",0.5898
"June 30, 2011",0.5569
"March 31, 2011",0.5594
"Dec. 31, 2010",0.5206
"Sept. 30, 2010",
"June 30, 2010",0.5499
"March 31, 2010",0.4935
"Dec. 31, 2009",0.4441
"Sept. 30, 2009",0.4441
"June 30, 2009",0.4438
"March 31, 2009",0.4693
"Dec. 31, 2008",0.4842
"Sept. 30, 2008",0.4907
"June 30, 2008",0.204
"March 31, 2008",0.3477
"Dec. 31, 2007",0.327
"Sept. 30, 2007",0.2995
"June 30, 2007",0.2503
"March 31, 2007",0.2381
"Dec. 31, 2006",0.2539
"Sept. 30, 2006",0.4397
"June 30, 2006",0.4915
"March 31, 2006",0.4366
"Dec. 31, 2005",0.5665
"Sept. 30, 2005",0.5575
"June 30, 2005",0.5234
"March 31, 2005",0.5831
"Dec. 31, 2004",0.5925
"Sept. 30, 2004",0.6694
"June 30, 2004",0.6887
"March 31, 2004",0.7185
"Dec. 31, 2003",0.7393
"Sept. 30, 2003",0.8005
"June 30, 2003",0.9628
"March 31, 2003",1.130
"Dec. 31, 2002",1.041
"Sept. 30, 2002",1.114
"June 30, 2002",1.144
"March 31, 2002",1.227
"Dec. 31, 2001",1.134
"Sept. 30, 2001",1.002
"June 30, 2001",0.5954
"March 31, 2001",0.7029
"Dec. 31, 2000",1.109
"Sept. 30, 2000",1.248
"June 30, 2000",1.237
"March 31, 2000",1.452
"Dec. 31, 1999",1.570
"Sept. 30, 1999",1.837
"June 30, 1999",1.956
"March 31, 1999",2.028
"Dec. 31, 1998",1.877
"Sept. 30, 1998",1.352
"June 30, 1998",1.206
"March 31, 1998",1.103
"Dec. 31, 1997",1.081
"Sept. 30, 1997",1.336
"June 30, 1997",1.300
"March 31, 1997",1.307
"Dec. 31, 1996",1.543
"Sept. 30, 1996",1.574
"June 30, 1996",1.591
"March 31, 1996",1.624
"Dec. 31, 1995",1.685
"Sept. 30, 1995",1.558
"June 30, 1995",1.097
"March 31, 1995",1.120
"Dec. 31, 1994",1.104
"Sept. 30, 1994",1.068
"June 30, 1994",0.9122
"March 31, 1994",1.008
"Dec. 31, 1993",1.104
"Sept. 30, 1993",1.045
"June 30, 1993",0.6781
"March 31, 1993",0.9456
"Dec. 31, 1992",1.030
"Sept. 30, 1992",0.9336
"June 30, 1992",0.8305
"March 31, 1992",0.7749
"Dec. 31, 1991",0.8809
"Sept. 30, 1991",0.8171
"June 30, 1991",0.7201
"March 31, 1991",0.6869
"Dec. 31, 1990",0.7506
"Sept. 30, 1990",0.6963
"June 30, 1990",0.6717
"March 31, 1990",0.7354
"Dec. 31, 1989",
"Sept. 30, 1989",0.00
