date,revenues_per_share
"Dec. 31, 2019",1.135
"Sept. 30, 2019",1.035
"June 30, 2019",1.259
"March 31, 2019",1.509
"Dec. 31, 2018",1.653
"Sept. 30, 2018",1.230
"June 30, 2018",1.001
"March 31, 2018",1.025
"Dec. 31, 2017",0.8628
"Sept. 30, 2017",0.8292
"June 30, 2017",0.9865
"March 31, 2017",1.109
"Dec. 31, 2016",0.6803
"Sept. 30, 2016",0.6674
"June 30, 2016",0.5307
"March 31, 2016",0.6529
"Dec. 31, 2015",0.6784
"Sept. 30, 2015",0.7377
"June 30, 2015",0.7404
"March 31, 2015",1.120
"Dec. 31, 2014",1.489
"Sept. 30, 2014",1.225
"June 30, 2014",1.272
"March 31, 2014",1.218
"Dec. 31, 2013",1.158
"Sept. 30, 2013",1.029
"June 30, 2013",1.062
"March 31, 2013",0.883
"Dec. 31, 2012",0.8766
"Sept. 30, 2012",0.7027
"June 30, 2012",0.629
"March 31, 2012",0.6454
"Dec. 31, 2011",0.6347
"Sept. 30, 2011",0.6214
"June 30, 2011",0.5713
"March 31, 2011",0.4962
"Dec. 31, 2010",0.5279
"Sept. 30, 2010",0.5323
"June 30, 2010",0.4769
"March 31, 2010",0.5152
"Dec. 31, 2009",0.556
"Sept. 30, 2009",0.4933
"June 30, 2009",0.4885
"March 31, 2009",0.5618
"Dec. 31, 2008",0.5577
"Sept. 30, 2008",0.5857
"June 30, 2008",0.6254
"March 31, 2008",0.5551
"Dec. 31, 2007",0.4939
"Sept. 30, 2007",0.4339
"June 30, 2007",0.4467
"March 31, 2007",0.2442
"Dec. 31, 2006",0.4461
"Sept. 30, 2006",0.2349
"June 30, 2006",0.2404
"March 31, 2006",0.5437
"Dec. 31, 2005",0.562
"Sept. 30, 2005",0.4071
"June 30, 2005",0.3829
"March 31, 2005",0.2435
"Dec. 31, 2004",0.261
"Sept. 30, 2004",0.2014
"June 30, 2004",0.202
"March 31, 2004",0.3464
"Dec. 31, 2003",0.3114
"Sept. 30, 2003",0.3224
"June 30, 2003",0.3245
"March 31, 2003",0.3558
"Dec. 31, 2002",0.2721
"Sept. 30, 2002",0.2242
"June 30, 2002",0.2352
"March 31, 2002",0.198
"Dec. 31, 2001",0.2076
"Sept. 30, 2001",0.2771
"June 30, 2001",0.2969
"March 31, 2001",0.1468
"Dec. 31, 2000",0.3279
"Sept. 30, 2000",0.0827
"June 30, 2000",0.0858
"March 31, 2000",0.0954
"Dec. 31, 1999",0.5796
"Sept. 30, 1999",0.0507
"June 30, 1999",0.0453
"March 31, 1999",0.0385
"Dec. 31, 1998",0.4444
"Sept. 30, 1998",0.125
"June 30, 1998",0.1397
"March 31, 1998",0.1311
"Dec. 31, 1997",0.176
"Sept. 30, 1997",0.1481
"June 30, 1997",0.1435
"March 31, 1997",0.1924
"Dec. 31, 1996",0.1791
"Sept. 30, 1996",0.1297
"June 30, 1996",0.1363
"March 31, 1996",0.1506
"Dec. 31, 1995",0.2063
"Sept. 30, 1995",0.1756
"June 30, 1995",0.1881
"March 31, 1995",0.2126
"Dec. 31, 1994",0.2162
"Sept. 30, 1994",0.2046
"June 30, 1994",0.2073
"March 31, 1994",0.2665
"Dec. 31, 1993",0.1981
"Sept. 30, 1993",0.136
"June 30, 1993",0.1521
"March 31, 1993",0.1772
"Dec. 31, 1992",0.1972
"Sept. 30, 1992",0.1308
"June 30, 1992",0.1198
"March 31, 1992",0.1495
"Dec. 31, 1991",0.1744
"Sept. 30, 1991",0.1019
"June 30, 1991",0.1149
"March 31, 1991",0.1809
"Dec. 31, 1990",0.1976
"Sept. 30, 1990",0.0884
"June 30, 1990",0.1153
"March 31, 1990",0.1703
"Dec. 31, 1989",0.1475
"Sept. 30, 1989",0.1523
"June 30, 1989",0.1523
"March 31, 1989",0.1519
"Dec. 31, 1988",0.1519
