date,altman_z_score
"Dec. 31, 2019",3.618
"Sept. 30, 2019",3.918
"June 30, 2019",4.632
"March 31, 2019",4.964
"Dec. 31, 2018",4.435
"Sept. 30, 2018",4.198
"June 30, 2018",4.026
"March 31, 2018",4.355
"Dec. 31, 2017",4.648
"Sept. 30, 2017",3.955
"June 30, 2017",3.659
"March 31, 2017",3.423
"Dec. 31, 2016",3.102
"Sept. 30, 2016",3.250
"June 30, 2016",3.209
"March 31, 2016",2.905
"Dec. 31, 2015",2.015
"Sept. 30, 2015",2.085
"June 30, 2015",2.964
"March 31, 2015",3.010
"Dec. 31, 2014",3.110
"Sept. 30, 2014",3.638
"June 30, 2014",4.350
"March 31, 2014",4.193
"Dec. 31, 2013",4.654
"Sept. 30, 2013",4.542
"June 30, 2013",4.259
"March 31, 2013",4.224
"Dec. 31, 2012",3.374
"Sept. 30, 2012",3.206
"June 30, 2012",3.034
"March 31, 2012",2.603
"Dec. 31, 2011",3.001
"Sept. 30, 2011",2.447
"June 30, 2011",2.642
"March 31, 2011",2.314
"Dec. 31, 2010",1.910
"Sept. 30, 2010",
"June 30, 2010",1.803
"March 31, 2010",2.024
"Dec. 31, 2009",2.334
"Sept. 30, 2009",2.197
"June 30, 2009",2.041
"March 31, 2009",1.772
"Dec. 31, 2008",1.800
"Sept. 30, 2008",2.192
"June 30, 2008",4.050
"March 31, 2008",3.538
"Dec. 31, 2007",3.284
"Sept. 30, 2007",3.236
"June 30, 2007",3.958
"March 31, 2007",4.050
"Dec. 31, 2006",3.836
"Sept. 30, 2006",3.203
"June 30, 2006",3.027
"March 31, 2006",3.164
"Dec. 31, 2005",2.754
"Sept. 30, 2005",2.694
"June 30, 2005",2.476
"March 31, 2005",2.381
"Dec. 31, 2004",2.189
"Sept. 30, 2004",2.055
"June 30, 2004",2.077
"March 31, 2004",1.866
"Dec. 31, 2003",1.576
"Sept. 30, 2003",1.435
"June 30, 2003",1.226
"March 31, 2003",0.9813
"Dec. 31, 2002",1.147
"Sept. 30, 2002",1.003
"June 30, 2002",1.013
"March 31, 2002",1.110
"Dec. 31, 2001",1.374
"Sept. 30, 2001",1.487
"June 30, 2001",2.235
"March 31, 2001",2.183
"Dec. 31, 2000",1.919
"Sept. 30, 2000",1.542
"June 30, 2000",1.498
"March 31, 2000",1.230
"Dec. 31, 1999",1.007
"Sept. 30, 1999",0.879
"June 30, 1999",0.825
"March 31, 1999",0.7068
"Dec. 31, 1998",0.7391
"Sept. 30, 1998",0.8646
"June 30, 1998",1.167
"March 31, 1998",1.289
"Dec. 31, 1997",1.340
"Sept. 30, 1997",1.258
"June 30, 1997",1.105
"March 31, 1997",1.131
"Dec. 31, 1996",0.9656
"Sept. 30, 1996",1.575
"June 30, 1996",0.9369
"March 31, 1996",0.7661
"Dec. 31, 1995",0.7137
"Sept. 30, 1995",-0.0157
"June 30, 1995",0.7579
"March 31, 1995",0.845
"Dec. 31, 1994",0.8559
"Sept. 30, 1994",0.9869
"June 30, 1994",1.064
"March 31, 1994",1.439
"Dec. 31, 1993",1.439
"Sept. 30, 1993",1.680
"June 30, 1993",2.039
"March 31, 1993",2.022
"Dec. 31, 1992",1.595
"Sept. 30, 1992",1.710
"June 30, 1992",1.228
"March 31, 1992",1.236
"Dec. 31, 1991",1.283
"Sept. 30, 1991",1.672
"June 30, 1991",1.625
"March 31, 1991",1.688
"Dec. 31, 1990",1.753
"Sept. 30, 1990",2.122
"June 30, 1990",1.126
"March 31, 1990",1.488
