date,current_ratio
"Dec. 31, 2019",1.732
"Sept. 30, 2019",1.430
"June 30, 2019",2.698
"March 31, 2019",2.830
"Dec. 31, 2018",1.896
"Sept. 30, 2018",1.693
"June 30, 2018",1.672
"March 31, 2018",2.421
"Dec. 31, 2017",1.214
"Sept. 30, 2017",1.638
"June 30, 2017",3.139
"March 31, 2017",3.335
"Dec. 31, 2016",2.777
"Sept. 30, 2016",3.332
"June 30, 2016",2.885
"March 31, 2016",3.615
"Dec. 31, 2015",0.6147
"Sept. 30, 2015",0.8111
"June 30, 2015",0.9144
"March 31, 2015",0.8676
"Dec. 31, 2014",0.8285
"Sept. 30, 2014",1.358
"June 30, 2014",0.8452
"March 31, 2014",0.8641
"Dec. 31, 2013",0.9289
"Sept. 30, 2013",0.7257
"June 30, 2013",0.8155
"March 31, 2013",0.5341
"Dec. 31, 2012",0.6086
"Sept. 30, 2012",0.5443
"June 30, 2012",0.868
"March 31, 2012",1.054
"Dec. 31, 2011",1.007
"Sept. 30, 2011",1.073
"June 30, 2011",0.8225
"March 31, 2011",0.6683
"Dec. 31, 2010",0.6682
"Sept. 30, 2010",
"June 30, 2010",1.094
"March 31, 2010",1.108
"Dec. 31, 2009",0.9118
"Sept. 30, 2009",1.355
"June 30, 2009",1.399
"March 31, 2009",1.464
"Dec. 31, 2008",1.216
"Sept. 30, 2008",1.354
"June 30, 2008",0.919
"March 31, 2008",0.8457
"Dec. 31, 2007",0.8777
"Sept. 30, 2007",0.8845
"June 30, 2007",0.9049
"March 31, 2007",1.011
"Dec. 31, 2006",1.258
"Sept. 30, 2006",1.790
"June 30, 2006",0.9876
"March 31, 2006",0.9192
"Dec. 31, 2005",1.054
"Sept. 30, 2005",0.7499
"June 30, 2005",1.076
"March 31, 2005",0.9808
"Dec. 31, 2004",0.9888
"Sept. 30, 2004",0.929
"June 30, 2004",0.8959
"March 31, 2004",0.8047
"Dec. 31, 2003",0.9157
"Sept. 30, 2003",0.8829
"June 30, 2003",0.6502
"March 31, 2003",0.7817
"Dec. 31, 2002",0.7621
"Sept. 30, 2002",1.022
"June 30, 2002",0.7985
"March 31, 2002",0.7743
"Dec. 31, 2001",0.7709
"Sept. 30, 2001",0.9684
"June 30, 2001",0.8925
"March 31, 2001",0.6677
"Dec. 31, 2000",0.9336
"Sept. 30, 2000",0.8007
"June 30, 2000",0.6983
"March 31, 2000",0.6465
"Dec. 31, 1999",0.7408
"Sept. 30, 1999",1.154
"June 30, 1999",0.7748
"March 31, 1999",0.8231
"Dec. 31, 1998",0.7182
"Sept. 30, 1998",0.7206
"June 30, 1998",0.7457
"March 31, 1998",0.7468
"Dec. 31, 1997",0.8207
"Sept. 30, 1997",0.6262
"June 30, 1997",0.6268
"March 31, 1997",0.9391
"Dec. 31, 1996",1.096
"Sept. 30, 1996",0.9759
"June 30, 1996",0.9352
"March 31, 1996",0.9828
"Dec. 31, 1995",0.8588
"Sept. 30, 1995",0.8614
"June 30, 1995",0.8089
"March 31, 1995",0.9828
"Dec. 31, 1994",0.9683
"Sept. 30, 1994",0.8876
"June 30, 1994",0.6974
"March 31, 1994",0.9267
"Dec. 31, 1993",1.196
"Sept. 30, 1993",1.211
"June 30, 1993",1.103
"March 31, 1993",1.204
"Dec. 31, 1992",1.271
"Sept. 30, 1992",0.8214
"June 30, 1992",0.6886
"March 31, 1992",0.6786
"Dec. 31, 1991",0.9164
"Sept. 30, 1991",0.6089
"June 30, 1991",0.5945
"March 31, 1991",0.7485
"Dec. 31, 1990",1.032
"Sept. 30, 1990",0.75
"June 30, 1990",1.210
"March 31, 1990",1.409
"Dec. 31, 1989",
"Sept. 30, 1989",0.6571
