date,graham_number
"Dec. 31, 2018",6.543
"Sept. 30, 2018",32.06
"June 30, 2018",31.73
"March 31, 2018",37.77
"Dec. 31, 2017",38.65
"Sept. 30, 2017",26.84
"June 30, 2017",
"March 31, 2017",
"Dec. 31, 2016",
"Sept. 30, 2016",
"June 30, 2016",
"March 31, 2016",
"Dec. 31, 2015",
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",77.18
"March 31, 2014",90.79
"Dec. 31, 2013",102.00
"Sept. 30, 2013",110.86
"June 30, 2013",107.50
"March 31, 2013",90.82
"Dec. 31, 2012",92.15
"Sept. 30, 2012",102.95
"June 30, 2012",118.85
"March 31, 2012",133.25
"Dec. 31, 2011",136.82
"Sept. 30, 2011",126.69
"June 30, 2011",121.44
"March 31, 2011",114.08
"Dec. 31, 2010",107.41
"Sept. 30, 2010",104.09
"June 30, 2010",94.90
"March 31, 2010",84.80
"Dec. 31, 2009",
"Sept. 30, 2009",
"June 30, 2009",
"March 31, 2009",
"Dec. 31, 2008",47.09
"Sept. 30, 2008",132.69
"June 30, 2008",116.74
"March 31, 2008",103.56
"Dec. 31, 2007",93.08
"Sept. 30, 2007",81.57
"June 30, 2007",80.70
"March 31, 2007",80.47
"Dec. 31, 2006",82.49
"Sept. 30, 2006",84.96
"June 30, 2006",82.74
"March 31, 2006",78.61
"Dec. 31, 2005",74.65
"Sept. 30, 2005",67.81
"June 30, 2005",62.38
"March 31, 2005",57.47
"Dec. 31, 2004",52.93
"Sept. 30, 2004",47.40
"June 30, 2004",43.67
"March 31, 2004",40.12
"Dec. 31, 2003",39.15
"Sept. 30, 2003",37.27
"June 30, 2003",34.24
"March 31, 2003",31.91
"Dec. 31, 2002",24.54
"Sept. 30, 2002",21.40
"June 30, 2002",21.58
"March 31, 2002",22.67
"Dec. 31, 2001",26.95
"Sept. 30, 2001",30.66
"June 30, 2001",31.33
"March 31, 2001",29.30
"Dec. 31, 2000",25.82
"Sept. 30, 2000",22.58
"June 30, 2000",18.57
"March 31, 2000",15.64
"Dec. 31, 1999",12.19
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",8.378
"June 30, 1998",9.666
"March 31, 1998",10.37
"Dec. 31, 1997",11.00
"Sept. 30, 1997",10.81
"June 30, 1997",10.73
"March 31, 1997",10.66
"Dec. 31, 1996",10.18
"Sept. 30, 1996",7.927
"June 30, 1996",6.837
"March 31, 1996",4.718
"Dec. 31, 1995",4.351
"Sept. 30, 1995",5.162
"June 30, 1995",4.986
"March 31, 1995",5.780
"Dec. 31, 1994",5.969
"Sept. 30, 1994",5.619
"June 30, 1994",4.911
"March 31, 1994",5.156
"Dec. 31, 1993",5.518
"Sept. 30, 1993",5.634
"June 30, 1993",6.015
"March 31, 1993",6.890
"Dec. 31, 1992",5.995
"Sept. 30, 1992",6.178
"June 30, 1992",5.676
"March 31, 1992",4.358
"Dec. 31, 1991",4.984
"Sept. 30, 1991",4.720
"June 30, 1991",5.260
"March 31, 1991",5.296
"Dec. 31, 1990",5.207
"Sept. 30, 1990",
"June 30, 1990",
"March 31, 1990",
"Dec. 31, 1989",
"Sept. 30, 1989",2.876
"June 30, 1989",3.304
"March 31, 1989",2.881
"Dec. 31, 1988",2.517
"Sept. 30, 1988",2.238
"June 30, 1988",0.9141
"March 31, 1988",1.121
"Dec. 31, 1987",
"Sept. 30, 1987",
"June 30, 1987",1.638
"March 31, 1987",1.936
"Dec. 31, 1986",2.954
"Sept. 30, 1986",2.920
"June 30, 1986",3.730
"March 31, 1986",4.580
"Dec. 31, 1985",5.260
"Sept. 30, 1985",5.431
"June 30, 1985",5.489
"March 31, 1985",5.354
"Dec. 31, 1984",5.267
