date,ca_score
"Dec. 31, 2019",-1.88
"Sept. 30, 2019",-1.165
"June 30, 2019",-1.024
"March 31, 2019",-0.8416
"Dec. 31, 2018",-0.7789
"Sept. 30, 2018",-0.6608
"June 30, 2018",-0.7793
"March 31, 2018",-0.9549
"Dec. 31, 2017",-0.9919
"Sept. 30, 2017",-1.131
"June 30, 2017",-1.355
"March 31, 2017",-1.554
"Dec. 31, 2016",-1.714
"Sept. 30, 2016",-2.619
"June 30, 2016",-2.906
"March 31, 2016",-2.443
"Dec. 31, 2015",-2.769
"Sept. 30, 2015",-2.612
"June 30, 2015",-1.873
"March 31, 2015",-1.582
"Dec. 31, 2014",-0.7666
"Sept. 30, 2014",-0.0428
"June 30, 2014",0.0415
"March 31, 2014",0.0818
"Dec. 31, 2013",0.06
"Sept. 30, 2013",0.1531
"June 30, 2013",0.1623
"March 31, 2013",0.1508
"Dec. 31, 2012",0.219
"Sept. 30, 2012",0.3378
"June 30, 2012",0.5227
"March 31, 2012",0.7108
"Dec. 31, 2011",0.783
"Sept. 30, 2011",0.8054
"June 30, 2011",0.779
"March 31, 2011",0.7613
"Dec. 31, 2010",0.744
"Sept. 30, 2010",0.813
"June 30, 2010",0.7693
"March 31, 2010",0.6663
"Dec. 31, 2009",0.0439
"Sept. 30, 2009",-0.9061
"June 30, 2009",-0.7729
"March 31, 2009",-0.5294
"Dec. 31, 2008",0.0834
"Sept. 30, 2008",1.017
"June 30, 2008",0.9226
"March 31, 2008",0.7629
"Dec. 31, 2007",0.6539
"Sept. 30, 2007",0.5454
"June 30, 2007",0.5444
"March 31, 2007",0.6005
"Dec. 31, 2006",0.7195
"Sept. 30, 2006",0.8796
"June 30, 2006",1.004
"March 31, 2006",1.048
"Dec. 31, 2005",1.044
"Sept. 30, 2005",0.9808
"June 30, 2005",0.9187
"March 31, 2005",0.8617
"Dec. 31, 2004",0.7906
"Sept. 30, 2004",0.6914
"June 30, 2004",0.6177
"March 31, 2004",0.5779
"Dec. 31, 2003",0.5989
"Sept. 30, 2003",0.5676
"June 30, 2003",0.4937
"March 31, 2003",0.4184
"Dec. 31, 2002",0.1999
"Sept. 30, 2002",0.0709
"June 30, 2002",0.0582
"March 31, 2002",0.1009
"Dec. 31, 2001",0.307
"Sept. 30, 2001",0.5357
"June 30, 2001",0.6457
"March 31, 2001",0.6183
"Dec. 31, 2000",0.57
"Sept. 30, 2000",0.4446
"June 30, 2000",0.2925
"March 31, 2000",0.1631
"Dec. 31, 1999",-0.0332
"Sept. 30, 1999",-0.4504
"June 30, 1999",-0.6571
"March 31, 1999",-0.7667
"Dec. 31, 1998",-0.746
"Sept. 30, 1998",-0.3869
"June 30, 1998",-0.3486
"March 31, 1998",-0.3081
"Dec. 31, 1997",-0.233
"Sept. 30, 1997",-0.1741
"June 30, 1997",-0.1486
"March 31, 1997",-0.1592
"Dec. 31, 1996",-0.2734
"Sept. 30, 1996",-0.3855
"June 30, 1996",-0.5265
"March 31, 1996",-0.6603
"Dec. 31, 1995",-0.6618
"Sept. 30, 1995",-0.6329
"June 30, 1995",-0.5712
"March 31, 1995",-0.4394
"Dec. 31, 1994",-0.2446
"Sept. 30, 1994",-0.173
"June 30, 1994",-0.1682
"March 31, 1994",-0.1433
"Dec. 31, 1993",-0.1937
"Sept. 30, 1993",-0.2394
"June 30, 1993",-0.3058
"March 31, 1993",-0.4471
"Dec. 31, 1992",-0.605
"Sept. 30, 1992",-0.6522
"June 30, 1992",-0.6047
"March 31, 1992",-0.5406
"Dec. 31, 1991",-0.398
"Sept. 30, 1991",-0.3417
"June 30, 1991",-0.0999
"March 31, 1991",-0.0986
"Dec. 31, 1990",-0.1185
"Sept. 30, 1990",-1.033
"June 30, 1990",-0.7781
