date,days_inventory_outstanding
"Dec. 31, 2019",39.10
"Sept. 30, 2019",37.57
"June 30, 2019",38.10
"March 31, 2019",34.83
"Dec. 31, 2018",32.41
"Sept. 30, 2018",30.43
"June 30, 2018",32.58
"March 31, 2018",34.82
"Dec. 31, 2017",37.00
"Sept. 30, 2017",38.75
"June 30, 2017",40.01
"March 31, 2017",43.79
"Dec. 31, 2016",43.26
"Sept. 30, 2016",44.02
"June 30, 2016",45.50
"March 31, 2016",46.00
"Dec. 31, 2015",43.02
"Sept. 30, 2015",42.85
"June 30, 2015",45.10
"March 31, 2015",7.092
"Dec. 31, 2014",-1178.78
"Sept. 30, 2014",20.28
"June 30, 2014",34.98
"March 31, 2014",39.41
"Dec. 31, 2013",49.49
"Sept. 30, 2013",29.83
"June 30, 2013",38.39
"March 31, 2013",38.83
"Dec. 31, 2012",41.57
"Sept. 30, 2012",23.77
"June 30, 2012",22.78
"March 31, 2012",23.12
"Dec. 31, 2011",29.20
"Sept. 30, 2011",30.43
"June 30, 2011",766.25
"March 31, 2011",694.58
"Dec. 31, 2010",9.649
"Sept. 30, 2010",1100.76
"June 30, 2010",1067.89
"March 31, 2010",97.97
"Dec. 31, 2009",1224.79
"Sept. 30, 2009",1399.09
"June 30, 2009",113.77
"March 31, 2009",108.12
"Dec. 31, 2008",80.65
"Sept. 30, 2008",81.53
"June 30, 2008",89.91
"March 31, 2008",1059.60
"Dec. 31, 2007",85.82
"Sept. 30, 2007",83.09
"June 30, 2007",79.23
"March 31, 2007",75.30
"Dec. 31, 2006",68.95
"Sept. 30, 2006",64.08
"June 30, 2006",65.39
"March 31, 2006",62.67
"Dec. 31, 2005",62.36
"Sept. 30, 2005",57.92
"June 30, 2005",58.24
"March 31, 2005",58.57
"Dec. 31, 2004",49.89
"Sept. 30, 2004",52.79
"June 30, 2004",51.14
"March 31, 2004",48.97
"Dec. 31, 2003",57.16
"Sept. 30, 2003",52.73
"June 30, 2003",52.54
"March 31, 2003",69.65
"Dec. 31, 2002",76.40
"Sept. 30, 2002",76.11
"June 30, 2002",77.06
"March 31, 2002",77.42
"Dec. 31, 2001",97.83
"Sept. 30, 2001",67.56
"June 30, 2001",67.49
"March 31, 2001",64.48
"Dec. 31, 2000",153.13
"Sept. 30, 2000",58.86
"June 30, 2000",77.39
"March 31, 2000",60.11
"Dec. 31, 1999",-57.18
"Sept. 30, 1999",40.11
"June 30, 1999",80.06
"March 31, 1999",53.40
"Dec. 31, 1998",-55.44
"Sept. 30, 1998",41.72
"June 30, 1998",42.68
"March 31, 1998",38.40
"Dec. 31, 1997",26.33
"Sept. 30, 1997",22.41
"June 30, 1997",15.92
"March 31, 1997",11.47
"Dec. 31, 1996",12.50
"Sept. 30, 1996",15.42
"June 30, 1996",13.80
"March 31, 1996",11.66
"Dec. 31, 1995",11.99
"Sept. 30, 1995",16.26
"June 30, 1995",14.10
"March 31, 1995",15.28
"Dec. 31, 1994",16.56
"Sept. 30, 1994",15.95
"June 30, 1994",15.31
"March 31, 1994",15.68
"Dec. 31, 1993",12.01
"Sept. 30, 1993",15.99
"June 30, 1993",15.38
"March 31, 1993",17.52
"Dec. 31, 1992",15.17
"Sept. 30, 1992",13.92
"June 30, 1992",13.81
"March 31, 1992",12.67
"Dec. 31, 1991",14.11
"Sept. 30, 1991",12.77
"June 30, 1991",24.69
"March 31, 1991",29.59
"Dec. 31, 1990",17.28
"Sept. 30, 1990",44.07
"June 30, 1990",47.38
"March 31, 1990",45.12
