date,long_term_debt
"Dec. 31, 2019",8.555B
"Sept. 30, 2019",8.393B
"June 30, 2019",8.157B
"March 31, 2019",8.094B
"Dec. 31, 2018",8.093B
"Sept. 30, 2018",8.053B
"June 30, 2018",7.937B
"March 31, 2018",7.936B
"Dec. 31, 2017",7.934B
"Sept. 30, 2017",7.933B
"June 30, 2017",8.329B
"March 31, 2017",8.327B
"Dec. 31, 2016",8.544B
"Sept. 30, 2016",8.721B
"June 30, 2016",8.719B
"March 31, 2016",8.718B
"Dec. 31, 2015",8.716B
"Sept. 30, 2015",8.777B
"June 30, 2015",9.676B
"March 31, 2015",9.675B
"Dec. 31, 2014",11.24B
"Sept. 30, 2014",10.90B
"June 30, 2014",9.674B
"March 31, 2014",9.673B
"Dec. 31, 2013",9.672B
"Sept. 30, 2013",10.87B
"June 30, 2013",12.30B
"March 31, 2013",11.48B
"Dec. 31, 2012",11.36B
"Sept. 30, 2012",10.67B
"June 30, 2012",9.67B
"March 31, 2012",7.444B
"Dec. 31, 2011",6.785B
"Sept. 30, 2011",6.785B
"June 30, 2011",7.404B
"March 31, 2011",8.13B
"Dec. 31, 2010",8.095B
"Sept. 30, 2010",6.381B
"June 30, 2010",4.896B
"March 31, 2010",4.951B
"Dec. 31, 2009",4.95B
"Sept. 30, 2009",5.010B
"June 30, 2009",4.955B
"March 31, 2009",4.894B
"Dec. 31, 2008",4.809B
"Sept. 30, 2008",3.917B
"June 30, 2008",3.912B
"March 31, 2008",3.912B
"Dec. 31, 2007",4.012B
"Sept. 30, 2007",4.011B
"June 30, 2007",4.011B
"March 31, 2007",3.512B
"Dec. 31, 2006",2.020B
"Sept. 30, 2006",2.189B
"June 30, 2006",2.189B
"March 31, 2006",2.189B
"Dec. 31, 2005",2.192B
"Sept. 30, 2005",2.192B
"June 30, 2005",2.192B
"March 31, 2005",2.532B
"Dec. 31, 2004",2.588B
"Sept. 30, 2004",2.735B
"June 30, 2004",2.192B
"March 31, 2004",2.192B
"Dec. 31, 2003",2.327B
"Sept. 30, 2003",2.514B
"June 30, 2003",2.350B
"March 31, 2003",1.943B
"Dec. 31, 2002",2.159B
"Sept. 30, 2002",2.163B
"June 30, 2002",2.205B
"March 31, 2002",2.278B
"Dec. 31, 2001",2.244B
"Sept. 30, 2001",2.312B
"June 30, 2001",2.575B
"March 31, 2001",2.718B
"Dec. 31, 2000",2.193B
"Sept. 30, 2000",1.941B
"June 30, 2000",2.193B
"March 31, 2000",1.947B
"Dec. 31, 1999",1.880B
"Sept. 30, 1999",1.422B
"June 30, 1999",1.539B
"March 31, 1999",1.532B
"Dec. 31, 1998",1.343B
"Sept. 30, 1998",1.305B
"June 30, 1998",1.407B
"March 31, 1998",1.393B
"Dec. 31, 1997",1.501B
"Sept. 30, 1997",1.313B
"June 30, 1997",1.349B
"March 31, 1997",1.249B
"Dec. 31, 1996",1.236B
"Sept. 30, 1996",1.226B
"June 30, 1996",1.157B
"March 31, 1996",1.138B
"Dec. 31, 1995",1.072B
"Sept. 30, 1995",1.058B
"June 30, 1995",1.208B
"March 31, 1995",1.208B
"Dec. 31, 1994",657.50M
"Sept. 30, 1994",552.70M
"June 30, 1994",526.90M
"March 31, 1994",492.40M
"Dec. 31, 1993",453.00M
"Sept. 30, 1993",409.40M
"June 30, 1993",366.30M
"March 31, 1993",398.00M
"Dec. 31, 1992",454.40M
"Sept. 30, 1992",422.40M
"June 30, 1992",454.20M
"March 31, 1992",513.50M
"Dec. 31, 1991",491.00M
"Sept. 30, 1991",501.50M
"June 30, 1991",190.60M
"March 31, 1991",193.90M
"Dec. 31, 1990",194.80M
"Sept. 30, 1990",199.90M
"June 30, 1990",174.50M
"March 31, 1990",175.90M
"Dec. 31, 1989",195.60M
"Dec. 31, 1988",309.10M
"Dec. 31, 1987",236.30M
"Dec. 31, 1986",275.90M
"Dec. 31, 1985",110.60M
"Dec. 31, 1984",79.90M
