date,zmijewski_score
"Dec. 31, 2019",0.7048
"Sept. 30, 2019",-0.5456
"June 30, 2019",-0.63
"March 31, 2019",-0.869
"Dec. 31, 2018",-0.9791
"Sept. 30, 2018",-1.156
"June 30, 2018",-1.159
"March 31, 2018",-1.215
"Dec. 31, 2017",-1.192
"Sept. 30, 2017",-0.963
"June 30, 2017",-0.7264
"March 31, 2017",-0.4469
"Dec. 31, 2016",-0.3064
"Sept. 30, 2016",0.3985
"June 30, 2016",0.8383
"March 31, 2016",1.577
"Dec. 31, 2015",0.8339
"Sept. 30, 2015",0.6251
"June 30, 2015",-0.2451
"March 31, 2015",-0.3465
"Dec. 31, 2014",-0.8788
"Sept. 30, 2014",-1.694
"June 30, 2014",-1.981
"March 31, 2014",-2.049
"Dec. 31, 2013",-2.076
"Sept. 30, 2013",-1.963
"June 30, 2013",-1.781
"March 31, 2013",-1.742
"Dec. 31, 2012",-1.743
"Sept. 30, 2012",-1.831
"June 30, 2012",-1.992
"March 31, 2012",-2.215
"Dec. 31, 2011",-2.258
"Sept. 30, 2011",-2.410
"June 30, 2011",-2.338
"March 31, 2011",-2.265
"Dec. 31, 2010",-2.248
"Sept. 30, 2010",-2.460
"June 30, 2010",-2.361
"March 31, 2010",-2.262
"Dec. 31, 2009",-1.782
"Sept. 30, 2009",-1.246
"June 30, 2009",-1.395
"March 31, 2009",-1.523
"Dec. 31, 2008",-1.968
"Sept. 30, 2008",-2.588
"June 30, 2008",-2.242
"March 31, 2008",-2.258
"Dec. 31, 2007",-2.178
"Sept. 30, 2007",-2.064
"June 30, 2007",-2.050
"March 31, 2007",-2.051
"Dec. 31, 2006",-2.265
"Sept. 30, 2006",-2.338
"June 30, 2006",-2.393
"March 31, 2006",-2.53
"Dec. 31, 2005",-2.450
"Sept. 30, 2005",-2.395
"June 30, 2005",-2.363
"March 31, 2005",-2.252
"Dec. 31, 2004",-2.207
"Sept. 30, 2004",-2.122
"June 30, 2004",-2.227
"March 31, 2004",-2.128
"Dec. 31, 2003",-2.086
"Sept. 30, 2003",-2.012
"June 30, 2003",-1.922
"March 31, 2003",-2.067
"Dec. 31, 2002",-1.881
"Sept. 30, 2002",-1.799
"June 30, 2002",-1.794
"March 31, 2002",-1.757
"Dec. 31, 2001",-2.118
"Sept. 30, 2001",-2.172
"June 30, 2001",-1.956
"March 31, 2001",-1.805
"Dec. 31, 2000",-2.010
"Sept. 30, 2000",-2.032
"June 30, 2000",-1.655
"March 31, 2000",-1.675
"Dec. 31, 1999",-1.602
"Sept. 30, 1999",-1.553
"June 30, 1999",-1.429
"March 31, 1999",-0.9815
"Dec. 31, 1998",-1.073
"Sept. 30, 1998",-1.425
"June 30, 1998",-1.350
"March 31, 1998",-1.398
"Dec. 31, 1997",-1.216
"Sept. 30, 1997",-1.322
"June 30, 1997",-1.372
"March 31, 1997",-1.423
"Dec. 31, 1996",-1.344
"Sept. 30, 1996",-1.316
"June 30, 1996",-1.331
"March 31, 1996",-0.9932
"Dec. 31, 1995",-1.006
"Sept. 30, 1995",-1.056
"June 30, 1995",-0.6976
"March 31, 1995",-0.6676
"Dec. 31, 1994",-1.234
"Sept. 30, 1994",-1.448
"June 30, 1994",-1.487
"March 31, 1994",-1.542
"Dec. 31, 1993",-1.580
"Sept. 30, 1993",-1.731
"June 30, 1993",-1.603
"March 31, 1993",-1.601
"Dec. 31, 1992",-1.049
"Sept. 30, 1992",-1.138
"June 30, 1992",-1.043
"March 31, 1992",-0.8708
"Dec. 31, 1991",-0.879
"Sept. 30, 1991",-0.7401
"June 30, 1991",-1.691
"March 31, 1991",-1.654
"Dec. 31, 1990",-1.533
"Sept. 30, 1990",-1.554
"June 30, 1990",-1.619
