date,revenues_ttm
"Dec. 31, 2019",6.315B
"Sept. 30, 2019",6.393B
"June 30, 2019",6.931B
"March 31, 2019",7.269B
"Dec. 31, 2018",7.348B
"Sept. 30, 2018",7.285B
"June 30, 2018",6.698B
"March 31, 2018",6.108B
"Dec. 31, 2017",5.887B
"Sept. 30, 2017",5.702B
"June 30, 2017",5.752B
"March 31, 2017",5.792B
"Dec. 31, 2016",5.367B
"Sept. 30, 2016",5.166B
"June 30, 2016",5.333B
"March 31, 2016",5.938B
"Dec. 31, 2015",6.489B
"Sept. 30, 2015",7.987B
"June 30, 2015",9.562B
"March 31, 2015",11.04B
"Dec. 31, 2014",13.05B
"Sept. 30, 2014",12.76B
"June 30, 2014",13.87B
"March 31, 2014",14.40B
"Dec. 31, 2013",14.77B
"Sept. 30, 2013",16.18B
"June 30, 2013",16.04B
"March 31, 2013",15.99B
"Dec. 31, 2012",16.43B
"Sept. 30, 2012",16.85B
"June 30, 2012",16.99B
"March 31, 2012",17.37B
"Dec. 31, 2011",16.84B
"Sept. 30, 2011",16.07B
"June 30, 2011",14.80B
"March 31, 2011",13.44B
"Dec. 31, 2010",12.18B
"Sept. 30, 2010",11.21B
"June 30, 2010",10.53B
"March 31, 2010",9.654B
"Dec. 31, 2009",8.615B
"Sept. 30, 2009",7.997B
"June 30, 2009",9.029B
"March 31, 2009",10.84B
"Dec. 31, 2008",12.39B
"Sept. 30, 2008",13.45B
"June 30, 2008",12.58B
"March 31, 2008",11.13B
"Dec. 31, 2007",9.962B
"Sept. 30, 2007",8.932B
"June 30, 2007",8.506B
"March 31, 2007",8.147B
"Dec. 31, 2006",8.074B
"Sept. 30, 2006",8.210B
"June 30, 2006",8.198B
"March 31, 2006",7.888B
"Dec. 31, 2005",7.600B
"Sept. 30, 2005",7.033B
"June 30, 2005",6.379B
"March 31, 2005",5.845B
"Dec. 31, 2004",5.333B
"Sept. 30, 2004",4.862B
"June 30, 2004",4.560B
"March 31, 2004",4.374B
"Dec. 31, 2003",4.190B
"Sept. 30, 2003",3.856B
"June 30, 2003",3.396B
"March 31, 2003",2.998B
"Dec. 31, 2002",2.560B
"Sept. 30, 2002",2.335B
"June 30, 2002",2.349B
"March 31, 2002",2.493B
"Dec. 31, 2001",2.761B
"Sept. 30, 2001",2.981B
"June 30, 2001",2.946B
"March 31, 2001",2.632B
"Dec. 31, 2000",2.283B
"Sept. 30, 2000",1.849B
"June 30, 2000",1.610B
"March 31, 2000",1.370B
"Dec. 31, 1999",1.111B
"Sept. 30, 1999",902.19M
"June 30, 1999",728.49M
"March 31, 1999",702.17M
"Dec. 31, 1998",760.37M
"Sept. 30, 1998",1.001B
"June 30, 1998",1.066B
"March 31, 1998",1.104B
"Dec. 31, 1997",1.180B
"Sept. 30, 1997",1.162B
"June 30, 1997",1.128B
"March 31, 1997",1.093B
"Dec. 31, 1996",976.00M
"Sept. 30, 1996",874.30M
"June 30, 1996",810.20M
"March 31, 1996",790.30M
"Dec. 31, 1995",741.60M
"Sept. 30, 1995",681.70M
"June 30, 1995",643.70M
"March 31, 1995",574.00M
"Dec. 31, 1994",537.80M
"Sept. 30, 1994",518.70M
"June 30, 1994",498.50M
"March 31, 1994",476.40M
"Dec. 31, 1993",463.20M
"Sept. 30, 1993",458.30M
"June 30, 1993",449.60M
"March 31, 1993",440.60M
"Dec. 31, 1992",423.10M
"Sept. 30, 1992",420.00M
"June 30, 1992",420.70M
"March 31, 1992",379.10M
"Dec. 31, 1991",356.80M
"Sept. 30, 1991",321.30M
"June 30, 1991",274.40M
"March 31, 1991",272.40M
"Dec. 31, 1990",273.40M
"Sept. 30, 1990",258.20M
"June 30, 1990",253.70M
"March 31, 1990",254.00M
"Dec. 31, 1989",245.40M
"Sept. 30, 1989",233.70M
"June 30, 1989",202.10M
"March 31, 1989",172.10M
"Dec. 31, 1988",141.50M
"Sept. 30, 1988",110.10M
"June 30, 1988",106.50M
"March 31, 1988",105.20M
"Dec. 31, 1987",100.40M
"Sept. 30, 1987",150.90M
"June 30, 1987",170.10M
"March 31, 1987",164.10M
"Dec. 31, 1986",171.70M
"Sept. 30, 1986",132.70M
"June 30, 1986",116.60M
"March 31, 1986",127.40M
"Dec. 31, 1985",128.50M
"Sept. 30, 1985",126.30M
"June 30, 1985",124.30M
"March 31, 1985",121.00M
"Dec. 31, 1984",115.50M
