date,forward_ps_ratio_1y
"March 19, 2020",0.3484
"March 18, 2020",0.3125
"March 17, 2020",0.3139
"March 16, 2020",0.3843
"March 13, 2020",0.568
"March 12, 2020",0.5462
"March 11, 2020",0.5807
"March 10, 2020",0.7595
"March 9, 2020",0.6722
"March 6, 2020",1.457
"March 5, 2020",1.713
"March 4, 2020",1.769
"March 3, 2020",1.759
"March 2, 2020",1.796
"Feb. 28, 2020",1.754
"Feb. 27, 2020",1.765
"Feb. 26, 2020",1.720
"Feb. 25, 2020",1.795
"Feb. 24, 2020",1.883
"Feb. 21, 2020",1.999
"Feb. 20, 2020",2.012
"Feb. 19, 2020",2.004
"Feb. 18, 2020",1.979
"Feb. 14, 2020",1.926
"Feb. 13, 2020",1.965
"Feb. 12, 2020",2.005
"Feb. 11, 2020",1.983
"Feb. 10, 2020",1.969
"Feb. 7, 2020",1.979
"Feb. 6, 2020",2.037
"Feb. 5, 2020",2.034
"Feb. 4, 2020",1.981
"Feb. 3, 2020",1.940
"Jan. 31, 2020",1.932
"Jan. 30, 2020",1.977
"Jan. 29, 2020",1.971
"Jan. 28, 2020",2.016
"Jan. 27, 2020",2.024
"Jan. 24, 2020",2.103
"Jan. 23, 2020",2.124
"Jan. 22, 2020",2.166
"Jan. 21, 2020",2.227
"Jan. 17, 2020",2.292
"Jan. 16, 2020",2.322
"Jan. 15, 2020",2.353
"Jan. 14, 2020",2.356
"Jan. 13, 2020",2.246
"Jan. 10, 2020",2.272
"Jan. 9, 2020",2.287
"Jan. 8, 2020",2.296
"Jan. 7, 2020",2.281
"Jan. 6, 2020",1.799
"Jan. 3, 2020",1.802
"Jan. 2, 2020",1.779
"Dec. 31, 2019",1.795
"Dec. 30, 2019",1.889
"Dec. 27, 2019",1.935
"Dec. 26, 2019",1.946
"Dec. 24, 2019",1.939
"Dec. 23, 2019",1.966
"Dec. 20, 2019",1.676
"Dec. 19, 2019",1.683
"Dec. 18, 2019",1.685
"Dec. 17, 2019",1.665
"Dec. 16, 2019",1.635
"Dec. 13, 2019",1.582
"Dec. 12, 2019",1.633
"Dec. 11, 2019",1.577
"Dec. 10, 2019",1.551
"Dec. 9, 2019",1.528
"Dec. 6, 2019",1.481
"Dec. 5, 2019",1.377
"Dec. 4, 2019",1.386
"Dec. 3, 2019",1.362
"Dec. 2, 2019",1.448
"Nov. 29, 2019",1.651
"Nov. 27, 2019",1.720
"Nov. 26, 2019",1.696
"Nov. 25, 2019",1.745
"Nov. 22, 2019",1.734
"Nov. 21, 2019",1.720
"Nov. 20, 2019",1.694
"Nov. 19, 2019",1.657
"Nov. 18, 2019",1.703
"Nov. 15, 2019",1.772
"Nov. 14, 2019",1.736
"Nov. 13, 2019",1.726
"Nov. 12, 2019",1.763
"Nov. 11, 2019",1.767
"Nov. 8, 2019",1.81
"Nov. 7, 2019",1.784
"Nov. 6, 2019",1.75
"Nov. 5, 2019",1.775
"Nov. 4, 2019",1.817
"Nov. 1, 2019",1.764
"Oct. 31, 2019",1.605
"Oct. 30, 2019",1.582
"Oct. 29, 2019",1.634
"Oct. 28, 2019",1.610
"Oct. 25, 2019",1.635
"Oct. 24, 2019",1.721
"Oct. 23, 2019",1.744
"Oct. 22, 2019",1.700
"Oct. 21, 2019",1.687
"Oct. 18, 2019",1.662
"Oct. 17, 2019",1.639
"Oct. 16, 2019",1.612
"Oct. 15, 2019",1.643
"Oct. 14, 2019",1.625
"Oct. 11, 2019",1.587
"Oct. 10, 2019",1.514
"Oct. 9, 2019",1.521
"Oct. 8, 2019",1.500
"Oct. 7, 2019",1.585
"Oct. 4, 2019",1.642
"Oct. 3, 2019",1.731
"Oct. 2, 2019",1.719
"Oct. 1, 2019",1.798
"Sept. 30, 2019",1.897
"Sept. 27, 2019",1.904
"Sept. 26, 2019",1.872
"Sept. 25, 2019",1.890
"Sept. 24, 2019",1.88
"Sept. 23, 2019",1.939
"Sept. 20, 2019",1.911
"Sept. 19, 2019",1.908
"Sept. 18, 2019",1.884
"Sept. 17, 2019",1.927
"Sept. 16, 2019",2.107
"Sept. 13, 2019",1.803
"Sept. 12, 2019",1.766
"Sept. 11, 2019",1.777
"Sept. 10, 2019",1.756
"Sept. 9, 2019",1.752
"Sept. 6, 2019",1.656
"Sept. 5, 2019",1.679
"Sept. 4, 2019",1.633
"Sept. 3, 2019",1.586
"Aug. 30, 2019",1.598
"Aug. 29, 2019",1.633
"Aug. 28, 2019",1.602
"Aug. 27, 2019",1.553
"Aug. 26, 2019",1.556
"Aug. 23, 2019",1.533
"Aug. 22, 2019",1.590
"Aug. 21, 2019",1.610
"Aug. 20, 2019",1.611
"Aug. 19, 2019",1.622
"Aug. 16, 2019",1.544
"Aug. 15, 2019",1.476
"Aug. 14, 2019",1.487
"Aug. 13, 2019",1.624
"Aug. 12, 2019",1.597
"Aug. 9, 2019",1.627
"Aug. 8, 2019",1.663
"Aug. 7, 2019",1.629
"Aug. 6, 2019",1.698
"Aug. 5, 2019",1.722
"Aug. 2, 2019",1.792
"Aug. 1, 2019",1.787
"July 31, 2019",1.809
"July 30, 2019",1.785
"July 29, 2019",1.728
"July 26, 2019",1.773
"July 25, 2019",1.791
"July 24, 2019",1.836
"July 23, 2019",1.801
"July 22, 2019",1.767
"July 19, 2019",1.78
"July 18, 2019",1.744
"July 17, 2019",1.813
"July 16, 2019",1.870
"July 15, 2019",1.952
"July 12, 2019",1.993
"July 11, 2019",1.981
"July 10, 2019",2.035
"July 9, 2019",1.996
"July 8, 2019",1.963
"July 5, 2019",2.013
"July 3, 2019",2.021
"July 2, 2019",2.030
"July 1, 2019",2.163
"June 30, 2019",
"June 28, 2019",2.146
"June 27, 2019",2.121
"June 26, 2019",2.150
"June 25, 2019",2.090
"June 24, 2019",2.153
"June 21, 2019",2.195
"June 20, 2019",2.186
"June 19, 2019",2.120
"June 18, 2019",2.121
"June 17, 2019",2.062
"June 14, 2019",2.036
"June 13, 2019",2.100
"June 12, 2019",2.075
"June 11, 2019",2.137
"June 10, 2019",2.139
"June 7, 2019",2.144
"June 6, 2019",2.136
"June 5, 2019",2.077
"June 4, 2019",2.099
"June 3, 2019",1.992
"May 31, 2019",1.931
"May 30, 2019",1.939
"May 29, 2019",1.975
"May 28, 2019",1.993
"May 24, 2019",2.024
"May 23, 2019",2.049
"May 22, 2019",2.184
"May 21, 2019",2.283
"May 20, 2019",2.217
"May 17, 2019",2.252
"May 16, 2019",2.313
"May 15, 2019",2.309
"May 14, 2019",2.297
"May 13, 2019",2.232
"May 10, 2019",2.312
"May 9, 2019",2.300
"May 8, 2019",2.267
"May 7, 2019",2.260
"May 6, 2019",2.280
"May 3, 2019",2.266
"May 2, 2019",2.206
"May 1, 2019",2.349
"April 30, 2019",2.438
"April 29, 2019",2.460
"April 26, 2019",2.448
"April 25, 2019",2.523
"April 24, 2019",2.628
"April 23, 2019",2.698
"April 22, 2019",2.747
"April 18, 2019",2.657
"April 17, 2019",2.728
"April 16, 2019",2.708
"April 15, 2019",2.663
"April 12, 2019",2.703
"April 11, 2019",2.640
