date,sales_est_0y
"March 19, 2020",5.075B
"March 18, 2020",5.075B
"March 17, 2020",5.075B
"March 16, 2020",5.290B
"March 13, 2020",5.808B
"March 10, 2020",5.808B
"March 9, 2020",5.802B
"March 3, 2020",6.262B
"March 2, 2020",6.255B
"Feb. 28, 2020",6.302B
"Feb. 27, 2020",6.396B
"Feb. 3, 2020",6.506B
"Jan. 29, 2020",6.518B
"Jan. 28, 2020",6.568B
"Jan. 27, 2020",6.576B
"Jan. 24, 2020",6.587B
"Jan. 23, 2020",6.598B
"Jan. 22, 2020",6.575B
"Jan. 21, 2020",6.595B
"Jan. 14, 2020",6.606B
"Jan. 13, 2020",6.581B
"Jan. 8, 2020",6.570B
"Jan. 7, 2020",6.568B
"Jan. 6, 2020",6.538B
"Dec. 31, 2019",6.329B
"Dec. 23, 2019",6.298B
"Dec. 9, 2019",6.300B
"Dec. 3, 2019",6.302B
"Nov. 21, 2019",6.298B
"Nov. 19, 2019",6.294B
"Nov. 15, 2019",6.295B
"Nov. 13, 2019",6.297B
"Nov. 7, 2019",6.295B
"Nov. 4, 2019",6.299B
"Nov. 1, 2019",6.309B
"Oct. 31, 2019",6.308B
"Oct. 29, 2019",6.323B
"Oct. 28, 2019",6.324B
"Oct. 24, 2019",6.324B
"Oct. 21, 2019",6.326B
"Oct. 20, 2019",6.353B
"Oct. 18, 2019",6.356B
"Oct. 17, 2019",6.379B
"Oct. 16, 2019",6.377B
"Oct. 15, 2019",6.401B
"Oct. 14, 2019",6.405B
"Oct. 10, 2019",6.412B
"Oct. 9, 2019",6.440B
"Oct. 8, 2019",6.440B
"Oct. 4, 2019",6.435B
"Sept. 24, 2019",6.448B
"Sept. 23, 2019",6.454B
"Sept. 16, 2019",6.451B
"Sept. 12, 2019",6.460B
"Sept. 6, 2019",6.460B
"Aug. 30, 2019",6.459B
"Aug. 23, 2019",6.476B
"Aug. 22, 2019",6.476B
"Aug. 16, 2019",6.478B
"Aug. 15, 2019",6.483B
"Aug. 12, 2019",6.483B
