date,sales_est_0y
"Aug. 11, 2019",6.483B
"Aug. 5, 2019",6.490B
"Aug. 2, 2019",6.480B
"Aug. 1, 2019",6.547B
"July 31, 2019",6.702B
"July 23, 2019",6.737B
"July 22, 2019",6.739B
"July 19, 2019",6.802B
"July 18, 2019",6.829B
"July 15, 2019",6.874B
"July 12, 2019",6.857B
"July 11, 2019",6.878B
"July 10, 2019",6.881B
"June 24, 2019",6.888B
"June 14, 2019",6.901B
"June 11, 2019",6.903B
"June 3, 2019",6.909B
"May 30, 2019",6.909B
"May 28, 2019",6.943B
"May 23, 2019",6.961B
"May 22, 2019",6.949B
"May 17, 2019",6.952B
"May 16, 2019",6.941B
"May 15, 2019",6.951B
"May 14, 2019",6.957B
"May 13, 2019",6.965B
"May 9, 2019",7.031B
"May 6, 2019",6.961B
"May 3, 2019",7.117B
"May 2, 2019",7.015B
"April 29, 2019",6.933B
"April 24, 2019",6.959B
"April 22, 2019",6.969B
"April 18, 2019",6.970B
"April 17, 2019",6.952B
"April 16, 2019",6.947B
"April 15, 2019",6.894B
"April 12, 2019",6.877B
"April 11, 2019",6.850B
"April 5, 2019",6.774B
"April 4, 2019",6.757B
"March 27, 2019",6.835B
"March 22, 2019",6.865B
"March 19, 2019",6.807B
"March 11, 2019",6.791B
"March 8, 2019",6.850B
"March 7, 2019",6.839B
"March 6, 2019",6.830B
"March 5, 2019",6.612B
"March 4, 2019",6.708B
"March 1, 2019",6.974B
"Feb. 28, 2019",6.968B
"Feb. 27, 2019",6.842B
"Feb. 20, 2019",6.792B
"Feb. 15, 2019",6.791B
"Feb. 8, 2019",6.789B
"Jan. 30, 2019",6.772B
"Jan. 29, 2019",6.805B
"Jan. 28, 2019",6.798B
"Jan. 25, 2019",6.774B
"Jan. 18, 2019",6.753B
"Jan. 15, 2019",6.778B
"Jan. 9, 2019",6.768B
"Jan. 7, 2019",6.992B
"Jan. 2, 2019",7.420B
"Dec. 31, 2018",7.404B
"Dec. 19, 2018",7.582B
"Dec. 13, 2018",7.596B
"Dec. 7, 2018",7.603B
"Dec. 5, 2018",7.606B
"Dec. 4, 2018",7.622B
"Nov. 29, 2018",7.620B
"Nov. 27, 2018",7.619B
"Nov. 26, 2018",7.620B
"Nov. 20, 2018",7.618B
"Nov. 16, 2018",7.619B
"Nov. 13, 2018",7.623B
"Nov. 7, 2018",7.628B
"Nov. 5, 2018",7.632B
"Nov. 2, 2018",7.618B
"Nov. 1, 2018",7.592B
"Oct. 23, 2018",7.552B
"Oct. 22, 2018",7.560B
"Oct. 19, 2018",7.569B
"Oct. 17, 2018",7.568B
"Oct. 12, 2018",7.572B
"Oct. 11, 2018",7.534B
"Oct. 9, 2018",7.536B
"Oct. 8, 2018",7.536B
"Oct. 2, 2018",7.538B
"Sept. 27, 2018",7.535B
"Sept. 26, 2018",7.508B
"Sept. 24, 2018",7.514B
"Sept. 20, 2018",7.513B
"Sept. 19, 2018",7.513B
"Sept. 17, 2018",7.516B
"Sept. 4, 2018",7.523B
"Aug. 31, 2018",7.481B
"Aug. 30, 2018",7.490B
"Aug. 20, 2018",7.494B
"Aug. 13, 2018",7.467B
"Aug. 7, 2018",7.465B
"Aug. 2, 2018",7.530B
"July 24, 2018",7.235B
"July 23, 2018",7.252B
"July 19, 2018",7.225B
"July 18, 2018",7.230B
"July 17, 2018",7.288B
"July 13, 2018",7.371B
"July 12, 2018",7.366B
"July 11, 2018",7.357B
"July 9, 2018",7.337B
"July 2, 2018",7.326B
"June 14, 2018",7.157B
"June 13, 2018",7.157B
"June 11, 2018",7.150B
"June 5, 2018",7.082B
"June 4, 2018",7.303B
"May 24, 2018",7.320B
"May 23, 2018",7.320B
"May 21, 2018",7.287B
"May 18, 2018",7.239B
"May 17, 2018",7.283B
"May 11, 2018",7.181B
"May 8, 2018",7.204B
"May 7, 2018",7.190B
"May 3, 2018",7.260B
"May 2, 2018",6.849B
"April 30, 2018",6.822B
"April 27, 2018",6.822B
"April 26, 2018",6.811B
"April 25, 2018",6.816B
"April 24, 2018",6.848B
"April 23, 2018",6.875B
"April 21, 2018",6.829B
"April 20, 2018",6.812B
"April 18, 2018",6.816B
"April 17, 2018",6.784B
"April 16, 2018",6.775B
"April 13, 2018",6.768B
"April 11, 2018",6.710B
"April 9, 2018",6.731B
"April 3, 2018",6.677B
"March 14, 2018",6.649B
"March 12, 2018",6.699B
"March 8, 2018",6.558B
"March 7, 2018",6.549B
"March 6, 2018",6.549B
"Feb. 27, 2018",6.554B
"Feb. 26, 2018",6.575B
"Feb. 23, 2018",6.552B
"Feb. 22, 2018",6.944B
"Feb. 12, 2018",6.514B
"Jan. 31, 2018",6.532B
"Jan. 24, 2018",6.514B
"Jan. 23, 2018",6.523B
"Jan. 22, 2018",6.509B
"Jan. 18, 2018",6.433B
"Jan. 16, 2018",6.368B
"Jan. 11, 2018",6.331B
"Jan. 10, 2018",6.284B
"Jan. 9, 2018",6.285B
"Jan. 8, 2018",6.309B
"Jan. 4, 2018",6.305B
