date,eps_est_0q
"March 18, 2020",-0.0768
"March 17, 2020",-0.0723
"March 16, 2020",-0.0078
"March 13, 2020",0.0664
"March 12, 2020",0.0919
"March 11, 2020",0.0914
"March 10, 2020",0.0746
"March 9, 2020",0.0527
"March 6, 2020",0.109
"March 4, 2020",0.098
"March 3, 2020",0.0979
"March 2, 2020",0.0809
"Feb. 29, 2020",0.0561
"Feb. 28, 2020",0.0448
"Feb. 27, 2020",0.0288
"Feb. 26, 2020",-0.0037
"Feb. 3, 2020",0.0018
"Jan. 28, 2020",0.0037
"Jan. 27, 2020",0.0325
"Jan. 24, 2020",0.0405
"Jan. 22, 2020",0.0309
"Jan. 21, 2020",0.0369
"Jan. 17, 2020",0.029
"Jan. 16, 2020",0.0318
"Jan. 14, 2020",0.0263
"Jan. 13, 2020",0.0119
"Jan. 9, 2020",0.0035
"Jan. 8, 2020",0.004
"Jan. 7, 2020",0.0129
"Jan. 6, 2020",0.0056
"Jan. 3, 2020",-0.0128
"Dec. 31, 2019",-0.0479
"Dec. 23, 2019",-0.1209
"Dec. 20, 2019",-0.111
"Dec. 19, 2019",-0.1074
"Dec. 17, 2019",-0.1071
"Dec. 9, 2019",-0.0951
"Dec. 6, 2019",-0.0949
"Dec. 3, 2019",-0.1002
"Nov. 26, 2019",-0.1112
"Nov. 25, 2019",-0.1112
"Nov. 21, 2019",-0.1042
"Nov. 19, 2019",-0.1087
"Nov. 15, 2019",-0.0777
"Nov. 13, 2019",-0.0752
"Nov. 8, 2019",-0.0667
"Nov. 7, 2019",-0.0687
"Nov. 6, 2019",-0.038
"Nov. 4, 2019",-0.035
"Nov. 2, 2019",0.0305
"Nov. 1, 2019",0.0482
"Oct. 31, 2019",0.0484
"Oct. 30, 2019",-0.0172
"Oct. 29, 2019",-0.0282
"Oct. 28, 2019",-0.0269
"Oct. 23, 2019",-0.0277
"Oct. 21, 2019",-0.0266
"Oct. 19, 2019",-0.013
"Oct. 18, 2019",-0.0118
"Oct. 17, 2019",0.0046
"Oct. 16, 2019",0.0506
"Oct. 15, 2019",0.07
"Oct. 14, 2019",0.0705
"Oct. 11, 2019",0.0709
"Oct. 10, 2019",0.0708
"Oct. 8, 2019",0.0834
"Oct. 4, 2019",0.0921
"Sept. 30, 2019",-0.1755
"Sept. 27, 2019",-0.1425
"Sept. 26, 2019",-0.1425
"Sept. 24, 2019",-0.1351
"Sept. 23, 2019",-0.1206
"Sept. 16, 2019",-0.1115
"Sept. 6, 2019",-0.1216
"Aug. 30, 2019",-0.1232
"Aug. 26, 2019",-0.1117
"Aug. 23, 2019",-0.1221
"Aug. 22, 2019",-0.1002
"Aug. 21, 2019",-0.0958
"Aug. 19, 2019",-0.0246
"Aug. 16, 2019",-0.0253
"Aug. 15, 2019",-0.0116
"Aug. 14, 2019",0.0018
"Aug. 11, 2019",0.0314
"Aug. 9, 2019",0.0509
"Aug. 6, 2019",0.0648
"Aug. 5, 2019",-0.0008
"Aug. 2, 2019",0.0141
"Aug. 1, 2019",-0.0352
"July 31, 2019",0.0977
"July 29, 2019",0.1587
"July 25, 2019",0.1969
"July 23, 2019",0.1944
"July 22, 2019",0.1856
"July 20, 2019",0.2074
"July 19, 2019",0.2248
"July 18, 2019",0.2372
"July 17, 2019",0.2696
"July 15, 2019",0.2903
"July 12, 2019",0.2982
"July 11, 2019",0.2888
"July 10, 2019",0.2777
"July 8, 2019",0.2898
"June 30, 2019",0.0947
"June 28, 2019",0.2699
"June 20, 2019",0.2766
"June 17, 2019",0.2764
"June 11, 2019",0.2771
