date,shareholders_equity
"Dec. 31, 2019",3.255B
"Sept. 30, 2019",6.301B
"June 30, 2019",6.551B
"March 31, 2019",6.989B
"Dec. 31, 2018",7.13B
"Sept. 30, 2018",7.612B
"June 30, 2018",7.64B
"March 31, 2018",7.502B
"Dec. 31, 2017",7.416B
"Sept. 30, 2017",7.011B
"June 30, 2017",6.899B
"March 31, 2017",6.385B
"Dec. 31, 2016",6.238B
"Sept. 30, 2016",6.469B
"June 30, 2016",7.142B
"March 31, 2016",2.018B
"Dec. 31, 2015",7.888B
"Sept. 30, 2015",9.809B
"June 30, 2015",15.54B
"March 31, 2015",21.21B
"Dec. 31, 2014",25.94B
"Sept. 30, 2014",30.82B
"June 30, 2014",32.76B
"March 31, 2014",33.08B
"Dec. 31, 2013",33.40B
"Sept. 30, 2013",32.98B
"June 30, 2013",32.72B
"March 31, 2013",31.99B
"Dec. 31, 2012",31.33B
"Sept. 30, 2012",30.71B
"June 30, 2012",30.67B
"March 31, 2012",29.72B
"Dec. 31, 2011",28.99B
"Sept. 30, 2011",27.90B
"June 30, 2011",26.67B
"March 31, 2011",25.20B
"Dec. 31, 2010",24.38B
"Sept. 30, 2010",21.95B
"June 30, 2010",17.68B
"March 31, 2010",16.76B
"Dec. 31, 2009",15.78B
"Sept. 30, 2009",15.36B
"June 30, 2009",14.96B
"March 31, 2009",14.74B
"Dec. 31, 2008",16.51B
"Sept. 30, 2008",18.76B
"June 30, 2008",16.51B
"March 31, 2008",16.08B
"Dec. 31, 2007",15.38B
"Sept. 30, 2007",14.67B
"June 30, 2007",14.11B
"March 31, 2007",13.45B
"Dec. 31, 2006",13.19B
"Sept. 30, 2006",12.64B
"June 30, 2006",11.83B
"March 31, 2006",11.26B
"Dec. 31, 2005",10.54B
"Sept. 30, 2005",9.713B
"June 30, 2005",9.197B
"March 31, 2005",8.624B
"Dec. 31, 2004",8.204B
"Sept. 30, 2004",7.672B
"June 30, 2004",7.274B
"March 31, 2004",6.872B
"Dec. 31, 2003",6.533B
"Sept. 30, 2003",6.297B
"June 30, 2003",6.000B
"March 31, 2003",5.803B
"Dec. 31, 2002",4.924B
"Sept. 30, 2002",4.761B
"June 30, 2002",4.702B
"March 31, 2002",4.488B
"Dec. 31, 2001",4.418B
"Sept. 30, 2001",4.398B
"June 30, 2001",4.340B
"March 31, 2001",4.033B
"Dec. 31, 2000",3.755B
"Sept. 30, 2000",3.498B
"June 30, 2000",2.896B
"March 31, 2000",2.754B
"Dec. 31, 1999",2.669B
"Sept. 30, 1999",2.566B
"June 30, 1999",2.508B
"March 31, 1999",1.796B
"Dec. 31, 1998",1.802B
"Sept. 30, 1998",1.963B
"June 30, 1998",1.899B
"March 31, 1998",1.900B
"Dec. 31, 1997",1.729B
"Sept. 30, 1997",1.616B
"June 30, 1997",1.589B
"March 31, 1997",1.567B
"Dec. 31, 1996",1.518B
"Sept. 30, 1996",1.475B
"June 30, 1996",1.449B
"March 31, 1996",1.105B
"Dec. 31, 1995",1.092B
"Sept. 30, 1995",1.091B
"June 30, 1995",890.50M
"March 31, 1995",818.50M
"Dec. 31, 1994",816.20M
"Sept. 30, 1994",807.50M
"June 30, 1994",800.00M
"March 31, 1994",792.20M
"Dec. 31, 1993",785.90M
"Sept. 30, 1993",768.30M
"June 30, 1993",623.50M
"March 31, 1993",615.00M
"Dec. 31, 1992",475.20M
"Sept. 30, 1992",467.80M
"June 30, 1992",461.90M
"March 31, 1992",441.20M
"Dec. 31, 1991",439.90M
"Sept. 30, 1991",428.10M
"June 30, 1991",399.90M
"March 31, 1991",395.80M
"Dec. 31, 1990",386.80M
"Sept. 30, 1990",378.70M
"June 30, 1990",371.40M
"March 31, 1990",366.90M
"Dec. 31, 1989",350.30M
"Dec. 31, 1988",206.90M
"Dec. 31, 1987",125.80M
"Dec. 31, 1986",207.40M
"Dec. 31, 1985",226.00M
"Dec. 31, 1984",227.50M
