date,enterprise_value
"March 19, 2020",11.40B
"March 18, 2020",11.20B
"March 17, 2020",11.21B
"March 16, 2020",11.59B
"March 13, 2020",12.57B
"March 12, 2020",12.46B
"March 11, 2020",12.64B
"March 10, 2020",13.60B
"March 9, 2020",13.13B
"March 6, 2020",17.34B
"March 5, 2020",18.71B
"March 4, 2020",19.01B
"March 3, 2020",18.96B
"March 2, 2020",19.16B
"Feb. 28, 2020",18.93B
"Feb. 27, 2020",18.99B
"Feb. 26, 2020",18.75B
"Feb. 25, 2020",19.15B
"Feb. 24, 2020",19.62B
"Feb. 21, 2020",20.24B
"Feb. 20, 2020",20.31B
"Feb. 19, 2020",20.27B
"Feb. 18, 2020",20.14B
"Feb. 14, 2020",19.85B
"Feb. 13, 2020",20.06B
"Feb. 12, 2020",20.27B
"Feb. 11, 2020",20.16B
"Feb. 10, 2020",20.08B
"Feb. 7, 2020",20.14B
"Feb. 6, 2020",20.45B
"Feb. 5, 2020",20.43B
"Feb. 4, 2020",20.15B
"Feb. 3, 2020",19.93B
"Jan. 31, 2020",19.88B
"Jan. 30, 2020",20.13B
"Jan. 29, 2020",20.09B
"Jan. 28, 2020",20.33B
"Jan. 27, 2020",20.38B
"Jan. 24, 2020",20.80B
"Jan. 23, 2020",20.91B
"Jan. 22, 2020",21.14B
"Jan. 21, 2020",21.47B
"Jan. 17, 2020",21.81B
"Jan. 16, 2020",21.98B
"Jan. 15, 2020",22.14B
"Jan. 14, 2020",22.16B
"Jan. 13, 2020",21.57B
"Jan. 10, 2020",21.71B
"Jan. 9, 2020",21.79B
"Jan. 8, 2020",21.84B
"Jan. 7, 2020",21.75B
"Jan. 6, 2020",19.17B
"Jan. 3, 2020",19.19B
"Jan. 2, 2020",19.07B
"Dec. 31, 2019",19.15B
"Dec. 30, 2019",19.40B
"Dec. 27, 2019",19.64B
"Dec. 26, 2019",19.69B
"Dec. 24, 2019",19.66B
"Dec. 23, 2019",19.79B
"Dec. 20, 2019",18.32B
"Dec. 19, 2019",18.36B
"Dec. 18, 2019",18.37B
"Dec. 17, 2019",18.27B
"Dec. 16, 2019",18.12B
"Dec. 13, 2019",17.84B
"Dec. 12, 2019",18.10B
"Dec. 11, 2019",17.82B
"Dec. 10, 2019",17.69B
"Dec. 9, 2019",17.57B
"Dec. 6, 2019",17.33B
"Dec. 5, 2019",16.80B
"Dec. 4, 2019",16.85B
"Dec. 3, 2019",16.73B
"Dec. 2, 2019",17.16B
"Nov. 29, 2019",18.19B
"Nov. 27, 2019",18.55B
"Nov. 26, 2019",18.42B
"Nov. 25, 2019",18.67B
"Nov. 22, 2019",18.62B
"Nov. 21, 2019",18.55B
"Nov. 20, 2019",18.42B
"Nov. 19, 2019",18.23B
"Nov. 18, 2019",18.46B
"Nov. 15, 2019",18.81B
"Nov. 14, 2019",18.63B
"Nov. 13, 2019",18.58B
"Nov. 12, 2019",18.77B
"Nov. 11, 2019",18.78B
"Nov. 8, 2019",19.00B
"Nov. 7, 2019",18.87B
"Nov. 6, 2019",18.70B
"Nov. 5, 2019",18.83B
"Nov. 4, 2019",19.04B
"Nov. 1, 2019",18.77B
"Oct. 31, 2019",17.96B
"Oct. 30, 2019",17.85B
"Oct. 29, 2019",18.11B
"Oct. 28, 2019",17.99B
"Oct. 25, 2019",18.11B
"Oct. 24, 2019",18.55B
"Oct. 23, 2019",18.67B
"Oct. 22, 2019",18.45B
"Oct. 21, 2019",18.38B
"Oct. 18, 2019",18.25B
"Oct. 17, 2019",18.13B
"Oct. 16, 2019",18.00B
"Oct. 15, 2019",18.16B
"Oct. 14, 2019",18.07B
"Oct. 11, 2019",17.87B
"Oct. 10, 2019",17.50B
"Oct. 9, 2019",17.54B
"Oct. 8, 2019",17.43B
"Oct. 7, 2019",17.86B
"Oct. 4, 2019",18.15B
"Oct. 3, 2019",18.60B
"Oct. 2, 2019",18.54B
"Oct. 1, 2019",18.94B
"Sept. 30, 2019",19.44B
"Sept. 27, 2019",19.05B
"Sept. 26, 2019",18.89B
"Sept. 25, 2019",18.98B
