date,capex_ttm
"Dec. 31, 2019",2.961B
"Sept. 30, 2019",3.416B
"June 30, 2019",3.676B
"March 31, 2019",3.89B
"Dec. 31, 2018",3.904B
"Sept. 30, 2018",3.599B
"June 30, 2018",3.43B
"March 31, 2018",3.124B
"Dec. 31, 2017",2.76B
"Sept. 30, 2017",2.463B
"June 30, 2017",2.13B
"March 31, 2017",1.897B
"Dec. 31, 2016",1.949B
"Sept. 30, 2016",2.362B
"June 30, 2016",2.846B
"March 31, 2016",3.592B
"Dec. 31, 2015",4.808B
"Sept. 30, 2015",7.167B
"June 30, 2015",9.143B
"March 31, 2015",10.04B
"Dec. 31, 2014",10.96B
"Sept. 30, 2014",9.244B
"June 30, 2014",8.841B
"March 31, 2014",9.497B
"Dec. 31, 2013",9.556B
"Sept. 30, 2013",10.53B
"June 30, 2013",10.81B
"March 31, 2013",10.26B
"Dec. 31, 2012",9.464B
"Sept. 30, 2012",8.821B
"June 30, 2012",7.837B
"March 31, 2012",7.349B
"Dec. 31, 2011",7.078B
"Sept. 30, 2011",14.23B
"June 30, 2011",13.63B
"March 31, 2011",12.99B
"Dec. 31, 2010",12.37B
"Sept. 30, 2010",4.140B
"June 30, 2010",3.528B
"March 31, 2010",3.828B
"Dec. 31, 2009",3.813B
"Sept. 30, 2009",4.382B
"June 30, 2009",5.498B
"March 31, 2009",5.636B
"Dec. 31, 2008",5.823B
"Sept. 30, 2008",5.579B
"June 30, 2008",5.183B
"March 31, 2008",4.843B
"Dec. 31, 2007",4.802B
"Sept. 30, 2007",4.947B
"June 30, 2007",4.675B
"March 31, 2007",4.104B
"Dec. 31, 2006",4.140B
"Sept. 30, 2006",3.880B
"June 30, 2006",3.828B
"March 31, 2006",4.168B
"Dec. 31, 2005",3.716B
"Sept. 30, 2005",3.511B
"June 30, 2005",3.159B
"March 31, 2005",2.777B
"Dec. 31, 2004",2.456B
"Sept. 30, 2004",2.162B
"June 30, 2004",1.882B
"March 31, 2004",1.706B
"Dec. 31, 2003",1.595B
"Sept. 30, 2003",1.406B
"June 30, 2003",1.343B
"March 31, 2003",1.151B
"Dec. 31, 2002",1.037B
"Sept. 30, 2002",1.096B
"June 30, 2002",1.214B
"March 31, 2002",1.425B
"Dec. 31, 2001",1.525B
"Sept. 30, 2001",1.507B
"June 30, 2001",1.361B
"March 31, 2001",1.182B
"Dec. 31, 2000",1.011B
"Sept. 30, 2000",73.75M
"June 30, 2000",738.50M
"March 31, 2000",537.92M
"Dec. 31, 1999",591.32M
"Sept. 30, 1999",1.384B
"June 30, 1999",597.85M
"March 31, 1999",733.60M
"Dec. 31, 1998",699.50M
"Sept. 30, 1998",1.161B
"June 30, 1998",772.60M
"March 31, 1998",759.70M
"Dec. 31, 1997",731.90M
"Sept. 30, 1997",286.10M
"June 30, 1997",742.70M
"March 31, 1997",684.20M
"Dec. 31, 1996",642.10M
"Sept. 30, 1996",596.00M
"June 30, 1996",810.40M
"March 31, 1996",626.00M
"Dec. 31, 1995",1.150B
"Sept. 30, 1995",876.20M
"June 30, 1995",593.80M
"March 31, 1995",757.60M
"Dec. 31, 1994",180.00M
"Sept. 30, 1994",579.20M
"June 30, 1994",474.50M
"March 31, 1994",508.30M
"Dec. 31, 1993",439.60M
"Sept. 30, 1993",264.90M
"June 30, 1993",269.50M
"March 31, 1993",173.30M
"Dec. 31, 1992",207.10M
"Sept. 30, 1992",103.00M
"June 30, 1992",637.40M
"March 31, 1992",604.70M
"Dec. 31, 1991",572.10M
"Sept. 30, 1991",567.60M
"June 30, 1991",-34.80M
"March 31, 1991",-1.30M
"Dec. 31, 1990",37.00M
"Sept. 30, 1990",38.00M
"June 30, 1990",73.50M
"March 31, 1990",39.50M
