date,market_cap
"March 19, 2020",1.868B
"March 18, 2020",1.675B
"March 17, 2020",1.683B
"March 16, 2020",2.060B
"March 13, 2020",3.045B
"March 12, 2020",2.928B
"March 11, 2020",3.113B
"March 10, 2020",4.071B
"March 9, 2020",3.603B
"March 6, 2020",7.810B
"March 5, 2020",9.184B
"March 4, 2020",9.482B
"March 3, 2020",9.429B
"March 2, 2020",9.629B
"Feb. 28, 2020",9.403B
"Feb. 27, 2020",9.459B
"Feb. 26, 2020",9.218B
"Feb. 25, 2020",9.622B
"Feb. 24, 2020",10.09B
"Feb. 21, 2020",10.72B
"Feb. 20, 2020",10.78B
"Feb. 19, 2020",10.74B
"Feb. 18, 2020",10.61B
"Feb. 14, 2020",10.32B
"Feb. 13, 2020",10.53B
"Feb. 12, 2020",10.75B
"Feb. 11, 2020",10.63B
"Feb. 10, 2020",10.55B
"Feb. 7, 2020",10.61B
"Feb. 6, 2020",10.92B
"Feb. 5, 2020",10.90B
"Feb. 4, 2020",10.62B
"Feb. 3, 2020",10.40B
"Jan. 31, 2020",10.35B
"Jan. 30, 2020",10.60B
"Jan. 29, 2020",10.56B
"Jan. 28, 2020",10.80B
"Jan. 27, 2020",10.85B
"Jan. 24, 2020",11.27B
"Jan. 23, 2020",11.38B
"Jan. 22, 2020",11.61B
"Jan. 21, 2020",11.94B
"Jan. 17, 2020",12.29B
"Jan. 16, 2020",12.45B
"Jan. 15, 2020",12.61B
"Jan. 14, 2020",12.63B
"Jan. 13, 2020",12.04B
"Jan. 10, 2020",12.18B
"Jan. 9, 2020",12.26B
"Jan. 8, 2020",12.31B
"Jan. 7, 2020",12.23B
"Jan. 6, 2020",9.642B
"Jan. 3, 2020",9.661B
"Jan. 2, 2020",9.537B
"Dec. 31, 2019",9.623B
"Dec. 30, 2019",9.589B
"Dec. 27, 2019",9.822B
"Dec. 26, 2019",9.878B
"Dec. 24, 2019",9.841B
"Dec. 23, 2019",9.976B
"Dec. 20, 2019",8.506B
"Dec. 19, 2019",8.540B
"Dec. 18, 2019",8.551B
"Dec. 17, 2019",8.450B
"Dec. 16, 2019",8.299B
"Dec. 13, 2019",8.028B
"Dec. 12, 2019",8.288B
