date,price_target_upside
"March 19, 2020",274.5%
"March 18, 2020",317.5%
"March 17, 2020",315.6%
"March 16, 2020",275.1%
"March 13, 2020",217.5%
"March 12, 2020",253.5%
"March 11, 2020",232.9%
"March 10, 2020",164.5%
"March 9, 2020",201.8%
"March 6, 2020",50.89%
"March 5, 2020",28.73%
"March 4, 2020",25.08%
"March 3, 2020",25.78%
"March 2, 2020",23.17%
"Feb. 28, 2020",26.54%
"Feb. 27, 2020",26.45%
"Feb. 26, 2020",29.21%
"Feb. 25, 2020",23.86%
"Feb. 24, 2020",18.07%
"Feb. 21, 2020",11.04%
"Feb. 20, 2020",10.34%
"Feb. 19, 2020",10.76%
"Feb. 18, 2020",12.18%
"Feb. 14, 2020",15.26%
"Feb. 13, 2020",12.95%
"Feb. 12, 2020",10.72%
"Feb. 11, 2020",11.94%
"Feb. 10, 2020",12.74%
"Feb. 7, 2020",11.69%
"Feb. 6, 2020",8.49%
"Feb. 5, 2020",9.12%
"Feb. 4, 2020",12.06%
"Feb. 3, 2020",14.05%
"Jan. 31, 2020",14.54%
"Jan. 30, 2020",11.17%
"Jan. 29, 2020",11.53%
"Jan. 28, 2020",8.32%
"Jan. 27, 2020",6.20%
"Jan. 24, 2020",2.19%
"Jan. 23, 2020",-0.27%
"Jan. 22, 2020",-2.99%
"Jan. 21, 2020",-5.54%
"Jan. 17, 2020",-8.12%
"Jan. 16, 2020",-10.61%
"Jan. 15, 2020",-12.63%
"Jan. 14, 2020",-12.76%
"Jan. 13, 2020",-9.81%
"Jan. 10, 2020",-14.73%
"Jan. 9, 2020",-15.30%
"Jan. 8, 2020",-17.00%
"Jan. 7, 2020",-20.88%
"Jan. 6, 2020",-2.57%
"Jan. 3, 2020",-3.06%
"Jan. 2, 2020",-1.80%
"Dec. 31, 2019",-2.68%
"Dec. 30, 2019",-2.34%
"Dec. 27, 2019",-4.66%
"Dec. 26, 2019",-5.20%
"Dec. 24, 2019",-4.99%
"Dec. 23, 2019",-6.42%
"Dec. 20, 2019",9.42%
"Dec. 19, 2019",8.98%
"Dec. 18, 2019",8.84%
"Dec. 17, 2019",10.15%
"Dec. 16, 2019",12.49%
"Dec. 13, 2019",16.29%
"Dec. 12, 2019",12.64%
"Dec. 11, 2019",16.67%
"Dec. 10, 2019",18.62%
"Dec. 9, 2019",20.34%
"Dec. 6, 2019",24.58%
"Dec. 5, 2019",35.28%
"Dec. 4, 2019",35.23%
"Dec. 3, 2019",37.80%
"Dec. 2, 2019",29.62%
"Nov. 29, 2019",14.02%
"Nov. 27, 2019",9.40%
"Nov. 26, 2019",10.98%
"Nov. 25, 2019",7.87%
"Nov. 22, 2019",8.52%
"Nov. 21, 2019",9.40%
