date,eps_ttm
"Dec. 31, 2019",-9.42
"Sept. 30, 2019",-2.53
"June 30, 2019",-1.87
"March 31, 2019",-0.40
"Dec. 31, 2018",0.10
"Sept. 30, 2018",2.29
"June 30, 2018",2.24
"March 31, 2018",3.23
"Dec. 31, 2017",3.41
"Sept. 30, 2017",1.74
"June 30, 2017",-0.02
"March 31, 2017",-2.17
"Dec. 31, 2016",-3.71
"Sept. 30, 2016",-22.30
"June 30, 2016",-31.65
"March 31, 2016",-33.28
"Dec. 31, 2015",-44.64
"Sept. 30, 2015",-38.35
"June 30, 2015",-30.90
"March 31, 2015",-27.31
"Dec. 31, 2014",-14.37
"Sept. 30, 2014",-1.16
"June 30, 2014",3.09
"March 31, 2014",4.32
"Dec. 31, 2013",5.48
"Sept. 30, 2013",6.69
"June 30, 2013",6.35
"March 31, 2013",4.67
"Dec. 31, 2012",4.91
"Sept. 30, 2012",6.25
"June 30, 2012",8.34
"March 31, 2012",10.65
"Dec. 31, 2011",11.51
"Sept. 30, 2011",10.27
"June 30, 2011",9.89
"March 31, 2011",9.25
"Dec. 31, 2010",8.47
"Sept. 30, 2010",8.47
"June 30, 2010",7.65
"March 31, 2010",6.43
"Dec. 31, 2009",-0.90
"Sept. 30, 2009",-11.46
"June 30, 2009",-9.24
"March 31, 2009",-6.27
"Dec. 31, 2008",2.01
"Sept. 30, 2008",14.03
"June 30, 2008",12.34
"March 31, 2008",9.95
"Dec. 31, 2007",8.39
"Sept. 30, 2007",6.75
"June 30, 2007",6.86
"March 31, 2007",7.14
"Dec. 31, 2006",7.64
"Sept. 30, 2006",8.43
"June 30, 2006",8.54
"March 31, 2006",8.13
"Dec. 31, 2005",7.83
"Sept. 30, 2005",7.00
"June 30, 2005",6.25
"March 31, 2005",5.65
"Dec. 31, 2004",5.03
"Sept. 30, 2004",4.305
"June 30, 2004",3.85
"March 31, 2004",3.435
"Dec. 31, 2003",3.435
"Sept. 30, 2003",3.226
"June 30, 2003",2.857
"March 31, 2003",2.564
"Dec. 31, 2002",1.762
"Sept. 30, 2002",1.320
"June 30, 2002",1.358
"March 31, 2002",1.576
"Dec. 31, 2001",2.260
"Sept. 30, 2001",2.939
"June 30, 2001",3.122
"March 31, 2001",2.966
"Dec. 31, 2000",2.451
"Sept. 30, 2000",2.026
"June 30, 2000",1.561
"March 31, 2000",1.167
"Dec. 31, 1999",0.7344
"Sept. 30, 1999",-0.3737
"June 30, 1999",-0.5928
"March 31, 1999",-0.6785
"Dec. 31, 1998",-0.5833
"Sept. 30, 1998",0.3804
"June 30, 1998",0.4972
"March 31, 1998",0.5719
"Dec. 31, 1997",0.7143
"Sept. 30, 1997",0.7387
"June 30, 1997",0.7387
"March 31, 1997",0.7387
"Dec. 31, 1996",0.5971
"Sept. 30, 1996",0.3729
"June 30, 1996",0.2825
"March 31, 1996",0.1763
"Dec. 31, 1995",0.1369
"Sept. 30, 1995",0.1929
"June 30, 1995",0.2204
"March 31, 1995",0.2834
"Dec. 31, 1994",0.303
"Sept. 30, 1994",0.2714
"June 30, 1994",0.2124
"March 31, 1994",0.2321
"Dec. 31, 1993",0.2674
"Sept. 30, 1993",0.2832
"June 30, 1993",0.3461
"March 31, 1993",0.4602
"Dec. 31, 1992",0.4012
"Sept. 30, 1992",0.4326
"June 30, 1992",0.3697
"March 31, 1992",0.2281
"Dec. 31, 1991",0.2989
"Sept. 30, 1991",0.2753
"June 30, 1991",0.35
"March 31, 1991",0.3579
"Dec. 31, 1990",0.354
"Sept. 30, 1990",
"June 30, 1990",
"March 31, 1990",
"Dec. 31, 1989",
"Sept. 30, 1989",0.177
"June 30, 1989",0.1967
"March 31, 1989",0.1495
"Dec. 31, 1988",0.1141
"Sept. 30, 1988",0.0945
"June 30, 1988",0.0158
"March 31, 1988",0.0237
"Dec. 31, 1987",-0.0078
"Sept. 30, 1987",-0.0018
"June 30, 1987",0.0297
"March 31, 1987",0.0415
"Dec. 31, 1986",0.0966
"Sept. 30, 1986",0.0871
"June 30, 1986",0.1422
"March 31, 1986",0.2169
"Dec. 31, 1985",0.2838
"Sept. 30, 1985",0.303
"June 30, 1985",0.3109
"March 31, 1985",0.2991
"Dec. 31, 1984",0.2873
