date,revenues_per_share
"Dec. 31, 2019",4.310
"Sept. 30, 2019",3.814
"June 30, 2019",4.239
"March 31, 2019",4.399
"Dec. 31, 2018",4.470
"Sept. 30, 2018",5.132
"June 30, 2018",5.029
"March 31, 2018",4.513
"Dec. 31, 2017",4.282
"Sept. 30, 2017",3.627
"June 30, 2017",3.514
"March 31, 2017",3.948
"Dec. 31, 2016",3.839
"Sept. 30, 2016",3.787
"June 30, 2016",3.657
"March 31, 2016",2.876
"Dec. 31, 2015",3.318
"Sept. 30, 2015",4.249
"June 30, 2015",5.267
"March 31, 2015",4.345
"Dec. 31, 2014",7.339
"Sept. 30, 2014",8.349
"June 30, 2014",8.969
"March 31, 2014",9.210
"Dec. 31, 2013",6.104
"Sept. 30, 2013",10.69
"June 30, 2013",9.806
"March 31, 2013",9.855
"Dec. 31, 2012",9.832
"Sept. 30, 2012",10.54
"June 30, 2012",10.14
"March 31, 2012",11.17
"Dec. 31, 2011",10.74
"Sept. 30, 2011",10.70
"June 30, 2011",10.93
"March 31, 2011",9.887
"Dec. 31, 2010",9.062
"Sept. 30, 2010",8.210
"June 30, 2010",8.767
"March 31, 2010",7.885
"Dec. 31, 2009",7.581
"Sept. 30, 2009",6.903
"June 30, 2009",6.212
"March 31, 2009",4.876
"Dec. 31, 2008",5.742
"Sept. 30, 2008",9.958
"June 30, 2008",11.55
"March 31, 2008",9.472
"Dec. 31, 2007",8.947
"Sept. 30, 2007",7.472
"June 30, 2007",7.308
"March 31, 2007",6.050
"Dec. 31, 2006",5.903
"Sept. 30, 2006",6.228
"June 30, 2006",6.265
"March 31, 2006",5.826
"Dec. 31, 2005",6.273
"Sept. 30, 2005",6.163
"June 30, 2005",5.324
"March 31, 2005",4.966
"Dec. 31, 2004",4.590
"Sept. 30, 2004",4.263
"June 30, 2004",3.767
"March 31, 2004",3.501
"Dec. 31, 2003",3.255
"Sept. 30, 2003",3.387
"June 30, 2003",3.233
"March 31, 2003",3.007
"Dec. 31, 2002",2.369
"Sept. 30, 2002",2.117
"June 30, 2002",2.054
"March 31, 2002",1.810
"Dec. 31, 2001",1.466
"Sept. 30, 2001",2.178
"June 30, 2001",2.674
"March 31, 2001",2.669
"Dec. 31, 2000",2.442
"Sept. 30, 2000",2.164
"June 30, 2000",1.744
"March 31, 2000",1.670
"Dec. 31, 1999",1.527
"Sept. 30, 1999",1.317
"June 30, 1999",1.007
"March 31, 1999",0.7124
"Dec. 31, 1998",0.357
"Sept. 30, 1998",1.057
"June 30, 1998",0.8469
"March 31, 1998",1.101
"Dec. 31, 1997",2.096
"Sept. 30, 1997",1.166
"June 30, 1997",1.106
"March 31, 1997",1.343
"Dec. 31, 1996",2.005
"Sept. 30, 1996",1.044
"June 30, 1996",1.006
"March 31, 1996",1.032
"Dec. 31, 1995",1.162
"Sept. 30, 1995",1.001
"June 30, 1995",1.596
"March 31, 1995",1.030
"Dec. 31, 1994",0.9157
"Sept. 30, 1994",0.8837
"June 30, 1994",0.8732
"March 31, 1994",0.7594
"Dec. 31, 1993",0.7172
"Sept. 30, 1993",0.8574
"June 30, 1993",0.8359
"March 31, 1993",0.8772
"Dec. 31, 1992",1.007
"Sept. 30, 1992",0.9262
"June 30, 1992",0.8533
"March 31, 1992",0.7991
"Dec. 31, 1991",0.9719
"Sept. 30, 1991",0.8002
"June 30, 1991",0.5408
"March 31, 1991",0.5968
"Dec. 31, 1990",0.7063
"Sept. 30, 1990",0.5651
"June 30, 1990",0.508
"March 31, 1990",0.6136
"Dec. 31, 1989",0.588
"Sept. 30, 1989",0.6073
"June 30, 1989",0.7013
"March 31, 1989",0.7204
"Dec. 31, 1988",0.6444
"Sept. 30, 1988",0.5412
"June 30, 1988",0.5383
"March 31, 1988",0.5595
"Dec. 31, 1987",0.4431
"Sept. 30, 1987",0.4891
"June 30, 1987",0.532
"March 31, 1987",0.4836
"Dec. 31, 1986",1.415
"Sept. 30, 1986",0.8564
"June 30, 1986",0.4138
"March 31, 1986",0.62
"Dec. 31, 1985",0.6539
"Sept. 30, 1985",0.5401
"June 30, 1985",0.6116
"March 31, 1985",0.6311
"Dec. 31, 1984",0.6017
"Sept. 30, 1984",0.4944
"June 30, 1984",0.5431
"March 31, 1984",0.5281
