date,asset_utilization
"Dec. 31, 2019",0.3017
"Sept. 30, 2019",0.2948
"June 30, 2019",0.3182
"March 31, 2019",0.3337
"Dec. 31, 2018",0.3368
"Sept. 30, 2018",0.3332
"June 30, 2018",0.3043
"March 31, 2018",0.2757
"Dec. 31, 2017",0.264
"Sept. 30, 2017",0.2529
"June 30, 2017",0.2496
"March 31, 2017",0.2626
"Dec. 31, 2016",0.2371
"Sept. 30, 2016",0.218
"June 30, 2016",0.2041
"March 31, 2016",0.1916
"Dec. 31, 2015",0.1679
"Sept. 30, 2015",0.1746
"June 30, 2015",0.1824
"March 31, 2015",0.1918
"Dec. 31, 2014",0.2169
"Sept. 30, 2014",0.2091
"June 30, 2014",0.2254
"March 31, 2014",0.2336
"Dec. 31, 2013",0.24
"Sept. 30, 2013",0.2654
"June 30, 2013",0.2656
"March 31, 2013",0.274
"Dec. 31, 2012",0.2912
"Sept. 30, 2012",0.3134
"June 30, 2012",0.3312
"March 31, 2012",0.3557
"Dec. 31, 2011",0.3593
"Sept. 30, 2011",0.3665
"June 30, 2011",0.366
"March 31, 2011",0.3633
"Dec. 31, 2010",0.3622
"Sept. 30, 2010",0.3689
"June 30, 2010",0.3723
"March 31, 2010",0.3515
"Dec. 31, 2009",0.3137
"Sept. 30, 2009",0.2814
"June 30, 2009",0.3076
"March 31, 2009",0.3608
"Dec. 31, 2008",0.4062
"Sept. 30, 2008",0.4454
"June 30, 2008",0.4342
"March 31, 2008",0.40
"Dec. 31, 2007",0.3729
"Sept. 30, 2007",0.3479
"June 30, 2007",0.3468
"March 31, 2007",0.3521
"Dec. 31, 2006",0.3707
"Sept. 30, 2006",0.4006
"June 30, 2006",0.4274
"March 31, 2006",0.4369
"Dec. 31, 2005",0.443
"Sept. 30, 2005",0.4335
"June 30, 2005",0.4168
"March 31, 2005",0.4036
"Dec. 31, 2004",0.3888
"Sept. 30, 2004",0.3722
"June 30, 2004",0.3643
"March 31, 2004",0.3632
"Dec. 31, 2003",0.3683
"Sept. 30, 2003",0.3589
"June 30, 2003",0.3353
"March 31, 2003",0.3142
"Dec. 31, 2002",0.2796
"Sept. 30, 2002",0.2572
"June 30, 2002",0.2605
"March 31, 2002",0.2784
"Dec. 31, 2001",0.3187
"Sept. 30, 2001",0.3624
"June 30, 2001",0.3849
"March 31, 2001",0.3757
"Dec. 31, 2000",0.3604
"Sept. 30, 2000",0.3176
"June 30, 2000",0.2953
"March 31, 2000",0.2725
"Dec. 31, 1999",0.2373
"Sept. 30, 1999",0.2045
"June 30, 1999",0.171
"March 31, 1999",0.1708
"Dec. 31, 1998",0.1846
"Sept. 30, 1998",0.2462
"June 30, 1998",0.2694
"March 31, 1998",0.289
"Dec. 31, 1997",0.3209
"Sept. 30, 1997",0.3311
"June 30, 1997",0.3316
"March 31, 1997",0.3383
"Dec. 31, 1996",0.3182
"Sept. 30, 1996",0.3006
"June 30, 1996",0.2936
"March 31, 1996",0.303
"Dec. 31, 1995",0.3046
"Sept. 30, 1995",0.3041
"June 30, 1995",0.3145
"March 31, 1995",0.3087
"Dec. 31, 1994",0.3176
"Sept. 30, 1994",0.3196
"June 30, 1994",0.3251
"March 31, 1994",0.3272
"Dec. 31, 1993",0.3366
"Sept. 30, 1993",0.3554
"June 30, 1993",0.3682
"March 31, 1993",0.3655
"Dec. 31, 1992",0.3547
"Sept. 30, 1992",0.3496
"June 30, 1992",0.372
"March 31, 1992",0.3589
"Dec. 31, 1991",0.3627
"Sept. 30, 1991",0.3563
"June 30, 1991",0.3425
"March 31, 1991",0.3437
"Dec. 31, 1990",0.3492
"Sept. 30, 1990",0.3348
"June 30, 1990",0.3329
