date,price_target_upside
"March 19, 2020",250.6%
"March 18, 2020",317.3%
"March 17, 2020",251.9%
"March 16, 2020",197.7%
"March 13, 2020",229.7%
"March 12, 2020",304.1%
"March 11, 2020",246.7%
"March 10, 2020",189.4%
"March 9, 2020",196.1%
"March 6, 2020",71.64%
"March 5, 2020",49.90%
"March 4, 2020",43.43%
"March 3, 2020",45.11%
"March 2, 2020",42.82%
"Feb. 28, 2020",45.00%
"Feb. 27, 2020",53.56%
"Feb. 26, 2020",45.16%
"Feb. 25, 2020",37.56%
"Feb. 24, 2020",30.11%
"Feb. 21, 2020",24.50%
"Feb. 20, 2020",22.55%
"Feb. 19, 2020",22.49%
"Feb. 18, 2020",23.79%
"Feb. 14, 2020",25.42%
"Feb. 13, 2020",23.68%
"Feb. 12, 2020",22.36%
"Feb. 11, 2020",26.56%
"Feb. 10, 2020",28.44%
"Feb. 7, 2020",26.04%
"Feb. 6, 2020",23.79%
"Feb. 5, 2020",22.47%
"Feb. 4, 2020",28.52%
"Feb. 3, 2020",30.33%
"Jan. 31, 2020",32.79%
"Jan. 30, 2020",33.52%
"Jan. 29, 2020",26.63%
"Jan. 28, 2020",22.77%
"Jan. 27, 2020",23.94%
"Jan. 24, 2020",19.98%
"Jan. 23, 2020",17.95%
"Jan. 22, 2020",14.94%
"Jan. 21, 2020",15.41%
"Jan. 17, 2020",12.51%
"Jan. 16, 2020",8.07%
"Jan. 15, 2020",2.02%
"Jan. 14, 2020",1.59%
"Jan. 13, 2020",3.58%
"Jan. 10, 2020",3.37%
"Jan. 9, 2020",2.26%
"Jan. 8, 2020",3.36%
"Jan. 7, 2020",1.01%
"Jan. 6, 2020",2.12%
"Jan. 3, 2020",1.92%
"Jan. 2, 2020",4.83%
"Dec. 31, 2019",3.86%
"Dec. 30, 2019",5.71%
"Dec. 27, 2019",4.95%
"Dec. 26, 2019",4.91%
"Dec. 24, 2019",4.79%
"Dec. 23, 2019",4.60%
"Dec. 20, 2019",6.24%
"Dec. 19, 2019",7.49%
"Dec. 18, 2019",7.53%
"Dec. 17, 2019",8.36%
"Dec. 16, 2019",9.26%
"Dec. 13, 2019",10.27%
"Dec. 12, 2019",5.80%
"Dec. 11, 2019",10.35%
"Dec. 10, 2019",10.22%
"Dec. 9, 2019",9.87%
"Dec. 6, 2019",12.29%
"Dec. 5, 2019",15.46%
"Dec. 4, 2019",13.74%
"Dec. 3, 2019",17.59%
"Dec. 2, 2019",16.98%
"Nov. 29, 2019",19.27%
"Nov. 27, 2019",15.51%
"Nov. 26, 2019",15.60%
"Nov. 25, 2019",13.97%
"Nov. 22, 2019",11.93%
"Nov. 21, 2019",13.59%
"Nov. 20, 2019",14.24%
"Nov. 19, 2019",17.49%
"Nov. 18, 2019",14.72%
"Nov. 15, 2019",11.89%
"Nov. 14, 2019",13.77%
"Nov. 13, 2019",13.29%
"Nov. 12, 2019",11.57%
"Nov. 11, 2019",11.02%
"Nov. 8, 2019",9.50%
"Nov. 7, 2019",8.53%
"Nov. 6, 2019",14.49%
"Nov. 5, 2019",12.40%
"Nov. 4, 2019",12.93%
"Nov. 1, 2019",20.02%
"Oct. 31, 2019",28.05%
"Oct. 30, 2019",35.40%
"Oct. 29, 2019",33.62%
"Oct. 28, 2019",34.09%
"Oct. 25, 2019",33.35%
"Oct. 24, 2019",34.50%
"Oct. 23, 2019",31.15%
"Oct. 22, 2019",35.12%
"Oct. 21, 2019",38.31%
"Oct. 18, 2019",46.63%
"Oct. 17, 2019",46.08%
"Oct. 16, 2019",44.40%
"Oct. 15, 2019",43.05%
"Oct. 14, 2019",41.53%
"Oct. 11, 2019",41.81%
"Oct. 10, 2019",43.71%
"Oct. 9, 2019",48.10%
"Oct. 8, 2019",50.44%
"Oct. 7, 2019",41.71%
"Oct. 4, 2019",36.44%
"Oct. 3, 2019",30.52%
"Oct. 2, 2019",34.15%
"Oct. 1, 2019",32.35%
"Sept. 30, 2019",30.28%
"Sept. 27, 2019",31.72%
"Sept. 26, 2019",32.50%
"Sept. 25, 2019",31.48%
"Sept. 24, 2019",30.59%
"Sept. 23, 2019",23.50%
"Sept. 20, 2019",25.27%
"Sept. 19, 2019",26.69%
"Sept. 18, 2019",26.42%
"Sept. 17, 2019",24.14%
"Sept. 16, 2019",15.17%
"Sept. 13, 2019",39.49%
"Sept. 12, 2019",40.72%
"Sept. 11, 2019",34.04%
"Sept. 10, 2019",37.19%
"Sept. 9, 2019",38.92%
"Sept. 6, 2019",49.16%
"Sept. 5, 2019",48.49%
"Sept. 4, 2019",56.42%
"Sept. 3, 2019",61.86%
"Aug. 30, 2019",60.79%
"Aug. 29, 2019",58.45%
"Aug. 28, 2019",62.67%
"Aug. 27, 2019",68.46%
"Aug. 26, 2019",66.83%
"Aug. 23, 2019",62.62%
"Aug. 22, 2019",51.93%
"Aug. 21, 2019",48.52%
"Aug. 20, 2019",50.56%
"Aug. 19, 2019",49.57%
"Aug. 16, 2019",57.49%
"Aug. 15, 2019",67.03%
"Aug. 14, 2019",69.72%
"Aug. 13, 2019",58.73%
"Aug. 12, 2019",61.02%
"Aug. 9, 2019",51.21%
"Aug. 8, 2019",53.47%
"Aug. 7, 2019",44.57%
"Aug. 6, 2019",41.89%
"Aug. 5, 2019",38.56%
"Aug. 2, 2019",36.98%
"Aug. 1, 2019",35.09%
"July 31, 2019",30.14%
"July 30, 2019",33.07%
"July 29, 2019",40.67%
"July 26, 2019",40.55%
"July 25, 2019",39.79%
"July 24, 2019",38.07%
"July 23, 2019",40.23%
"July 22, 2019",44.15%
"July 19, 2019",50.01%
"July 18, 2019",51.84%
"July 17, 2019",48.43%
"July 16, 2019",42.54%
"July 15, 2019",37.56%
"July 12, 2019",35.94%
"July 11, 2019",36.11%
"July 10, 2019",29.82%
"July 9, 2019",30.39%
"July 8, 2019",31.29%
"July 5, 2019",30.17%
"July 3, 2019",32.09%
"July 2, 2019",33.62%
"July 1, 2019",29.39%
"June 28, 2019",32.16%
"June 27, 2019",34.45%
"June 26, 2019",32.19%
"June 25, 2019",35.08%
"June 24, 2019",32.09%
"June 21, 2019",32.22%
"June 20, 2019",32.22%
"June 19, 2019",37.85%
"June 18, 2019",39.00%
"June 17, 2019",41.43%
"June 14, 2019",43.01%
"June 13, 2019",38.94%
"June 12, 2019",43.44%
"June 11, 2019",40.23%
"June 10, 2019",41.13%
"June 7, 2019",38.59%
"June 6, 2019",36.37%
"June 5, 2019",36.76%
"June 4, 2019",34.05%
"June 3, 2019",34.60%
"May 31, 2019",33.52%
"May 30, 2019",33.30%
"May 29, 2019",31.12%
"May 28, 2019",31.07%
"May 24, 2019",30.51%
"May 23, 2019",31.69%
"May 22, 2019",25.23%
"May 21, 2019",21.58%
"May 20, 2019",24.06%
"May 17, 2019",25.37%
"May 16, 2019",19.65%
"May 15, 2019",18.44%
"May 14, 2019",18.52%
"May 13, 2019",21.12%
"May 10, 2019",20.93%
"May 9, 2019",20.53%
"May 8, 2019",22.67%
"May 7, 2019",24.04%
"May 6, 2019",24.92%
"May 3, 2019",26.78%
"May 2, 2019",31.17%
"May 1, 2019",28.74%
"April 30, 2019",22.22%
"April 29, 2019",21.55%
"April 26, 2019",20.40%
"April 25, 2019",16.94%
"April 24, 2019",16.19%
"April 23, 2019",13.03%
"April 22, 2019",14.79%
"April 18, 2019",19.63%
"April 17, 2019",16.89%
"April 16, 2019",15.59%
"April 15, 2019",14.17%
"April 12, 2019",10.59%
"April 11, 2019",12.43%
"April 10, 2019",12.44%
"April 9, 2019",13.03%
"April 8, 2019",11.12%
"April 5, 2019",11.51%
"April 4, 2019",14.97%
"April 3, 2019",15.71%
"April 2, 2019",10.97%
"April 1, 2019",8.72%
"March 29, 2019",9.95%
"March 28, 2019",9.20%
"March 27, 2019",8.57%
"March 26, 2019",8.42%
"March 25, 2019",11.09%
"March 22, 2019",10.58%
"March 21, 2019",0.84%
"March 20, 2019",3.00%
"March 19, 2019",4.15%
"March 18, 2019",2.04%
"March 15, 2019",3.31%
"March 14, 2019",2.04%
"March 13, 2019",0.30%
"March 12, 2019",1.43%
"March 11, 2019",3.03%
"March 8, 2019",5.98%
"March 7, 2019",2.44%
"March 6, 2019",2.86%
"March 5, 2019",0.96%
"March 4, 2019",1.90%
"March 1, 2019",2.34%
"Feb. 28, 2019",6.34%
"Feb. 27, 2019",4.68%
"Feb. 26, 2019",5.25%
"Feb. 25, 2019",3.79%
"Feb. 22, 2019",3.90%
"Feb. 21, 2019",4.04%
"Feb. 20, 2019",2.68%
"Feb. 19, 2019",4.61%
"Feb. 15, 2019",5.14%
"Feb. 14, 2019",6.64%
"Feb. 13, 2019",8.83%
"Feb. 12, 2019",11.88%
"Feb. 11, 2019",14.56%
"Feb. 8, 2019",16.89%
"Feb. 7, 2019",16.20%
"Feb. 6, 2019",10.32%
"Feb. 5, 2019",10.63%
"Feb. 4, 2019",10.28%
"Feb. 1, 2019",8.88%
"Jan. 31, 2019",11.39%
"Jan. 30, 2019",11.43%
"Jan. 29, 2019",12.81%
"Jan. 28, 2019",15.41%
"Jan. 25, 2019",12.53%
"Jan. 24, 2019",14.40%
"Jan. 23, 2019",15.21%
"Jan. 22, 2019",13.31%
"Jan. 18, 2019",9.85%
"Jan. 17, 2019",10.83%
"Jan. 16, 2019",11.59%
"Jan. 15, 2019",16.30%
"Jan. 14, 2019",17.65%
"Jan. 11, 2019",17.08%
"Jan. 10, 2019",13.73%
"Jan. 9, 2019",14.70%
"Jan. 8, 2019",24.33%
"Jan. 7, 2019",27.32%
"Jan. 4, 2019",30.03%
"Jan. 3, 2019",35.31%
"Jan. 2, 2019",38.35%
"Dec. 31, 2018",42.37%
"Dec. 28, 2018",43.97%
"Dec. 27, 2018",40.86%
"Dec. 26, 2018",39.80%
"Dec. 24, 2018",50.27%
"Dec. 21, 2018",43.10%
"Dec. 20, 2018",36.40%
"Dec. 19, 2018",31.23%
"Dec. 18, 2018",30.05%
"Dec. 17, 2018",28.12%
"Dec. 14, 2018",26.17%
"Dec. 13, 2018",21.57%
"Dec. 12, 2018",23.04%
"Dec. 11, 2018",23.78%
"Dec. 10, 2018",21.15%
"Dec. 7, 2018",16.26%
"Dec. 6, 2018",15.60%
"Dec. 4, 2018",12.52%
"Dec. 3, 2018",6.73%
"Nov. 30, 2018",7.07%
"Nov. 29, 2018",7.07%
"Nov. 28, 2018",9.27%
"Nov. 27, 2018",14.90%
"Nov. 26, 2018",15.25%
"Nov. 23, 2018",18.33%
"Nov. 21, 2018",12.41%
"Nov. 20, 2018",15.22%
"Nov. 19, 2018",13.29%
"Nov. 16, 2018",14.49%
"Nov. 15, 2018",13.56%
"Nov. 14, 2018",16.67%
"Nov. 13, 2018",21.28%
"Nov. 12, 2018",18.54%
"Nov. 9, 2018",16.63%
"Nov. 8, 2018",17.50%
"Nov. 7, 2018",14.22%
"Nov. 6, 2018",16.57%
"Nov. 5, 2018",18.58%
"Nov. 2, 2018",19.64%
"Nov. 1, 2018",15.35%
"Oct. 31, 2018",14.12%
"Oct. 30, 2018",16.19%
"Oct. 29, 2018",19.09%
"Oct. 26, 2018",14.84%
"Oct. 25, 2018",13.79%
"Oct. 24, 2018",14.76%
"Oct. 23, 2018",11.29%
"Oct. 22, 2018",5.02%
"Oct. 19, 2018",1.56%
"Oct. 18, 2018",2.44%
"Oct. 17, 2018",1.18%
"Oct. 16, 2018",-2.99%
"Oct. 15, 2018",-3.48%
"Oct. 12, 2018",-4.68%
"Oct. 11, 2018",-6.23%
"Oct. 10, 2018",3.08%
"Oct. 9, 2018",-3.39%
"Oct. 8, 2018",-3.16%
"Oct. 5, 2018",-3.33%
"Oct. 4, 2018",-2.21%
"Oct. 3, 2018",-4.43%
"Oct. 2, 2018",-2.53%
"Oct. 1, 2018",-3.08%
"Sept. 28, 2018",-1.45%
"Sept. 27, 2018",0.05%
"Sept. 26, 2018",0.17%
"Sept. 25, 2018",0.20%
