date,f_score_ttm
"Dec. 31, 2019",5.00
"Sept. 30, 2019",6.00
"June 30, 2019",7.00
"March 31, 2019",7.00
"Dec. 31, 2018",5.00
"Sept. 30, 2018",6.00
"June 30, 2018",4.00
"March 31, 2018",4.00
"Dec. 31, 2017",2.00
"Sept. 30, 2017",5.00
"June 30, 2017",7.00
"March 31, 2017",7.00
"Dec. 31, 2016",6.00
"Sept. 30, 2016",6.00
"June 30, 2016",3.00
"March 31, 2016",3.00
"Dec. 31, 2015",2.00
"Sept. 30, 2015",2.00
"June 30, 2015",3.00
"March 31, 2015",4.00
"Dec. 31, 2014",4.00
"Sept. 30, 2014",4.00
"June 30, 2014",5.00
"March 31, 2014",4.00
"Dec. 31, 2013",
"Sept. 30, 2013",
"June 30, 2013",6.00
"March 31, 2013",6.00
"Dec. 31, 2012",
"Sept. 30, 2012",
"June 30, 2012",5.00
"March 31, 2012",6.00
"Dec. 31, 2011",2.00
"Sept. 30, 2011",6.00
"June 30, 2011",4.00
"March 31, 2011",5.00
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",5.00
"Dec. 31, 2009",5.00
"Sept. 30, 2009",3.00
"June 30, 2009",4.00
"March 31, 2009",4.00
"Dec. 31, 2008",4.00
"Sept. 30, 2008",7.00
"June 30, 2008",7.00
"March 31, 2008",7.00
"Dec. 31, 2007",5.00
"Sept. 30, 2007",2.00
"June 30, 2007",5.00
"March 31, 2007",2.00
"Dec. 31, 2006",3.00
"Sept. 30, 2006",4.00
"June 30, 2006",3.00
"March 31, 2006",4.00
"Dec. 31, 2005",5.00
"Sept. 30, 2005",8.00
"June 30, 2005",5.00
"March 31, 2005",4.00
"Dec. 31, 2004",8.00
"Sept. 30, 2004",6.00
"June 30, 2004",8.00
"March 31, 2004",5.00
"Dec. 31, 2003",6.00
"Sept. 30, 2003",6.00
"June 30, 2003",5.00
"March 31, 2003",6.00
"Dec. 31, 2002",6.00
"Sept. 30, 2002",2.00
"June 30, 2002",3.00
"March 31, 2002",2.00
"Dec. 31, 2001",1.00
"Sept. 30, 2001",2.00
"June 30, 2001",6.00
"March 31, 2001",5.00
"Dec. 31, 2000",5.00
"Sept. 30, 2000",7.00
"June 30, 2000",7.00
"March 31, 2000",5.00
"Dec. 31, 1999",7.00
"Sept. 30, 1999",6.00
"June 30, 1999",3.00
"March 31, 1999",2.00
"Dec. 31, 1998",3.00
"Sept. 30, 1998",1.00
"June 30, 1998",3.00
"March 31, 1998",3.00
"Dec. 31, 1997",3.00
"Sept. 30, 1997",4.00
"June 30, 1997",5.00
"March 31, 1997",5.00
"Dec. 31, 1996",7.00
"Sept. 30, 1996",6.00
"June 30, 1996",4.00
"March 31, 1996",7.00
"Dec. 31, 1995",5.00
"Sept. 30, 1995",4.00
"June 30, 1995",4.00
"March 31, 1995",3.00
"Dec. 31, 1994",1.00
"Sept. 30, 1994",6.00
"June 30, 1994",4.00
"March 31, 1994",5.00
"Dec. 31, 1993",3.00
"Sept. 30, 1993",7.00
"June 30, 1993",5.00
"March 31, 1993",7.00
"Dec. 31, 1992",7.00
"Sept. 30, 1992",4.00
"June 30, 1992",7.00
"March 31, 1992",4.00
"Dec. 31, 1991",6.00
"Sept. 30, 1991",5.00
"June 30, 1991",5.00
"March 31, 1991",7.00
