date,liabilities
"Dec. 31, 2019",5.914B
"Sept. 30, 2019",5.758B
"June 30, 2019",8.437B
"March 31, 2019",6.656B
"Dec. 31, 2018",5.855B
"Sept. 30, 2018",5.260B
"June 30, 2018",5.274B
"March 31, 2018",5.246B
"Dec. 31, 2017",5.241B
"Sept. 30, 2017",5.213B
"June 30, 2017",5.159B
"March 31, 2017",5.314B
"Dec. 31, 2016",5.379B
"Sept. 30, 2016",5.308B
"June 30, 2016",4.743B
"March 31, 2016",6.256B
"Dec. 31, 2015",6.187B
"Sept. 30, 2015",6.600B
"June 30, 2015",7.284B
"March 31, 2015",6.956B
"Dec. 31, 2014",8.150B
"Sept. 30, 2014",9.443B
"June 30, 2014",9.475B
"March 31, 2014",9.247B
"Dec. 31, 2013",8.914B
"Sept. 30, 2013",8.573B
"June 30, 2013",9.691B
"March 31, 2013",8.613B
"Dec. 31, 2012",8.581B
"Sept. 30, 2012",6.973B
"June 30, 2012",5.696B
"March 31, 2012",5.818B
"Dec. 31, 2011",5.360B
"Sept. 30, 2011",6.603B
"June 30, 2011",6.738B
"March 31, 2011",6.353B
"Dec. 31, 2010",6.034B
"March 31, 2010",5.616B
"Dec. 31, 2009",5.410B
"Sept. 30, 2009",5.328B
"June 30, 2009",5.472B
"March 31, 2009",4.725B
"Dec. 31, 2008",4.870B
"Sept. 30, 2008",5.311B
"June 30, 2008",6.165B
"March 31, 2008",5.818B
"Dec. 31, 2007",5.443B
"Sept. 30, 2007",4.623B
"June 30, 2007",3.982B
"March 31, 2007",3.818B
"Dec. 31, 2006",3.339B
"Sept. 30, 2006",3.282B
"June 30, 2006",3.255B
"March 31, 2006",2.941B
"Dec. 31, 2005",2.908B
"Sept. 30, 2005",2.931B
"June 30, 2005",2.816B
"March 31, 2005",2.760B
"Dec. 31, 2004",2.809B
"Sept. 30, 2004",3.112B
"June 30, 2004",2.951B
"March 31, 2004",2.807B
"Dec. 31, 2003",2.762B
"Sept. 30, 2003",2.720B
"June 30, 2003",2.623B
"March 31, 2003",2.530B
"Dec. 31, 2002",2.292B
"Sept. 30, 2002",2.231B
"June 30, 2002",2.207B
"March 31, 2002",1.933B
"Dec. 31, 2001",1.761B
"Sept. 30, 2001",1.824B
"June 30, 2001",1.842B
"March 31, 2001",1.830B
"Dec. 31, 2000",1.875B
"Sept. 30, 2000",1.567B
"June 30, 2000",1.533B
"March 31, 2000",1.435B
"Dec. 31, 1999",1.388B
"Sept. 30, 1999",1.355B
"June 30, 1999",1.349B
"March 31, 1999",1.268B
"Dec. 31, 1998",1.186B
"Sept. 30, 1998",1.198B
"June 30, 1998",1.156B
"March 31, 1998",1.154B
"Dec. 31, 1997",1.159B
"Sept. 30, 1997",1.153B
"June 30, 1997",1.106B
"March 31, 1997",1.127B
"Dec. 31, 1996",1.216B
"Sept. 30, 1996",1.148B
"June 30, 1996",1.074B
"March 31, 1996",1.057B
"Dec. 31, 1995",1.018B
"Sept. 30, 1995",1.028B
"June 30, 1995",1.025B
"March 31, 1995",1.034B
"Dec. 31, 1994",1.041B
"Sept. 30, 1994",989.80M
"June 30, 1994",962.60M
"March 31, 1994",972.50M
"Dec. 31, 1993",946.50M
"Sept. 30, 1993",839.50M
"June 30, 1993",822.00M
"March 31, 1993",783.50M
"Dec. 31, 1992",736.40M
"Sept. 30, 1992",750.40M
"June 30, 1992",778.80M
"March 31, 1992",758.30M
"Dec. 31, 1991",973.80M
"Sept. 30, 1991",984.90M
"June 30, 1991",991.80M
"March 31, 1991",952.30M
"Dec. 31, 1990",1.083B
"Sept. 30, 1990",1.143B
"June 30, 1990",1.029B
"March 31, 1990",1.114B
"Dec. 31, 1989",1.146B
"Sept. 30, 1989",1.084B
"Dec. 31, 1988",1.307B
"Dec. 31, 1987",1.316B
"Dec. 31, 1986",1.204B
"Dec. 31, 1985",1.646B
"Dec. 31, 1984",1.679B
