date,days_inventory_outstanding
"Dec. 31, 2019",13.72
"Sept. 30, 2019",16.02
"June 30, 2019",18.64
"March 31, 2019",19.88
"Dec. 31, 2018",26.16
"Sept. 30, 2018",30.17
"June 30, 2018",31.12
"March 31, 2018",33.48
"Dec. 31, 2017",-1075.18
"Sept. 30, 2017",32.26
"June 30, 2017",34.47
"March 31, 2017",32.68
"Dec. 31, 2016",34.67
"Sept. 30, 2016",38.43
"June 30, 2016",35.55
"March 31, 2016",34.18
"Dec. 31, 2015",32.33
"Sept. 30, 2015",28.81
"June 30, 2015",31.34
"March 31, 2015",29.85
"Dec. 31, 2014",29.90
"Sept. 30, 2014",35.17
"June 30, 2014",35.69
"March 31, 2014",40.70
"Dec. 31, 2013",51.33
"Sept. 30, 2013",96.89
"June 30, 2013",100.08
"March 31, 2013",90.02
"Dec. 31, 2012",-24.51
"Sept. 30, 2012",41.35
"June 30, 2012",10.94
"March 31, 2012",10.37
"Dec. 31, 2011",-3.419
"Sept. 30, 2011",11.19
"June 30, 2011",11.80
"March 31, 2011",12.73
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",15.28
"Dec. 31, 2009",15.04
"Sept. 30, 2009",15.61
"June 30, 2009",16.60
"March 31, 2009",19.28
"Dec. 31, 2008",36.44
"Sept. 30, 2008",8.965
"June 30, 2008",11.50
"March 31, 2008",13.58
"Dec. 31, 2007",11.62
"Sept. 30, 2007",12.91
"June 30, 2007",12.66
"March 31, 2007",14.47
"Dec. 31, 2006",13.32
"Sept. 30, 2006",12.27
"June 30, 2006",10.49
"March 31, 2006",10.21
"Dec. 31, 2005",12.69
"Sept. 30, 2005",12.63
"June 30, 2005",11.39
"March 31, 2005",11.90
"Dec. 31, 2004",13.30
"Sept. 30, 2004",12.92
"June 30, 2004",14.10
"March 31, 2004",16.92
"Dec. 31, 2003",21.34
"Sept. 30, 2003",25.69
"June 30, 2003",24.35
"March 31, 2003",17.59
"Dec. 31, 2002",24.35
"Sept. 30, 2002",26.91
"June 30, 2002",23.84
"March 31, 2002",26.18
"Dec. 31, 2001",118.19
"Sept. 30, 2001",19.36
"June 30, 2001",18.40
"March 31, 2001",16.78
"Dec. 31, 2000",230.89
"Sept. 30, 2000",18.55
"June 30, 2000",19.51
"March 31, 2000",17.31
"Dec. 31, 1999",11.12
"Sept. 30, 1999",28.68
"June 30, 1999",43.20
"March 31, 1999",55.98
"Dec. 31, 1998",13.34
"Sept. 30, 1998",37.93
"June 30, 1998",38.67
"March 31, 1998",40.98
"Dec. 31, 1997",33.30
"Sept. 30, 1997",31.69
"June 30, 1997",34.12
"March 31, 1997",34.42
"Dec. 31, 1996",24.86
"Sept. 30, 1996",33.81
"June 30, 1996",37.21
"March 31, 1996",50.73
"Dec. 31, 1995",49.06
"Sept. 30, 1995",50.21
"June 30, 1995",47.14
"March 31, 1995",45.76
"Dec. 31, 1994",37.58
"Sept. 30, 1994",36.57
"June 30, 1994",41.55
"March 31, 1994",48.61
"Dec. 31, 1993",36.84
"Sept. 30, 1993",34.28
"June 30, 1993",38.00
"March 31, 1993",39.38
"Dec. 31, 1992",35.25
"Sept. 30, 1992",33.99
"June 30, 1992",39.79
"March 31, 1992",40.47
"Dec. 31, 1991",46.27
"Sept. 30, 1991",25.18
"June 30, 1991",25.87
"March 31, 1991",32.03
"Dec. 31, 1990",26.39
"Sept. 30, 1990",26.43
"June 30, 1990",27.28
"March 31, 1990",28.07
"Dec. 31, 1989",33.52
