date,sales_est_0y
"March 20, 2020",2.534B
"March 18, 2020",2.624B
"March 17, 2020",2.632B
"March 16, 2020",2.677B
"March 14, 2020",2.802B
"March 13, 2020",2.813B
"March 12, 2020",2.867B
"March 11, 2020",2.879B
"March 10, 2020",2.882B
"March 9, 2020",2.882B
"March 2, 2020",2.980B
"Feb. 27, 2020",2.992B
"Feb. 26, 2020",2.992B
"Feb. 22, 2020",3.004B
"Feb. 18, 2020",3.004B
"Feb. 3, 2020",3.004B
"Jan. 31, 2020",3.052B
"Jan. 30, 2020",3.023B
"Jan. 28, 2020",3.050B
"Jan. 27, 2020",3.055B
"Jan. 24, 2020",3.074B
"Jan. 23, 2020",3.026B
"Jan. 21, 2020",3.036B
"Jan. 17, 2020",3.052B
"Jan. 16, 2020",3.066B
"Jan. 15, 2020",3.068B
"Jan. 14, 2020",3.076B
"Jan. 13, 2020",3.052B
"Jan. 6, 2020",3.050B
"Jan. 3, 2020",3.045B
"Dec. 31, 2019",2.849B
"Dec. 19, 2019",2.887B
"Dec. 18, 2019",2.883B
"Dec. 17, 2019",2.875B
"Dec. 8, 2019",2.876B
"Dec. 6, 2019",2.876B
"Nov. 26, 2019",2.877B
"Nov. 18, 2019",2.878B
"Nov. 15, 2019",2.861B
"Nov. 11, 2019",2.861B
"Nov. 5, 2019",2.861B
"Nov. 4, 2019",2.863B
"Nov. 1, 2019",2.890B
"Oct. 31, 2019",2.776B
"Oct. 27, 2019",2.719B
"Oct. 23, 2019",2.713B
"Oct. 21, 2019",2.716B
"Oct. 18, 2019",2.720B
"Oct. 17, 2019",2.718B
"Oct. 16, 2019",2.727B
"Oct. 15, 2019",2.741B
"Oct. 14, 2019",2.765B
"Oct. 11, 2019",2.768B
"Oct. 10, 2019",2.768B
"Oct. 7, 2019",2.774B
"Oct. 4, 2019",2.769B
"Oct. 1, 2019",2.767B
"Sept. 30, 2019",2.767B
"Sept. 18, 2019",2.765B
"Sept. 11, 2019",2.765B
"Sept. 9, 2019",2.765B
"Sept. 6, 2019",2.740B
"Sept. 5, 2019",2.729B
"Aug. 19, 2019",2.732B
"Aug. 16, 2019",2.735B
"Aug. 14, 2019",2.730B
"Aug. 12, 2019",2.773B
"Aug. 9, 2019",2.831B
"Aug. 8, 2019",2.685B
"July 29, 2019",2.704B
"July 23, 2019",2.716B
"July 22, 2019",2.684B
"July 17, 2019",2.709B
"July 16, 2019",2.717B
