date,sales_est_0y
"July 15, 2019",2.709B
"July 11, 2019",2.711B
"July 10, 2019",2.710B
"June 28, 2019",2.708B
"June 27, 2019",2.702B
"June 24, 2019",2.712B
"June 20, 2019",2.728B
"June 12, 2019",2.739B
"June 3, 2019",2.755B
"May 30, 2019",2.754B
"May 29, 2019",2.754B
"May 28, 2019",2.754B
"May 17, 2019",2.747B
"May 16, 2019",2.775B
"May 15, 2019",2.871B
"May 3, 2019",2.870B
"May 2, 2019",2.849B
"April 29, 2019",2.812B
"April 26, 2019",2.812B
"April 25, 2019",2.807B
"April 24, 2019",2.775B
"April 23, 2019",2.737B
"April 18, 2019",2.643B
"April 17, 2019",2.711B
"April 16, 2019",2.721B
"April 15, 2019",2.686B
"April 12, 2019",2.686B
"April 2, 2019",2.579B
"March 28, 2019",2.568B
"March 26, 2019",2.615B
"March 25, 2019",2.571B
"March 22, 2019",3.176B
"March 21, 2019",3.212B
"March 19, 2019",3.207B
"March 18, 2019",3.160B
"March 4, 2019",3.142B
"Feb. 13, 2019",3.144B
"Feb. 11, 2019",3.146B
"Feb. 8, 2019",3.123B
"Feb. 7, 2019",3.164B
"Feb. 4, 2019",3.158B
"Feb. 1, 2019",3.339B
"Jan. 31, 2019",3.501B
"Jan. 29, 2019",3.026B
"Jan. 28, 2019",3.062B
"Jan. 24, 2019",3.046B
"Jan. 23, 2019",3.048B
"Jan. 16, 2019",3.054B
"Jan. 15, 2019",3.100B
"Jan. 9, 2019",3.106B
"Jan. 7, 2019",3.243B
"Dec. 31, 2018",2.547B
"Dec. 21, 2018",2.578B
"Dec. 19, 2018",2.587B
"Dec. 17, 2018",2.596B
"Dec. 15, 2018",2.592B
"Dec. 13, 2018",2.589B
"Dec. 10, 2018",2.584B
"Dec. 7, 2018",2.598B
"Dec. 5, 2018",2.594B
"Dec. 4, 2018",2.597B
"Dec. 3, 2018",2.591B
"Nov. 26, 2018",2.594B
"Nov. 20, 2018",2.594B
"Nov. 16, 2018",2.603B
"Nov. 13, 2018",2.606B
"Nov. 9, 2018",2.612B
"Nov. 8, 2018",2.589B
"Oct. 23, 2018",2.601B
"Oct. 17, 2018",2.602B
"Oct. 16, 2018",2.553B
"Oct. 15, 2018",2.552B
"Oct. 13, 2018",2.560B
"Oct. 12, 2018",2.564B
"Oct. 11, 2018",2.553B
"Oct. 8, 2018",2.554B
"Oct. 2, 2018",2.550B
"Sept. 27, 2018",2.547B
"Sept. 26, 2018",2.552B
"Sept. 19, 2018",2.552B
"Sept. 4, 2018",2.551B
"Aug. 30, 2018",2.537B
"Aug. 29, 2018",2.553B
"Aug. 28, 2018",2.528B
"Aug. 22, 2018",2.526B
"Aug. 20, 2018",2.524B
"Aug. 18, 2018",2.537B
"Aug. 16, 2018",2.534B
"Aug. 15, 2018",2.531B
"Aug. 14, 2018",2.534B
"Aug. 13, 2018",2.547B
"Aug. 10, 2018",2.582B
"Aug. 9, 2018",2.592B
"July 24, 2018",2.592B
"July 20, 2018",2.599B
"July 19, 2018",2.599B
"July 16, 2018",2.599B
"July 13, 2018",2.587B
"July 12, 2018",2.594B
"July 11, 2018",2.587B
"June 28, 2018",2.581B
"June 12, 2018",2.558B
"June 8, 2018",2.573B
"June 1, 2018",2.563B
"May 21, 2018",2.603B
"May 19, 2018",2.578B
"May 18, 2018",2.535B
"May 16, 2018",2.521B
"May 8, 2018",2.499B
"May 4, 2018",2.517B
"May 3, 2018",2.527B
"May 1, 2018",2.441B
"April 30, 2018",2.441B
"April 24, 2018",2.436B
"April 23, 2018",2.424B
"April 21, 2018",2.400B
"April 19, 2018",2.405B
"April 18, 2018",2.405B
"April 17, 2018",2.388B
"April 13, 2018",2.386B
"March 21, 2018",2.349B
"March 14, 2018",2.348B
"March 9, 2018",2.346B
"March 7, 2018",2.346B
"March 1, 2018",2.342B
"Feb. 20, 2018",2.346B
"Feb. 12, 2018",2.357B
"Feb. 6, 2018",2.361B
"Feb. 5, 2018",2.358B
"Feb. 2, 2018",2.400B
"Feb. 1, 2018",2.406B
"Jan. 31, 2018",2.336B
"Jan. 30, 2018",2.335B
"Jan. 24, 2018",2.351B
"Jan. 23, 2018",2.332B
"Jan. 22, 2018",2.331B
"Jan. 18, 2018",2.341B
"Jan. 17, 2018",2.318B
"Jan. 11, 2018",2.300B
