date,ebitda_ttm
"Dec. 31, 2019",1.571B
"Sept. 30, 2019",1.548B
"June 30, 2019",1.316B
"March 31, 2019",1.102B
"Dec. 31, 2018",998.98M
"Sept. 30, 2018",459.05M
"June 30, 2018",372.12M
"March 31, 2018",417.85M
"Dec. 31, 2017",647.26M
"Sept. 30, 2017",1.144B
"June 30, 2017",1.193B
"March 31, 2017",1.093B
"Dec. 31, 2016",709.14M
"Sept. 30, 2016",173.89M
"June 30, 2016",-2.049B
"March 31, 2016",-1.885B
"Dec. 31, 2015",-1.545B
"Sept. 30, 2015",-428.54M
"June 30, 2015",2.441B
"March 31, 2015",2.911B
"Dec. 31, 2014",3.274B
"Sept. 30, 2014",3.104B
"June 30, 2014",3.057B
"March 31, 2014",3.116B
"Dec. 31, 2013",3.098B
"Sept. 30, 2013",2.955B
"June 30, 2013",2.729B
"March 31, 2013",2.679B
"Dec. 31, 2012",2.745B
"Sept. 30, 2012",2.210B
"June 30, 2012",2.370B
"March 31, 2012",2.342B
"Dec. 31, 2011",2.219B
"Sept. 30, 2011",2.756B
"June 30, 2011",2.576B
"March 31, 2011",2.548B
"Dec. 31, 2010",2.458B
"Sept. 30, 2010",2.746B
"June 30, 2010",2.688B
"March 31, 2010",2.505B
"Dec. 31, 2009",2.277B
"Sept. 30, 2009",2.144B
"June 30, 2009",2.670B
"March 31, 2009",3.249B
"Dec. 31, 2008",3.717B
"Sept. 30, 2008",3.596B
"June 30, 2008",2.945B
"March 31, 2008",2.382B
"Dec. 31, 2007",1.867B
"Sept. 30, 2007",1.601B
"June 30, 2007",1.678B
"March 31, 2007",1.548B
"Dec. 31, 2006",1.591B
"Sept. 30, 2006",1.553B
"June 30, 2006",1.484B
"March 31, 2006",1.719B
"Dec. 31, 2005",1.680B
"Sept. 30, 2005",1.711B
"June 30, 2005",1.541B
"March 31, 2005",1.215B
"Dec. 31, 2004",1.118B
"Sept. 30, 2004",934.92M
"June 30, 2004",883.41M
"March 31, 2004",704.36M
"Dec. 31, 2003",691.36M
"Sept. 30, 2003",669.13M
"June 30, 2003",561.48M
"March 31, 2003",524.77M
"Dec. 31, 2002",397.12M
"Sept. 30, 2002",457.35M
"June 30, 2002",469.37M
"March 31, 2002",642.94M
"Dec. 31, 2001",781.14M
"Sept. 30, 2001",848.63M
"June 30, 2001",921.67M
"March 31, 2001",777.62M
"Dec. 31, 2000",691.40M
"Sept. 30, 2000",660.92M
"June 30, 2000",588.19M
"March 31, 2000",505.84M
"Dec. 31, 1999",412.36M
"Sept. 30, 1999",331.06M
"June 30, 1999",262.56M
"March 31, 1999",262.90M
"Dec. 31, 1998",298.30M
"Sept. 30, 1998",372.10M
"June 30, 1998",423.10M
"March 31, 1998",430.20M
"Dec. 31, 1997",455.70M
"Sept. 30, 1997",505.60M
"June 30, 1997",447.70M
"March 31, 1997",428.70M
"Dec. 31, 1996",405.10M
"Sept. 30, 1996",294.10M
"June 30, 1996",291.40M
"March 31, 1996",315.20M
"Dec. 31, 1995",313.60M
"Sept. 30, 1995",295.10M
"June 30, 1995",342.90M
"March 31, 1995",330.40M
"Dec. 31, 1994",347.30M
"Sept. 30, 1994",343.80M
"June 30, 1994",313.90M
"March 31, 1994",317.70M
"Dec. 31, 1993",289.70M
"Sept. 30, 1993",346.50M
"June 30, 1993",291.00M
"March 31, 1993",250.90M
"Dec. 31, 1992",236.70M
"Sept. 30, 1992",104.00M
"June 30, 1992",183.00M
"March 31, 1992",71.40M
"Dec. 31, 1991",118.60M
"Sept. 30, 1991",111.60M
"June 30, 1991",156.20M
"March 31, 1991",341.60M
"Dec. 31, 1990",349.90M
"Sept. 30, 1990",462.30M
"June 30, 1990",396.40M
"March 31, 1990",706.80M
"Dec. 31, 1989",984.80M
"Sept. 30, 1989",-173.70M
"June 30, 1989",126.40M
"March 31, 1989",62.40M
"Dec. 31, 1988",32.70M
"Sept. 30, 1988",-17.90M
"June 30, 1988",27.50M
"March 31, 1988",25.00M
"Dec. 31, 1987",1.60M
"Sept. 30, 1987",140.50M
"June 30, 1987",40.90M
"March 31, 1987",0.10M
"Dec. 31, 1986",-5.80M
"Sept. 30, 1986",-363.10M
"June 30, 1986",-114.70M
"March 31, 1986",130.00M
"Dec. 31, 1985",298.00M
"Sept. 30, 1985",413.10M
"June 30, 1985",397.60M
"March 31, 1985",302.70M
"Dec. 31, 1984",355.30M
