date,forward_ps_ratio
"March 19, 2020",0.3252
"March 18, 2020",0.2732
"March 17, 2020",0.324
"March 16, 2020",0.383
"March 13, 2020",0.4437
"March 12, 2020",0.3748
"March 11, 2020",0.4365
"March 10, 2020",0.528
"March 9, 2020",0.4986
"March 6, 2020",0.8625
"March 5, 2020",0.9651
"March 4, 2020",1.009
"March 3, 2020",0.997
"March 2, 2020",1.013
"Feb. 28, 2020",1.002
"Feb. 27, 2020",0.946
"Feb. 26, 2020",1.001
"Feb. 25, 2020",1.058
"Feb. 24, 2020",1.119
"Feb. 21, 2020",1.169
"Feb. 20, 2020",1.188
"Feb. 19, 2020",1.188
"Feb. 18, 2020",1.188
"Feb. 14, 2020",1.172
"Feb. 13, 2020",1.189
"Feb. 12, 2020",1.202
"Feb. 11, 2020",1.162
"Feb. 10, 2020",1.145
"Feb. 7, 2020",1.167
"Feb. 6, 2020",1.188
"Feb. 5, 2020",1.201
"Feb. 4, 2020",1.146
"Feb. 3, 2020",1.130
"Jan. 31, 2020",1.114
"Jan. 30, 2020",1.126
"Jan. 29, 2020",1.197
"Jan. 28, 2020",1.234
"Jan. 27, 2020",1.223
"Jan. 24, 2020",1.263
"Jan. 23, 2020",1.285
"Jan. 22, 2020",1.308
"Jan. 21, 2020",1.303
"Jan. 17, 2020",1.344
"Jan. 16, 2020",1.397
"Jan. 15, 2020",1.479
"Jan. 14, 2020",1.486
"Jan. 13, 2020",1.449
"Jan. 10, 2020",1.440
"Jan. 9, 2020",1.453
"Jan. 8, 2020",1.438
"Jan. 7, 2020",1.471
"Jan. 6, 2020",1.455
"Jan. 3, 2020",1.449
"Jan. 2, 2020",1.409
"Dec. 31, 2019",1.422
"Dec. 30, 2019",1.413
"Dec. 27, 2019",1.424
"Dec. 26, 2019",1.424
"Dec. 24, 2019",1.426
"Dec. 23, 2019",1.428
"Dec. 20, 2019",1.384
"Dec. 19, 2019",1.368
"Dec. 18, 2019",1.367
"Dec. 17, 2019",1.368
"Dec. 16, 2019",1.356
"Dec. 13, 2019",1.344
"Dec. 12, 2019",1.392
"Dec. 11, 2019",1.335
"Dec. 10, 2019",1.336
"Dec. 9, 2019",1.341
"Dec. 6, 2019",1.312
"Dec. 5, 2019",1.276
"Dec. 4, 2019",1.295
"Dec. 3, 2019",1.253
"Dec. 2, 2019",1.259
"Nov. 29, 2019",1.235
"Nov. 27, 2019",1.275
"Nov. 26, 2019",1.274
"Nov. 25, 2019",1.292
"Nov. 22, 2019",1.316
"Nov. 21, 2019",1.297
"Nov. 20, 2019",1.279
"Nov. 19, 2019",1.244
"Nov. 18, 2019",1.274
"Nov. 15, 2019",1.306
"Nov. 14, 2019",1.279
"Nov. 13, 2019",1.284
"Nov. 12, 2019",1.304
"Nov. 11, 2019",1.311
"Nov. 8, 2019",1.329
"Nov. 7, 2019",1.341
"Nov. 6, 2019",1.271
"Nov. 5, 2019",1.295
"Nov. 4, 2019",1.278
"Nov. 1, 2019",1.181
"Oct. 31, 2019",1.107
"Oct. 30, 2019",1.047
"Oct. 29, 2019",1.061
"Oct. 28, 2019",1.057
"Oct. 25, 2019",1.063
"Oct. 24, 2019",1.054
"Oct. 23, 2019",1.079
"Oct. 22, 2019",1.047
"Oct. 21, 2019",1.023
"Oct. 18, 2019",1.002
"Oct. 17, 2019",1.016
"Oct. 16, 2019",1.027
"Oct. 15, 2019",1.058
"Oct. 14, 2019",1.071
"Oct. 11, 2019",1.071
"Oct. 10, 2019",1.051
"Oct. 9, 2019",1.036
"Oct. 8, 2019",1.020
"Oct. 7, 2019",1.083
"Oct. 4, 2019",1.124
"Oct. 3, 2019",1.209
"Oct. 2, 2019",1.181
"Oct. 1, 2019",1.197
"Sept. 30, 2019",1.220
"Sept. 27, 2019",1.250
"Sept. 26, 2019",1.243
"Sept. 25, 2019",1.252
"Sept. 24, 2019",1.261
"Sept. 23, 2019",1.333
"Sept. 20, 2019",1.315
"Sept. 19, 2019",1.300
"Sept. 18, 2019",1.303
"Sept. 17, 2019",1.326
"Sept. 16, 2019",1.421
"Sept. 13, 2019",1.173
"Sept. 12, 2019",1.163
"Sept. 11, 2019",1.216
"Sept. 10, 2019",1.188
"Sept. 9, 2019",1.173
"Sept. 6, 2019",1.104
"Sept. 5, 2019",1.112
"Sept. 4, 2019",1.067
"Sept. 3, 2019",1.032
"Aug. 30, 2019",1.038
"Aug. 29, 2019",1.054
"Aug. 28, 2019",1.026
"Aug. 27, 2019",0.9911
"Aug. 26, 2019",1.001
"Aug. 23, 2019",1.020
"Aug. 22, 2019",1.092
"Aug. 21, 2019",1.117
"Aug. 20, 2019",1.126
"Aug. 19, 2019",1.133
"Aug. 16, 2019",1.080
"Aug. 15, 2019",1.055
"Aug. 14, 2019",1.045
"Aug. 13, 2019",1.123
"Aug. 12, 2019",1.107
"Aug. 9, 2019",1.160
"Aug. 8, 2019",1.143
"Aug. 7, 2019",1.233
"Aug. 6, 2019",1.256
"Aug. 5, 2019",1.286
"Aug. 2, 2019",1.301
