date,historical_monthly_var_5_all
"Feb. 29, 2020",13.00%
"Jan. 31, 2020",12.80%
"Dec. 31, 2019",12.76%
"Nov. 30, 2019",12.78%
"Oct. 31, 2019",12.79%
"Sept. 30, 2019",12.73%
"Aug. 31, 2019",12.71%
"July 31, 2019",12.54%
"June 30, 2019",12.54%
"May 31, 2019",12.52%
"April 30, 2019",12.52%
"March 31, 2019",12.52%
"Feb. 28, 2019",12.53%
"Jan. 31, 2019",12.54%
"Dec. 31, 2018",12.52%
"Nov. 30, 2018",12.34%
"Oct. 31, 2018",12.31%
"Sept. 30, 2018",12.32%
"Aug. 31, 2018",12.34%
"July 31, 2018",12.35%
"June 30, 2018",12.36%
"May 31, 2018",12.39%
"April 30, 2018",12.45%
"March 31, 2018",12.47%
"Feb. 28, 2018",12.47%
"Jan. 31, 2018",12.21%
"Dec. 31, 2017",12.22%
"Nov. 30, 2017",12.23%
"Oct. 31, 2017",12.25%
"Sept. 30, 2017",12.27%
"Aug. 31, 2017",12.28%
"July 31, 2017",12.24%
"June 30, 2017",12.25%
"May 31, 2017",12.27%
"April 30, 2017",12.29%
"March 31, 2017",12.29%
"Feb. 28, 2017",12.31%
"Jan. 31, 2017",12.31%
"Dec. 31, 2016",12.34%
"Nov. 30, 2016",12.35%
"Oct. 31, 2016",12.31%
"Sept. 30, 2016",12.31%
"Aug. 31, 2016",12.29%
"July 31, 2016",12.24%
"June 30, 2016",12.24%
"May 31, 2016",12.22%
"April 30, 2016",12.21%
"March 31, 2016",12.21%
"Feb. 29, 2016",12.23%
"Jan. 31, 2016",12.21%
"Dec. 31, 2015",11.99%
"Nov. 30, 2015",11.79%
"Oct. 31, 2015",11.80%
"Sept. 30, 2015",11.81%
"Aug. 31, 2015",11.67%
"July 31, 2015",11.45%
"June 30, 2015",11.31%
"May 31, 2015",11.32%
"April 30, 2015",11.30%
"March 31, 2015",11.31%
"Feb. 28, 2015",11.32%
"Jan. 31, 2015",11.33%
"Dec. 31, 2014",11.31%
"Nov. 30, 2014",11.22%
"Oct. 31, 2014",11.23%
"Sept. 30, 2014",11.20%
"Aug. 31, 2014",11.21%
"July 31, 2014",11.22%
"June 30, 2014",11.22%
"May 31, 2014",11.25%
"April 30, 2014",11.28%
"March 31, 2014",11.30%
"Feb. 28, 2014",11.32%
"Jan. 31, 2014",11.29%
"Dec. 31, 2013",11.29%
"Nov. 30, 2013",11.30%
"Oct. 31, 2013",11.33%
"Sept. 30, 2013",11.34%
"Aug. 31, 2013",11.35%
"July 31, 2013",11.35%
"June 30, 2013",11.38%
"May 31, 2013",11.41%
"April 30, 2013",11.44%
"March 31, 2013",11.44%
"Feb. 28, 2013",11.45%
"Jan. 31, 2013",11.46%
"Dec. 31, 2012",11.46%
"Nov. 30, 2012",11.47%
"Oct. 31, 2012",11.48%
"Sept. 30, 2012",11.48%
"Aug. 31, 2012",11.50%
"July 31, 2012",11.52%
"June 30, 2012",11.55%
"May 31, 2012",11.55%
"April 30, 2012",11.47%
"March 31, 2012",11.45%
"Feb. 29, 2012",11.42%
"Jan. 31, 2012",11.44%
"Dec. 31, 2011",11.44%
"Nov. 30, 2011",11.45%
"Oct. 31, 2011",11.46%
"Sept. 30, 2011",11.45%
"Aug. 31, 2011",11.43%
"July 31, 2011",11.13%
"June 30, 2011",11.15%
"May 31, 2011",11.13%
"April 30, 2011",11.10%
"March 31, 2011",11.11%
"Feb. 28, 2011",11.14%
"Jan. 31, 2011",11.16%
"Dec. 31, 2010",11.14%
"Nov. 30, 2010",11.16%
"Oct. 31, 2010",11.19%
"Sept. 30, 2010",11.19%
"Aug. 31, 2010",11.20%
"July 31, 2010",11.22%
"June 30, 2010",11.22%
"May 31, 2010",11.19%
"April 30, 2010",11.10%
"March 31, 2010",11.11%
"Feb. 28, 2010",11.14%
"Jan. 31, 2010",11.08%
"Dec. 31, 2009",11.10%
"Nov. 30, 2009",11.04%
"Oct. 31, 2009",11.05%
"Sept. 30, 2009",11.07%
"Aug. 31, 2009",11.09%
"July 31, 2009",11.11%
"June 30, 2009",11.02%
"May 31, 2009",11.04%
"April 30, 2009",11.04%
"March 31, 2009",11.04%
"Feb. 28, 2009",11.02%
"Jan. 31, 2009",11.02%
"Dec. 31, 2008",11.02%
"Nov. 30, 2008",10.94%
"Oct. 31, 2008",10.92%
"Sept. 30, 2008",10.57%
"Aug. 31, 2008",10.51%
"July 31, 2008",10.42%
"June 30, 2008",10.37%
"May 31, 2008",10.37%
"April 30, 2008",10.38%
"March 31, 2008",10.38%
"Feb. 29, 2008",10.38%
"Jan. 31, 2008",10.38%
"Dec. 31, 2007",10.27%
"Nov. 30, 2007",10.28%
"Oct. 31, 2007",10.28%
"Sept. 30, 2007",10.32%
"Aug. 31, 2007",10.35%
"July 31, 2007",10.37%
"June 30, 2007",10.37%
"May 31, 2007",10.38%
"April 30, 2007",10.38%
"March 31, 2007",10.38%
"Feb. 28, 2007",10.40%
"Jan. 31, 2007",10.41%
"Dec. 31, 2006",10.36%
"Nov. 30, 2006",10.37%
"Oct. 31, 2006",10.37%
"Sept. 30, 2006",10.38%
"Aug. 31, 2006",10.38%
"July 31, 2006",10.37%
"June 30, 2006",10.37%
"May 31, 2006",10.38%
"April 30, 2006",10.38%
"March 31, 2006",10.38%
"Feb. 28, 2006",10.37%
"Jan. 31, 2006",10.19%
"Dec. 31, 2005",10.19%
"Nov. 30, 2005",10.20%
"Oct. 31, 2005",10.21%
"Sept. 30, 2005",10.02%
"Aug. 31, 2005",10.02%
"July 31, 2005",10.02%
"June 30, 2005",10.03%
"May 31, 2005",10.08%
"April 30, 2005",10.01%
"March 31, 2005",9.90%
"Feb. 28, 2005",9.93%
"Jan. 31, 2005",9.95%
"Dec. 31, 2004",9.98%
"Nov. 30, 2004",10.01%
"Oct. 31, 2004",10.01%
"Sept. 30, 2004",10.02%
"Aug. 31, 2004",10.02%
"July 31, 2004",10.03%
"June 30, 2004",10.07%
"May 31, 2004",10.12%
"April 30, 2004",10.12%
"March 31, 2004",10.12%
"Feb. 29, 2004",10.16%
"Jan. 31, 2004",10.19%
"Dec. 31, 2003",10.17%
"Nov. 30, 2003",10.19%
"Oct. 31, 2003",10.19%
"Sept. 30, 2003",10.20%
"Aug. 31, 2003",10.21%
"July 31, 2003",10.22%
"June 30, 2003",10.25%
"May 31, 2003",10.27%
"April 30, 2003",10.29%
"March 31, 2003",10.36%
"Feb. 28, 2003",10.37%
"Jan. 31, 2003",10.37%
"Dec. 31, 2002",10.38%
"Nov. 30, 2002",10.39%
"Oct. 31, 2002",10.27%
"Sept. 30, 2002",10.34%
"Aug. 31, 2002",10.37%
"July 31, 2002",10.37%
"June 30, 2002",10.01%
"May 31, 2002",9.94%
"April 30, 2002",9.98%
"March 31, 2002",10.01%
"Feb. 28, 2002",10.01%
"Jan. 31, 2002",10.02%
"Dec. 31, 2001",10.02%
"Nov. 30, 2001",10.06%
"Oct. 31, 2001",10.00%
"Sept. 30, 2001",10.01%
"Aug. 31, 2001",9.84%
"July 31, 2001",9.84%
"June 30, 2001",9.66%
"May 31, 2001",9.62%
"April 30, 2001",9.64%
"March 31, 2001",9.64%
"Feb. 28, 2001",9.65%
"Jan. 31, 2001",9.68%
"Dec. 31, 2000",9.71%
"Nov. 30, 2000",9.71%
"Oct. 31, 2000",9.69%
"Sept. 30, 2000",9.64%
"Aug. 31, 2000",9.64%
"July 31, 2000",9.66%
"June 30, 2000",9.65%
"May 31, 2000",9.66%
"April 30, 2000",9.70%
"March 31, 2000",9.71%
"Feb. 29, 2000",9.71%
"Jan. 31, 2000",9.48%
"Dec. 31, 1999",9.49%
"Nov. 30, 1999",9.49%
"Oct. 31, 1999",9.55%
"Sept. 30, 1999",9.59%
"Aug. 31, 1999",9.61%
"July 31, 1999",9.64%
"June 30, 1999",9.64%
"May 31, 1999",9.65%
"April 30, 1999",9.67%
