date,market_cap
"March 19, 2020",853.15M
"March 18, 2020",716.83M
"March 17, 2020",850.09M
"March 16, 2020",1.005B
"March 13, 2020",1.164B
"March 12, 2020",983.35M
"March 11, 2020",1.149B
"March 10, 2020",1.429B
"March 9, 2020",1.397B
"March 6, 2020",2.429B
"March 5, 2020",2.782B
"March 4, 2020",2.907B
"March 3, 2020",2.873B
"March 2, 2020",2.919B
"Feb. 28, 2020",2.887B
"Feb. 27, 2020",2.726B
"Feb. 26, 2020",2.884B
"Feb. 25, 2020",3.050B
"Feb. 24, 2020",3.224B
"Feb. 21, 2020",3.370B
"Feb. 20, 2020",3.423B
"Feb. 19, 2020",3.425B
"Feb. 18, 2020",3.423B
"Feb. 14, 2020",3.379B
"Feb. 13, 2020",3.426B
"Feb. 12, 2020",3.463B
"Feb. 11, 2020",3.348B
"Feb. 10, 2020",3.299B
"Feb. 7, 2020",3.362B
"Feb. 6, 2020",3.423B
"Feb. 5, 2020",3.460B
"Feb. 4, 2020",3.304B
"Feb. 3, 2020",3.258B
"Jan. 31, 2020",3.210B
"Jan. 30, 2020",3.245B
"Jan. 29, 2020",3.449B
"Jan. 28, 2020",3.557B
"Jan. 27, 2020",3.524B
"Jan. 24, 2020",3.640B
"Jan. 23, 2020",3.703B
"Jan. 22, 2020",3.770B
"Jan. 21, 2020",3.755B
"Jan. 17, 2020",3.874B
"Jan. 16, 2020",4.025B
"Jan. 15, 2020",4.264B
"Jan. 14, 2020",4.282B
"Jan. 13, 2020",4.175B
"Jan. 10, 2020",4.151B
"Jan. 9, 2020",4.187B
"Jan. 8, 2020",4.143B
"Jan. 7, 2020",4.239B
"Jan. 6, 2020",4.193B
"Jan. 3, 2020",4.177B
"Jan. 2, 2020",4.060B
"Dec. 31, 2019",4.099B
"Dec. 30, 2019",4.026B
"Dec. 27, 2019",4.055B
"Dec. 26, 2019",4.056B
"Dec. 24, 2019",4.061B
"Dec. 23, 2019",4.069B
"Dec. 20, 2019",3.942B
"Dec. 19, 2019",3.896B
"Dec. 18, 2019",3.894B
"Dec. 17, 2019",3.896B
"Dec. 16, 2019",3.864B
"Dec. 13, 2019",3.829B
"Dec. 12, 2019",3.966B
"Dec. 11, 2019",3.803B
"Dec. 10, 2019",3.807B
"Dec. 9, 2019",3.819B
"Dec. 6, 2019",3.737B
"Dec. 5, 2019",3.634B
"Dec. 4, 2019",3.689B
"Dec. 3, 2019",3.569B
"Dec. 2, 2019",3.587B
"Nov. 29, 2019",3.518B
"Nov. 27, 2019",3.633B
"Nov. 26, 2019",3.630B
"Nov. 25, 2019",3.682B
"Nov. 22, 2019",3.749B
"Nov. 21, 2019",3.694B
"Nov. 20, 2019",3.644B
"Nov. 19, 2019",3.543B
"Nov. 18, 2019",3.628B
"Nov. 15, 2019",3.720B
"Nov. 14, 2019",3.644B
"Nov. 13, 2019",3.659B
"Nov. 12, 2019",3.715B
"Nov. 11, 2019",3.734B
"Nov. 8, 2019",3.786B
"Nov. 7, 2019",3.819B
"Nov. 6, 2019",3.621B
"Nov. 5, 2019",3.688B
"Nov. 4, 2019",3.641B
"Nov. 1, 2019",3.365B
"Oct. 31, 2019",3.154B
"Oct. 30, 2019",2.983B
"Oct. 29, 2019",3.023B
"Oct. 28, 2019",3.012B
"Oct. 25, 2019",3.029B
"Oct. 24, 2019",3.003B
"Oct. 23, 2019",3.073B
"Oct. 22, 2019",2.983B
"Oct. 21, 2019",2.914B
"Oct. 18, 2019",2.853B
"Oct. 17, 2019",2.893B
"Oct. 16, 2019",2.927B
"Oct. 15, 2019",3.014B
"Oct. 14, 2019",3.052B
"Oct. 11, 2019",3.052B
