date,ohlson_score
"Dec. 31, 2019",-8.077
"Sept. 30, 2019",-0.389
"June 30, 2019",0.6332
"March 31, 2019",1.198
"Dec. 31, 2018",0.5581
"Sept. 30, 2018",0.0773
"June 30, 2018",1.868
"March 31, 2018",-0.9666
"Dec. 31, 2017",0.0453
"Sept. 30, 2017",-0.1144
"June 30, 2017",-1.710
"March 31, 2017",-0.4801
"Dec. 31, 2016",0.3279
"Sept. 30, 2016",-0.3004
"June 30, 2016",-35.35
"March 31, 2016",1.863
"Dec. 31, 2015",2.027
"Sept. 30, 2015",-0.0051
"June 30, 2015",-0.388
"March 31, 2015",-14.04
"Dec. 31, 2014",0.0701
"Sept. 30, 2014",0.0761
"June 30, 2014",0.5157
"March 31, 2014",0.1334
"Dec. 31, 2013",1.738
"Sept. 30, 2013",0.304
"June 30, 2013",0.1416
"March 31, 2013",-0.2893
"Dec. 31, 2012",0.2986
"Sept. 30, 2012",-0.1836
"June 30, 2012",-0.5928
"March 31, 2012",-1.136
"Dec. 31, 2011",-2.857
"Sept. 30, 2011",-0.4458
"June 30, 2011",-0.3175
"March 31, 2011",-0.4193
"Dec. 31, 2010",-0.1154
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",0.3001
"Dec. 31, 2009",-0.5866
"Sept. 30, 2009",-0.3823
"June 30, 2009",-0.2136
"March 31, 2009",-0.4402
"Dec. 31, 2008",1.598
"Sept. 30, 2008",-0.2945
"June 30, 2008",-0.2106
"March 31, 2008",-0.1113
"Dec. 31, 2007",0.2942
"Sept. 30, 2007",0.1141
"June 30, 2007",-0.3419
"March 31, 2007",-0.0433
"Dec. 31, 2006",0.728
"Sept. 30, 2006",-0.0575
"June 30, 2006",-0.2323
"March 31, 2006",0.2712
"Dec. 31, 2005",0.3679
"Sept. 30, 2005",0.4438
"June 30, 2005",-0.0268
"March 31, 2005",0.5798
"Dec. 31, 2004",0.4737
"Sept. 30, 2004",1.545
"June 30, 2004",0.1556
"March 31, 2004",0.9735
"Dec. 31, 2003",1.274
"Sept. 30, 2003",1.376
"June 30, 2003",1.297
"March 31, 2003",1.209
"Dec. 31, 2002",1.218
"Sept. 30, 2002",1.040
"June 30, 2002",0.9149
"March 31, 2002",6.661
"Dec. 31, 2001",1.471
"Sept. 30, 2001",2.682
"June 30, 2001",0.8659
"March 31, 2001",1.426
"Dec. 31, 2000",1.525
"Sept. 30, 2000",1.179
"June 30, 2000",1.148
"March 31, 2000",1.689
"Dec. 31, 1999",1.383
"Sept. 30, 1999",1.220
"June 30, 1999",0.8851
"March 31, 1999",5.789
"Dec. 31, 1998",0.9323
"Sept. 30, 1998",2.181
"June 30, 1998",1.104
"March 31, 1998",1.814
"Dec. 31, 1997",1.476
"Sept. 30, 1997",1.165
"June 30, 1997",1.356
"March 31, 1997",1.601
"Dec. 31, 1996",1.428
"Sept. 30, 1996",1.014
"June 30, 1996",1.090
"March 31, 1996",-2.880
"Dec. 31, 1995",0.5788
"Sept. 30, 1995",1.655
"June 30, 1995",0.6797
"March 31, 1995",0.8638
"Dec. 31, 1994",1.417
"Sept. 30, 1994",0.6019
"June 30, 1994",0.6765
"March 31, 1994",0.6741
"Dec. 31, 1993",0.7052
"Sept. 30, 1993",0.4354
"June 30, 1993",0.6766
"March 31, 1993",0.0021
"Dec. 31, 1992",-0.1799
"Sept. 30, 1992",0.573
"June 30, 1992",-0.0528
"March 31, 1992",0.2928
"Dec. 31, 1991",1.189
"Sept. 30, 1991",-0.8086
"June 30, 1991",0.4713
"March 31, 1991",0.933
"Dec. 31, 1990",1.857
"Sept. 30, 1990",1.161
"June 30, 1990",1.020
