date,revenues_per_share
"Dec. 31, 2019",4.886
"Sept. 30, 2019",4.661
"June 30, 2019",3.817
"March 31, 2019",3.384
"Dec. 31, 2018",2.732
"Sept. 30, 2018",2.730
"June 30, 2018",2.453
"March 31, 2018",2.270
"Dec. 31, 2017",-1.145
"Sept. 30, 2017",2.962
"June 30, 2017",2.768
"March 31, 2017",2.941
"Dec. 31, 2016",3.114
"Sept. 30, 2016",2.824
"June 30, 2016",2.380
"March 31, 2016",2.493
"Dec. 31, 2015",3.795
"Sept. 30, 2015",3.865
"June 30, 2015",4.118
"March 31, 2015",4.203
"Dec. 31, 2014",6.826
"Sept. 30, 2014",8.001
"June 30, 2014",7.542
"March 31, 2014",7.017
"Dec. 31, 2013",7.146
"Sept. 30, 2013",7.255
"June 30, 2013",6.926
"March 31, 2013",6.774
"Dec. 31, 2012",-17.37
"Sept. 30, 2012",13.61
"June 30, 2012",36.68
"March 31, 2012",35.68
"Dec. 31, 2011",-85.50
"Sept. 30, 2011",37.14
"June 30, 2011",38.00
"March 31, 2011",32.20
"Dec. 31, 2010",28.28
"Sept. 30, 2010",26.88
"June 30, 2010",28.95
"March 31, 2010",26.85
"Dec. 31, 2009",29.76
"Sept. 30, 2009",26.91
"June 30, 2009",23.68
"March 31, 2009",17.92
"Dec. 31, 2008",22.99
"Sept. 30, 2008",42.49
"June 30, 2008",43.40
"March 31, 2008",33.98
"Dec. 31, 2007",29.25
"Sept. 30, 2007",24.96
"June 30, 2007",24.27
"March 31, 2007",18.06
"Dec. 31, 2006",17.76
"Sept. 30, 2006",21.95
"June 30, 2006",20.08
"March 31, 2006",15.86
"Dec. 31, 2005",15.92
"Sept. 30, 2005",17.64
"June 30, 2005",15.72
"March 31, 2005",12.86
"Dec. 31, 2004",12.18
"Sept. 30, 2004",12.26
"June 30, 2004",11.28
"March 31, 2004",8.844
"Dec. 31, 2003",6.895
"Sept. 30, 2003",6.975
"June 30, 2003",6.613
"March 31, 2003",7.159
"Dec. 31, 2002",5.202
"Sept. 30, 2002",5.685
"June 30, 2002",5.608
"March 31, 2002",4.113
"Dec. 31, 2001",1.466
"Sept. 30, 2001",6.102
"June 30, 2001",7.104
"March 31, 2001",6.562
"Dec. 31, 2000",1.466
"Sept. 30, 2000",6.883
"June 30, 2000",6.035
"March 31, 2000",5.650
"Dec. 31, 1999",7.576
"Sept. 30, 1999",3.509
"June 30, 1999",2.498
"March 31, 1999",1.684
"Dec. 31, 1998",5.682
"Sept. 30, 1998",2.401
"June 30, 1998",2.471
"March 31, 1998",2.482
"Dec. 31, 1997",3.142
"Sept. 30, 1997",3.084
"June 30, 1997",2.798
"March 31, 1997",2.818
"Dec. 31, 1996",3.600
"Sept. 30, 1996",2.655
"June 30, 1996",2.757
"March 31, 1996",2.370
"Dec. 31, 1995",2.417
"Sept. 30, 1995",2.350
"June 30, 1995",2.497
"March 31, 1995",2.294
"Dec. 31, 1994",2.221
"Sept. 30, 1994",2.741
"June 30, 1994",2.411
"March 31, 1994",2.289
"Dec. 31, 1993",2.170
"Sept. 30, 1993",2.339
"June 30, 1993",2.417
"March 31, 1993",2.217
"Dec. 31, 1992",2.671
"Sept. 30, 1992",2.249
"June 30, 1992",2.267
"March 31, 1992",2.042
"Dec. 31, 1991",0.9865
"Sept. 30, 1991",2.612
"June 30, 1991",3.518
"March 31, 1991",3.508
"Dec. 31, 1990",3.931
"Sept. 30, 1990",4.262
"June 30, 1990",3.219
"March 31, 1990",3.402
"Dec. 31, 1989",3.066
"Sept. 30, 1989",3.254
"June 30, 1989",3.210
"March 31, 1989",2.854
"Dec. 31, 1988",2.687
"Sept. 30, 1988",2.818
"June 30, 1988",2.738
"March 31, 1988",2.654
"Dec. 31, 1987",2.546
"Sept. 30, 1987",3.176
"June 30, 1987",2.740
"March 31, 1987",2.482
"Dec. 31, 1986",2.171
"Sept. 30, 1986",2.438
"June 30, 1986",2.438
"March 31, 1986",2.438
"Dec. 31, 1985",3.672
"Sept. 30, 1985",4.068
"June 30, 1985",3.991
"March 31, 1985",3.387
"Dec. 31, 1984",3.693
"Sept. 30, 1984",3.831
"June 30, 1984",3.264
"March 31, 1984",3.748
