date,days_payables_outstanding
"Dec. 31, 2019",104.53
"Sept. 30, 2019",114.95
"June 30, 2019",119.27
"March 31, 2019",104.86
"Dec. 31, 2018",152.68
"Sept. 30, 2018",201.21
"June 30, 2018",211.52
"March 31, 2018",212.17
"Dec. 31, 2017",-2197.79
"Sept. 30, 2017",156.25
"June 30, 2017",171.20
"March 31, 2017",189.34
"Dec. 31, 2016",219.35
"Sept. 30, 2016",204.52
"June 30, 2016",249.45
"March 31, 2016",293.91
"Dec. 31, 2015",301.76
"Sept. 30, 2015",258.57
"June 30, 2015",267.76
"March 31, 2015",274.27
"Dec. 31, 2014",267.84
"Sept. 30, 2014",265.29
"June 30, 2014",271.28
"March 31, 2014",298.89
"Dec. 31, 2013",462.77
"Sept. 30, 2013",534.37
"June 30, 2013",372.72
"March 31, 2013",449.68
"Dec. 31, 2012",-86.43
"Sept. 30, 2012",130.71
"June 30, 2012",37.41
"March 31, 2012",35.86
"Dec. 31, 2011",-12.42
"Sept. 30, 2011",40.67
"June 30, 2011",37.39
"March 31, 2011",42.54
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",36.21
"Dec. 31, 2009",32.79
"Sept. 30, 2009",33.32
"June 30, 2009",33.49
"March 31, 2009",37.82
"Dec. 31, 2008",90.47
"Sept. 30, 2008",27.87
"June 30, 2008",29.46
"March 31, 2008",30.62
"Dec. 31, 2007",30.97
"Sept. 30, 2007",28.32
"June 30, 2007",31.66
"March 31, 2007",34.99
"Dec. 31, 2006",35.43
"Sept. 30, 2006",32.80
"June 30, 2006",32.06
"March 31, 2006",42.66
"Dec. 31, 2005",40.19
"Sept. 30, 2005",33.81
"June 30, 2005",39.68
"March 31, 2005",38.26
"Dec. 31, 2004",37.97
"Sept. 30, 2004",41.63
"June 30, 2004",42.33
"March 31, 2004",41.36
"Dec. 31, 2003",44.65
"Sept. 30, 2003",59.49
"June 30, 2003",55.16
"March 31, 2003",53.74
"Dec. 31, 2002",64.03
"Sept. 30, 2002",56.36
"June 30, 2002",52.33
"March 31, 2002",54.22
"Dec. 31, 2001",345.94
"Sept. 30, 2001",53.33
"June 30, 2001",52.76
"March 31, 2001",51.86
"Dec. 31, 2000",1464.23
"Sept. 30, 2000",48.83
"June 30, 2000",49.78
"March 31, 2000",42.07
"Dec. 31, 1999",28.58
"Sept. 30, 1999",80.20
"June 30, 1999",98.10
"March 31, 1999",95.18
"Dec. 31, 1998",32.12
"Sept. 30, 1998",100.13
"June 30, 1998",103.15
"March 31, 1998",95.90
"Dec. 31, 1997",79.00
"Sept. 30, 1997",85.67
"June 30, 1997",97.36
"March 31, 1997",102.68
"Dec. 31, 1996",79.98
"Sept. 30, 1996",107.13
"June 30, 1996",100.38
"March 31, 1996",102.63
"Dec. 31, 1995",91.33
"Sept. 30, 1995",92.86
"June 30, 1995",95.58
"March 31, 1995",93.98
"Dec. 31, 1994",83.98
"Sept. 30, 1994",95.29
"June 30, 1994",108.53
"March 31, 1994",100.08
"Dec. 31, 1993",76.19
"Sept. 30, 1993",110.33
"June 30, 1993",95.48
"March 31, 1993",86.37
"Dec. 31, 1992",83.36
"Sept. 30, 1992",0.00
"June 30, 1992",0.00
"March 31, 1992",96.85
"Dec. 31, 1991",127.68
"Sept. 30, 1991",112.81
"June 30, 1991",102.55
"March 31, 1991",104.71
"Dec. 31, 1990",86.79
"Sept. 30, 1990",82.10
"June 30, 1990",108.06
"March 31, 1990",110.60
"Dec. 31, 1989",107.84
