date,cash_financing_ttm
"Dec. 31, 2019",-1.135B
"Sept. 30, 2019",-688.30M
"June 30, 2019",1.341B
"March 31, 2019",114.90M
"Dec. 31, 2018",134.13M
"Sept. 30, 2018",-189.60M
"June 30, 2018",-193.31M
"March 31, 2018",-198.92M
"Dec. 31, 2017",-205.22M
"Sept. 30, 2017",-205.29M
"June 30, 2017",330.62M
"March 31, 2017",-656.48M
"Dec. 31, 2016",-290.88M
"Sept. 30, 2016",-593.57M
"June 30, 2016",-1.076B
"March 31, 2016",311.27M
"Dec. 31, 2015",-364.56M
"Sept. 30, 2015",-1.053B
"June 30, 2015",-914.99M
"March 31, 2015",-1.080B
"Dec. 31, 2014",-544.71M
"Sept. 30, 2014",532.46M
"June 30, 2014",464.92M
"March 31, 2014",163.79M
"Dec. 31, 2013",193.60M
"Sept. 30, 2013",416.76M
"June 30, 2013",681.72M
"March 31, 2013",933.14M
"Dec. 31, 2012",685.71M
"Sept. 30, 2012",-346.83M
"June 30, 2012",-945.74M
"March 31, 2012",-584.52M
"Dec. 31, 2011",-548.32M
"Sept. 30, 2011",102.18M
"June 30, 2011",128.88M
"March 31, 2011",-412.08M
"Dec. 31, 2010",-565.95M
"Sept. 30, 2010",-698.89M
"June 30, 2010",-557.41M
"March 31, 2010",-28.07M
"Dec. 31, 2009",67.03M
"Sept. 30, 2009",240.73M
"June 30, 2009",-184.10M
"March 31, 2009",-865.20M
"Dec. 31, 2008",-609.37M
"Sept. 30, 2008",-532.14M
"June 30, 2008",364.69M
"March 31, 2008",686.04M
"Dec. 31, 2007",624.78M
"Sept. 30, 2007",665.54M
"June 30, 2007",181.17M
"March 31, 2007",302.64M
"Dec. 31, 2006",171.44M
"Sept. 30, 2006",101.24M
"June 30, 2006",196.97M
"March 31, 2006",-88.74M
"Dec. 31, 2005",-108.32M
"Sept. 30, 2005",-528.03M
"June 30, 2005",-552.31M
"March 31, 2005",-514.20M
"Dec. 31, 2004",-570.03M
"Sept. 30, 2004",-103.05M
"June 30, 2004",-12.42M
"March 31, 2004",60.17M
"Dec. 31, 2003",161.53M
"Sept. 30, 2003",116.34M
"June 30, 2003",121.12M
"March 31, 2003",162.81M
"Dec. 31, 2002",301.27M
"Sept. 30, 2002",358.09M
"June 30, 2002",267.68M
"March 31, 2002",130.94M
"Dec. 31, 2001",-41.48M
"Sept. 30, 2001",-40.66M
"June 30, 2001",-36.23M
"March 31, 2001",-27.48M
"Dec. 31, 2000",-24.88M
"Sept. 30, 2000",-103.75M
"June 30, 2000",-152.36M
"March 31, 2000",-119.69M
"Dec. 31, 1999",-12.80M
"Sept. 30, 1999",87.00M
"June 30, 1999",146.50M
"March 31, 1999",123.90M
"Dec. 31, 1998",64.70M
"Sept. 30, 1998",-15.90M
"June 30, 1998",-31.50M
"March 31, 1998",-14.40M
"Dec. 31, 1997",-61.60M
"Sept. 30, 1997",-57.70M
"June 30, 1997",-21.30M
"March 31, 1997",-51.90M
"Dec. 31, 1996",-46.60M
"Sept. 30, 1996",-36.20M
"June 30, 1996",-28.90M
"March 31, 1996",-55.80M
"Dec. 31, 1995",-33.70M
"Sept. 30, 1995",-3.80M
"June 30, 1995",-19.30M
"March 31, 1995",18.50M
"Dec. 31, 1994",1.80M
"Sept. 30, 1994",-19.60M
"June 30, 1994",-21.80M
"March 31, 1994",-26.00M
"Dec. 31, 1993",-36.30M
"Sept. 30, 1993",-46.90M
"June 30, 1993",-79.40M
"March 31, 1993",-106.20M
"Dec. 31, 1992",-276.30M
"Sept. 30, 1992",-322.80M
"June 30, 1992",-265.50M
"March 31, 1992",-223.20M
"Dec. 31, 1991",-34.80M
"Sept. 30, 1991",-35.60M
"June 30, 1991",-93.20M
"March 31, 1991",-142.50M
"Dec. 31, 1990",-146.80M
