date,cash_operations_ttm
"Dec. 31, 2019",1.563B
"Sept. 30, 2019",1.412B
"June 30, 2019",1.480B
"March 31, 2019",1.175B
"Dec. 31, 2018",1.156B
"Sept. 30, 2018",1.293B
"June 30, 2018",880.80M
"March 31, 2018",1.281B
"Dec. 31, 2017",1.141B
"Sept. 30, 2017",1.136B
"June 30, 2017",1.074B
"March 31, 2017",860.68M
"Dec. 31, 2016",600.80M
"Sept. 30, 2016",359.88M
"June 30, 2016",657.16M
"March 31, 2016",745.00M
"Dec. 31, 2015",1.168B
"Sept. 30, 2015",1.850B
"June 30, 2015",2.179B
"March 31, 2015",2.811B
"Dec. 31, 2014",3.009B
"Sept. 30, 2014",3.210B
"June 30, 2014",3.429B
"March 31, 2014",3.384B
"Dec. 31, 2013",3.638B
"Sept. 30, 2013",3.634B
"June 30, 2013",3.378B
"March 31, 2013",2.986B
"Dec. 31, 2012",3.056B
"Sept. 30, 2012",2.370B
"June 30, 2012",2.575B
"March 31, 2012",2.613B
"Dec. 31, 2011",2.145B
"Sept. 30, 2011",2.804B
"June 30, 2011",2.599B
"March 31, 2011",2.822B
"Dec. 31, 2010",3.129B
"Sept. 30, 2010",2.879B
"June 30, 2010",2.800B
"March 31, 2010",2.314B
"Dec. 31, 2009",1.865B
"Sept. 30, 2009",1.630B
"June 30, 2009",2.044B
"March 31, 2009",2.973B
"Dec. 31, 2008",3.040B
"Sept. 30, 2008",3.422B
"June 30, 2008",2.566B
"March 31, 2008",1.955B
"Dec. 31, 2007",1.740B
"Sept. 30, 2007",1.266B
"June 30, 2007",1.475B
"March 31, 2007",1.017B
"Dec. 31, 2006",975.48M
"Sept. 30, 2006",1.080B
"June 30, 2006",956.94M
"March 31, 2006",1.209B
"Dec. 31, 2005",1.225B
"Sept. 30, 2005",996.10M
"June 30, 2005",994.23M
"March 31, 2005",997.76M
"Dec. 31, 2004",1.097B
"Sept. 30, 2004",979.63M
"June 30, 2004",868.30M
"March 31, 2004",745.61M
"Dec. 31, 2003",652.28M
"Sept. 30, 2003",808.44M
"June 30, 2003",701.00M
"March 31, 2003",712.68M
"Dec. 31, 2002",532.84M
"Sept. 30, 2002",376.46M
"June 30, 2002",454.76M
"March 31, 2002",434.97M
"Dec. 31, 2001",635.70M
"Sept. 30, 2001",734.68M
"June 30, 2001",768.21M
"March 31, 2001",820.92M
"Dec. 31, 2000",747.75M
"Sept. 30, 2000",648.01M
"June 30, 2000",581.86M
"March 31, 2000",511.38M
"Dec. 31, 1999",341.70M
"Sept. 30, 1999",249.40M
"June 30, 1999",227.20M
"March 31, 1999",224.80M
"Dec. 31, 1998",297.50M
"Sept. 30, 1998",368.60M
"June 30, 1998",419.70M
"March 31, 1998",363.20M
"Dec. 31, 1997",401.80M
"Sept. 30, 1997",460.90M
"June 30, 1997",419.20M
"March 31, 1997",447.50M
"Dec. 31, 1996",474.30M
"Sept. 30, 1996",442.50M
"June 30, 1996",347.30M
"March 31, 1996",383.80M
"Dec. 31, 1995",322.90M
"Sept. 30, 1995",263.20M
"June 30, 1995",348.20M
"March 31, 1995",260.50M
"Dec. 31, 1994",337.30M
"Sept. 30, 1994",430.00M
"June 30, 1994",390.10M
"March 31, 1994",472.10M
"Dec. 31, 1993",363.00M
"Sept. 30, 1993",231.50M
"June 30, 1993",234.40M
"March 31, 1993",253.00M
"Dec. 31, 1992",292.30M
"Sept. 30, 1992",374.70M
"June 30, 1992",341.30M
"March 31, 1992",272.80M
"Dec. 31, 1991",235.90M
"Sept. 30, 1991",234.70M
"June 30, 1991",274.00M
"March 31, 1991",251.90M
"Dec. 31, 1990",292.40M
