date,three_month_return
"May 15, 2019",-3.90%
"May 14, 2019",-3.05%
"May 13, 2019",-3.19%
"May 10, 2019",5.28%
"May 9, 2019",5.62%
"May 8, 2019",3.79%
"May 7, 2019",1.59%
"May 6, 2019",-4.65%
"May 3, 2019",-6.15%
"May 2, 2019",-9.29%
"May 1, 2019",-7.58%
"April 30, 2019",-2.19%
"April 29, 2019",-0.44%
"April 26, 2019",0.69%
"April 25, 2019",3.68%
"April 24, 2019",5.81%
"April 23, 2019",8.72%
"April 22, 2019",5.02%
"April 18, 2019",-2.74%
"April 17, 2019",-0.04%
"April 16, 2019",1.88%
"April 15, 2019",5.90%
"April 12, 2019",9.82%
"April 11, 2019",6.72%
"April 10, 2019",3.88%
"April 9, 2019",3.34%
"April 8, 2019",9.11%
"April 5, 2019",12.81%
"April 4, 2019",9.41%
"April 3, 2019",13.12%
"April 2, 2019",20.61%
"April 1, 2019",26.68%
"March 29, 2019",26.68%
"March 28, 2019",27.54%
"March 27, 2019",23.48%
"March 26, 2019",22.71%
"March 25, 2019",27.80%
"March 22, 2019",21.83%
"March 21, 2019",32.29%
"March 20, 2019",25.08%
"March 19, 2019",17.64%
"March 18, 2019",15.37%
"March 15, 2019",8.06%
"March 14, 2019",9.41%
"March 13, 2019",7.25%
"March 12, 2019",7.33%
"March 11, 2019",6.31%
"March 8, 2019",-3.30%
"March 7, 2019",0.03%
"March 6, 2019",-1.13%
"March 5, 2019",-1.74%
"March 4, 2019",-2.65%
"March 1, 2019",-5.86%
"Feb. 28, 2019",-9.77%
"Feb. 27, 2019",-3.61%
"Feb. 26, 2019",-3.85%
"Feb. 25, 2019",-1.30%
"Feb. 22, 2019",-6.33%
"Feb. 21, 2019",-6.46%
"Feb. 20, 2019",-2.86%
"Feb. 19, 2019",-7.17%
"Feb. 15, 2019",-8.34%
"Feb. 14, 2019",-7.15%
"Feb. 13, 2019",-5.43%
"Feb. 12, 2019",-10.30%
"Feb. 11, 2019",-13.81%
"Feb. 8, 2019",-14.99%
"Feb. 7, 2019",-17.00%
"Feb. 6, 2019",-10.39%
"Feb. 5, 2019",-9.10%
"Feb. 4, 2019",-8.00%
"Feb. 1, 2019",-11.23%
"Jan. 31, 2019",-14.16%
"Jan. 30, 2019",-10.99%
"Jan. 29, 2019",-9.89%
"Jan. 28, 2019",-15.07%
"Jan. 25, 2019",-14.05%
"Jan. 24, 2019",-14.74%
"Jan. 23, 2019",-17.91%
"Jan. 22, 2019",-19.08%
"Jan. 18, 2019",-18.75%
"Jan. 17, 2019",-20.46%
"Jan. 16, 2019",-21.74%
"Jan. 15, 2019",-24.16%
"Jan. 14, 2019",-25.49%
"Jan. 11, 2019",-24.45%
"Jan. 10, 2019",-13.19%
"Jan. 9, 2019",-18.64%
"Jan. 8, 2019",-21.69%
"Jan. 7, 2019",-23.36%
"Jan. 4, 2019",-23.78%
"Jan. 3, 2019",-28.42%
"Jan. 2, 2019",-28.60%
"Dec. 31, 2018",-29.84%
"Dec. 28, 2018",-30.62%
"Dec. 27, 2018",-28.01%
"Dec. 26, 2018",-26.84%
"Dec. 24, 2018",-32.34%
"Dec. 21, 2018",-27.21%
"Dec. 20, 2018",-22.74%
"Dec. 19, 2018",-19.78%
"Dec. 18, 2018",-17.10%
"Dec. 17, 2018",-12.88%
"Dec. 14, 2018",-10.99%
"Dec. 13, 2018",-7.09%
"Dec. 12, 2018",-9.75%
"Dec. 11, 2018",-9.16%
"Dec. 10, 2018",-3.63%
"Dec. 7, 2018",0.94%
"Dec. 6, 2018",1.41%
"Dec. 4, 2018",3.09%
"Dec. 3, 2018",3.80%
"Nov. 30, 2018",1.21%
"Nov. 29, 2018",2.01%
"Nov. 28, 2018",5.05%
"Nov. 27, 2018",-2.47%
"Nov. 26, 2018",-3.31%
"Nov. 23, 2018",-2.15%
"Nov. 21, 2018",4.19%
"Nov. 20, 2018",3.22%
"Nov. 19, 2018",7.43%
"Nov. 16, 2018",4.71%
"Nov. 15, 2018",6.69%
"Nov. 14, 2018",1.77%
"Nov. 13, 2018",-2.64%
"Nov. 12, 2018",-1.84%
"Nov. 9, 2018",2.75%
"Nov. 8, 2018",-5.38%
"Nov. 7, 2018",-4.64%
"Nov. 6, 2018",-5.68%
"Nov. 5, 2018",-7.29%
"Nov. 2, 2018",-7.43%
"Nov. 1, 2018",-3.52%
"Oct. 31, 2018",-4.21%
"Oct. 30, 2018",-4.89%
"Oct. 29, 2018",-5.39%
"Oct. 26, 2018",-3.94%
"Oct. 25, 2018",-2.62%
"Oct. 24, 2018",-1.89%
"Oct. 23, 2018",3.32%
"Oct. 22, 2018",6.48%
"Oct. 19, 2018",8.60%
"Oct. 18, 2018",7.22%
"Oct. 17, 2018",10.19%
"Oct. 16, 2018",11.57%
"Oct. 15, 2018",7.76%
"Oct. 12, 2018",8.56%
"Oct. 11, 2018",6.81%
"Oct. 10, 2018",-7.13%
"Oct. 9, 2018",-0.21%
"Oct. 8, 2018",2.57%
"Oct. 5, 2018",2.56%
"Oct. 4, 2018",0.18%
"Oct. 3, 2018",2.50%
"Oct. 2, 2018",2.03%
"Oct. 1, 2018",0.38%
"Sept. 28, 2018",-1.07%
"Sept. 27, 2018",-2.96%
"Sept. 26, 2018",-1.78%
"Sept. 25, 2018",-0.31%
"Sept. 24, 2018",-4.24%
"Sept. 21, 2018",-5.85%
"Sept. 20, 2018",-9.35%
"Sept. 19, 2018",-6.30%
"Sept. 18, 2018",-6.50%
"Sept. 17, 2018",-5.49%
"Sept. 14, 2018",-7.70%
"Sept. 13, 2018",-8.43%
"Sept. 12, 2018",-5.90%
"Sept. 11, 2018",-10.41%
"Sept. 10, 2018",-11.83%
"Sept. 7, 2018",-11.50%
"Sept. 6, 2018",-9.64%
"Sept. 5, 2018",-5.95%
"Sept. 4, 2018",-5.09%
"Aug. 31, 2018",0.26%
"Aug. 30, 2018",2.01%
"Aug. 29, 2018",5.93%
"Aug. 28, 2018",4.06%
"Aug. 27, 2018",6.59%
"Aug. 24, 2018",1.06%
"Aug. 23, 2018",-3.07%
"Aug. 22, 2018",-2.49%
"Aug. 21, 2018",-5.75%
"Aug. 20, 2018",-4.66%
"Aug. 17, 2018",-7.56%
"Aug. 16, 2018",-4.01%
"Aug. 15, 2018",-3.11%
"Aug. 14, 2018",-0.26%
"Aug. 13, 2018",2.20%
"Aug. 10, 2018",2.07%
"Aug. 9, 2018",-0.43%
"Aug. 8, 2018",9.50%
"Aug. 7, 2018",13.69%
"Aug. 6, 2018",13.41%
"Aug. 3, 2018",16.77%
"Aug. 2, 2018",10.09%
"Aug. 1, 2018",10.26%
"July 31, 2018",10.46%
"July 30, 2018",9.27%
"July 27, 2018",7.53%
"July 26, 2018",8.03%
"July 25, 2018",6.53%
"July 24, 2018",7.17%
"July 23, 2018",3.37%
"July 20, 2018",4.18%
"July 19, 2018",4.90%
"July 18, 2018",4.87%
"July 17, 2018",10.34%
"July 16, 2018",10.60%
"July 13, 2018",14.94%
"July 12, 2018",16.06%
"July 11, 2018",15.84%
"July 10, 2018",21.44%
"July 9, 2018",26.05%
"July 6, 2018",24.55%
"July 5, 2018",22.97%
"July 3, 2018",30.35%
"July 2, 2018",31.42%
"June 29, 2018",30.69%
"June 28, 2018",32.83%
"June 27, 2018",31.57%
"June 26, 2018",27.94%
"June 25, 2018",26.50%
"June 22, 2018",33.18%
"June 21, 2018",28.08%
"June 20, 2018",39.17%
"June 19, 2018",36.56%
"June 18, 2018",30.57%
"June 15, 2018",29.73%
"June 14, 2018",30.44%
"June 13, 2018",30.92%
"June 12, 2018",30.30%
"June 11, 2018",36.23%
"June 8, 2018",36.49%
"June 7, 2018",33.37%
"June 6, 2018",26.70%
"June 5, 2018",22.18%
"June 4, 2018",20.02%
"June 1, 2018",22.39%
"May 31, 2018",21.30%
"May 30, 2018",21.89%
"May 29, 2018",16.45%
"May 25, 2018",11.11%
"May 24, 2018",17.86%
"May 23, 2018",19.95%
"May 22, 2018",21.25%
"May 21, 2018",27.72%
"May 18, 2018",17.75%
"May 17, 2018",19.86%
"May 16, 2018",17.19%
"May 15, 2018",13.80%
"May 14, 2018",12.34%
"May 11, 2018",13.93%
"May 10, 2018",15.53%
"May 9, 2018",15.00%
"May 8, 2018",11.24%
"May 7, 2018",3.82%
"May 4, 2018",-1.12%
"May 3, 2018",-3.97%
"May 2, 2018",1.12%
"May 1, 2018",-5.82%
"April 30, 2018",-7.64%
"April 27, 2018",-13.74%
"April 26, 2018",-12.30%
"April 25, 2018",-9.97%
"April 24, 2018",-13.34%
"April 23, 2018",-11.84%
"April 20, 2018",-11.43%
"April 19, 2018",-10.82%
"April 18, 2018",-11.24%
"April 17, 2018",-17.51%
"April 16, 2018",-15.85%
"April 13, 2018",-17.05%
"April 12, 2018",-17.94%
"April 11, 2018",-16.37%
"April 10, 2018",-16.34%
"April 9, 2018",-19.96%
"April 6, 2018",-19.64%
"April 5, 2018",-18.46%
"April 4, 2018",-20.59%
"April 3, 2018",-20.68%
"April 2, 2018",-21.80%
"March 29, 2018",-16.78%
"March 28, 2018",-19.84%
"March 27, 2018",-18.58%
"March 26, 2018",-18.98%
"March 23, 2018",-17.17%
"March 22, 2018",-17.59%
"March 21, 2018",-12.81%
"March 20, 2018",-15.44%
"March 19, 2018",-14.19%
"March 16, 2018",-7.23%
"March 15, 2018",-9.56%
"March 14, 2018",-9.61%
"March 13, 2018",-9.36%
"March 12, 2018",-10.87%
"March 9, 2018",-11.01%
"March 8, 2018",-13.08%
"March 7, 2018",-10.43%
"March 6, 2018",-7.73%
"March 5, 2018",-8.71%
"March 2, 2018",-9.75%
"March 1, 2018",-11.67%
"Feb. 28, 2018",-9.88%
"Feb. 27, 2018",-7.34%
"Feb. 26, 2018",-7.78%
"Feb. 23, 2018",-6.49%
"Feb. 22, 2018",-7.38%
"Feb. 21, 2018",-9.39%
"Feb. 20, 2018",-5.52%
"Feb. 16, 2018",-4.18%
"Feb. 15, 2018",-1.74%
"Feb. 14, 2018",-2.05%
"Feb. 13, 2018",-9.46%
"Feb. 12, 2018",-6.31%
"Feb. 9, 2018",-11.61%
"Feb. 8, 2018",-8.09%
"Feb. 7, 2018",-3.28%
"Feb. 6, 2018",-0.14%
"Feb. 5, 2018",2.64%
"Feb. 2, 2018",6.00%
"Feb. 1, 2018",14.86%
"Jan. 31, 2018",20.00%
"Jan. 30, 2018",24.67%
"Jan. 29, 2018",32.23%
"Jan. 26, 2018",38.77%
"Jan. 25, 2018",36.73%
"Jan. 24, 2018",36.78%
"Jan. 23, 2018",35.60%
"Jan. 22, 2018",34.78%
"Jan. 19, 2018",33.15%
"Jan. 18, 2018",34.67%
"Jan. 17, 2018",34.79%
"Jan. 16, 2018",31.04%
"Jan. 12, 2018",34.56%
"Jan. 11, 2018",33.09%
"Jan. 10, 2018",30.20%
"Jan. 9, 2018",29.10%
"Jan. 8, 2018",27.96%
"Jan. 5, 2018",23.88%
"Jan. 4, 2018",22.36%
"Jan. 3, 2018",21.91%
"Jan. 2, 2018",20.91%
"Dec. 29, 2017",16.91%
"Dec. 28, 2017",17.27%
"Dec. 27, 2017",15.17%
"Dec. 26, 2017",18.09%
"Dec. 22, 2017",18.98%
"Dec. 21, 2017",16.36%
"Dec. 20, 2017",14.22%
"Dec. 19, 2017",13.36%
"Dec. 18, 2017",11.81%
"Dec. 15, 2017",9.79%
"Dec. 14, 2017",11.32%
"Dec. 13, 2017",11.64%
"Dec. 12, 2017",17.25%
"Dec. 11, 2017",23.03%
"Dec. 8, 2017",21.23%
"Dec. 7, 2017",13.35%
"Dec. 6, 2017",15.10%
"Dec. 5, 2017",23.15%
"Dec. 4, 2017",23.82%
"Dec. 1, 2017",25.24%
"Nov. 30, 2017",23.51%
"Nov. 29, 2017",24.26%
"Nov. 28, 2017",23.65%
"Nov. 27, 2017",20.04%
"Nov. 24, 2017",22.94%
"Nov. 22, 2017",22.03%
"Nov. 21, 2017",19.94%
"Nov. 20, 2017",16.06%
"Nov. 17, 2017",16.24%
"Nov. 16, 2017",12.62%
"Nov. 15, 2017",10.32%
"Nov. 14, 2017",10.19%
"Nov. 13, 2017",13.26%
"Nov. 10, 2017",13.52%
"Nov. 9, 2017",14.05%
"Nov. 8, 2017",11.91%
"Nov. 7, 2017",13.03%
"Nov. 6, 2017",10.29%
"Nov. 3, 2017",7.31%
"Nov. 2, 2017",8.33%
"Nov. 1, 2017",4.22%
"Oct. 31, 2017",0.64%
"Oct. 30, 2017",-3.65%
"Oct. 27, 2017",-3.65%
"Oct. 26, 2017",-1.96%
"Oct. 25, 2017",-2.72%
"Oct. 24, 2017",1.84%
"Oct. 23, 2017",0.91%
"Oct. 20, 2017",-0.43%
"Oct. 19, 2017",-2.16%
"Oct. 18, 2017",4.42%
"Oct. 17, 2017",3.14%
"Oct. 16, 2017",2.28%
"Oct. 13, 2017",2.60%
"Oct. 12, 2017",4.05%
"Oct. 11, 2017",4.76%
"Oct. 10, 2017",5.12%
"Oct. 9, 2017",6.58%
"Oct. 6, 2017",5.00%
"Oct. 5, 2017",5.50%
"Oct. 4, 2017",2.06%
"Oct. 3, 2017",1.37%
"Oct. 2, 2017",3.75%
"Sept. 29, 2017",3.55%
"Sept. 28, 2017",8.92%
"Sept. 27, 2017",13.11%
"Sept. 26, 2017",10.98%
"Sept. 25, 2017",7.57%
"Sept. 22, 2017",6.81%
"Sept. 21, 2017",6.65%
"Sept. 20, 2017",4.99%
"Sept. 19, 2017",0.98%
"Sept. 18, 2017",1.81%
"Sept. 15, 2017",4.56%
"Sept. 14, 2017",2.57%
"Sept. 13, 2017",-3.65%
"Sept. 12, 2017",-4.61%
"Sept. 11, 2017",-6.98%
"Sept. 8, 2017",-2.53%
"Sept. 7, 2017",2.78%
"Sept. 6, 2017",-1.25%
"Sept. 5, 2017",-2.97%
"Sept. 1, 2017",-5.77%
"Aug. 31, 2017",-7.17%
"Aug. 30, 2017",-8.27%
"Aug. 29, 2017",-10.59%
"Aug. 28, 2017",-10.11%
"Aug. 25, 2017",-7.95%
"Aug. 24, 2017",-11.13%
"Aug. 23, 2017",-11.87%
"Aug. 22, 2017",-13.67%
"Aug. 21, 2017",-13.61%
"Aug. 18, 2017",-7.26%
"Aug. 17, 2017",-7.31%
"Aug. 16, 2017",-5.88%
"Aug. 15, 2017",-6.05%
"Aug. 14, 2017",-5.12%
"Aug. 11, 2017",-5.09%
"Aug. 10, 2017",-6.31%
"Aug. 9, 2017",-1.88%
"Aug. 8, 2017",-3.17%
"Aug. 7, 2017",-1.18%
"Aug. 4, 2017",4.47%
"Aug. 3, 2017",0.08%
"Aug. 2, 2017",-0.89%
"Aug. 1, 2017",0.73%
"July 31, 2017",1.53%
"July 28, 2017",3.67%
"July 27, 2017",0.34%
"July 26, 2017",-6.03%
"July 25, 2017",-5.96%
"July 24, 2017",-6.66%
"July 21, 2017",-5.97%
"July 20, 2017",-3.47%
"July 19, 2017",-2.05%
"July 18, 2017",-11.07%
"July 17, 2017",-9.99%
"July 14, 2017",-7.76%
"July 13, 2017",-9.33%
"July 12, 2017",-12.03%
"July 11, 2017",-13.39%
"July 10, 2017",-13.26%
"July 7, 2017",-12.14%
"July 6, 2017",-12.15%
"July 5, 2017",-9.29%
"July 3, 2017",-7.11%
"June 30, 2017",-9.37%
"June 29, 2017",-9.20%
"June 28, 2017",-9.10%
"June 27, 2017",-7.62%
"June 26, 2017",-5.28%
"June 23, 2017",-4.57%
"June 22, 2017",-7.16%
"June 21, 2017",-6.95%
"June 20, 2017",-9.07%
"June 19, 2017",-6.65%
"June 16, 2017",-6.42%
"June 15, 2017",-10.35%
"June 14, 2017",-5.25%
"June 13, 2017",-0.34%
"June 12, 2017",-3.69%
"June 9, 2017",-5.40%
"June 8, 2017",-6.96%
"June 7, 2017",-13.05%
"June 6, 2017",-12.08%
"June 5, 2017",-13.62%
"June 2, 2017",-14.56%
"June 1, 2017",-15.49%
"May 31, 2017",-13.72%
"May 30, 2017",-12.80%
"May 26, 2017",-10.09%
"May 25, 2017",-10.66%
"May 24, 2017",-6.79%
"May 23, 2017",-6.83%
"May 22, 2017",-3.53%
"May 19, 2017",-4.52%
"May 18, 2017",-7.76%
"May 17, 2017",-7.51%
"May 16, 2017",-6.47%
"May 15, 2017",-5.57%
"May 12, 2017",-6.67%
"May 11, 2017",-5.44%
"May 10, 2017",-3.79%
"May 9, 2017",-5.70%
"May 8, 2017",-5.20%
"May 5, 2017",-11.85%
"May 4, 2017",-14.81%
"May 3, 2017",-13.47%
"May 2, 2017",-11.51%
"May 1, 2017",-9.54%
"April 28, 2017",-12.68%
"April 27, 2017",-11.77%
"April 26, 2017",-12.51%
"April 25, 2017",-15.01%
"April 24, 2017",-16.33%
"April 21, 2017",-15.24%
"April 20, 2017",-15.87%
"April 19, 2017",-14.94%
"April 18, 2017",-11.20%
"April 17, 2017",-10.34%
"April 13, 2017",-11.47%
"April 12, 2017",-9.12%
"April 11, 2017",-8.63%
"April 10, 2017",-7.92%
"April 7, 2017",-11.31%
"April 6, 2017",-10.10%
"April 5, 2017",-11.86%
"April 4, 2017",-9.17%
"April 3, 2017",-10.65%
"March 31, 2017",-8.16%
"March 30, 2017",-9.16%
"March 29, 2017",-10.23%
"March 28, 2017",-14.89%
"March 27, 2017",-19.99%
"March 24, 2017",-20.27%
"March 23, 2017",-19.41%
"March 22, 2017",-18.24%
"March 21, 2017",-18.92%
"March 20, 2017",-17.11%
"March 17, 2017",-17.98%
"March 16, 2017",-18.37%
"March 15, 2017",-16.29%
"March 14, 2017",-19.91%
"March 13, 2017",-23.03%
"March 10, 2017",-19.44%
"March 9, 2017",-19.19%
"March 8, 2017",-21.98%
"March 7, 2017",-15.45%
"March 6, 2017",-15.20%
"March 3, 2017",-14.49%
"March 2, 2017",-14.12%
"March 1, 2017",-11.21%
"Feb. 28, 2017",-4.75%
"Feb. 27, 2017",-6.44%
"Feb. 24, 2017",-9.98%
"Feb. 23, 2017",-9.18%
"Feb. 22, 2017",-10.22%
"Feb. 21, 2017",-9.76%
"Feb. 17, 2017",-7.29%
"Feb. 16, 2017",-7.10%
"Feb. 15, 2017",-8.80%
"Feb. 14, 2017",0.39%
"Feb. 13, 2017",3.68%
"Feb. 10, 2017",-0.80%
"Feb. 9, 2017",0.97%
"Feb. 8, 2017",4.90%
"Feb. 7, 2017",4.41%
"Feb. 6, 2017",11.84%
"Feb. 3, 2017",9.76%
"Feb. 2, 2017",13.31%
"Feb. 1, 2017",10.20%
"Jan. 31, 2017",11.75%
"Jan. 30, 2017",5.65%
"Jan. 27, 2017",8.62%
"Jan. 26, 2017",4.68%
"Jan. 25, 2017",12.01%
"Jan. 24, 2017",8.52%
"Jan. 23, 2017",7.16%
"Jan. 20, 2017",8.42%
"Jan. 19, 2017",7.78%
"Jan. 18, 2017",10.78%
"Jan. 17, 2017",10.38%
"Jan. 13, 2017",8.62%
"Jan. 12, 2017",7.66%
"Jan. 11, 2017",6.04%
"Jan. 10, 2017",1.75%
"Jan. 9, 2017",3.56%
"Jan. 6, 2017",4.98%
"Jan. 5, 2017",3.88%
"Jan. 4, 2017",5.83%
"Jan. 3, 2017",2.46%
"Dec. 30, 2016",2.40%
"Dec. 29, 2016",3.76%
"Dec. 28, 2016",10.79%
"Dec. 27, 2016",26.29%
"Dec. 23, 2016",23.89%
"Dec. 22, 2016",17.24%
"Dec. 21, 2016",23.70%
"Dec. 20, 2016",30.89%
"Dec. 19, 2016",28.15%
"Dec. 16, 2016",26.77%
"Dec. 15, 2016",25.22%
"Dec. 14, 2016",30.47%
"Dec. 13, 2016",31.22%
"Dec. 12, 2016",17.58%
"Dec. 9, 2016",18.04%
"Dec. 8, 2016",11.46%
"Dec. 7, 2016",17.81%
"Dec. 6, 2016",21.81%
"Dec. 5, 2016",24.07%
"Dec. 2, 2016",22.35%
"Dec. 1, 2016",25.09%
"Nov. 30, 2016",19.78%
"Nov. 29, 2016",1.69%
"Nov. 28, 2016",2.98%
"Nov. 25, 2016",6.25%
"Nov. 23, 2016",4.86%
"Nov. 22, 2016",6.33%
"Nov. 21, 2016",5.32%
"Nov. 18, 2016",0.85%
"Nov. 17, 2016",4.23%
"Nov. 16, 2016",4.00%
"Nov. 15, 2016",6.15%
"Nov. 14, 2016",-1.15%
"Nov. 11, 2016",-4.09%
"Nov. 10, 2016",3.68%
"Nov. 9, 2016",-0.89%
"Nov. 8, 2016",-5.37%
"Nov. 7, 2016",-3.77%
"Nov. 4, 2016",-3.84%
"Nov. 3, 2016",1.84%
"Nov. 2, 2016",0.43%
"Nov. 1, 2016",2.11%
"Oct. 31, 2016",-5.69%
"Oct. 28, 2016",1.20%
