Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/14/2020,02/18/2020,03/02/2020,02/05/2020,Normal,0.25
11/15/2019,11/18/2019,12/02/2019,10/02/2019,Normal,0.25
08/16/2019,08/19/2019,09/03/2019,08/07/2019,Normal,0.25
05/17/2019,05/20/2019,06/03/2019,04/03/2019,Normal,0.25
02/15/2019,02/19/2019,03/01/2019,02/06/2019,Normal,0.25
11/08/2018,11/12/2018,12/03/2018,10/03/2018,Normal,0.25
08/10/2018,08/13/2018,09/04/2018,08/01/2018,Normal,0.25
05/11/2018,05/14/2018,06/01/2018,04/04/2018,Normal,0.25
02/16/2018,02/20/2018,03/05/2018,02/08/2018,Normal,0.25
11/10/2017,11/13/2017,12/01/2017,11/10/2017,Normal,0.25
08/10/2017,08/14/2017,09/01/2017,08/01/2017,Normal,0.25
05/11/2017,05/15/2017,06/01/2017,04/05/2017,Normal,0.25
02/09/2017,02/13/2017,03/01/2017,02/01/2017,Normal,0.25
11/09/2016,11/14/2016,12/01/2016,10/05/2016,Normal,0.25
08/11/2016,08/15/2016,09/01/2016,08/08/2016,Normal,0.25
05/12/2016,05/16/2016,06/01/2016,04/06/2016,Normal,0.35
02/11/2016,02/16/2016,03/01/2016,02/03/2016,Normal,0.35
11/12/2015,11/16/2015,12/01/2015,10/07/2015,Normal,0.35
08/13/2015,08/17/2015,09/01/2015,08/05/2015,Normal,0.35
05/13/2015,05/15/2015,06/01/2015,04/01/2015,Normal,0.35
02/12/2015,02/17/2015,03/02/2015,02/04/2015,Normal,0.35
11/12/2014,11/14/2014,12/01/2014,10/01/2014,Normal,0.35
08/14/2014,08/18/2014,09/02/2014,08/07/2014,Normal,0.35
05/14/2014,05/16/2014,06/02/2014,04/02/2014,Normal,0.3125
02/13/2014,02/18/2014,03/03/2014,02/05/2014,Normal,0.3125
11/13/2013,11/15/2013,12/02/2013,10/02/2013,Normal,0.3125
08/19/2013,08/21/2013,08/30/2013,08/07/2013,Normal,0.3125
05/15/2013,05/17/2013,06/03/2013,04/03/2013,Normal,0.3125
02/14/2013,02/19/2013,03/01/2013,02/06/2013,Normal,0.3125
11/14/2012,11/16/2012,12/03/2012,10/17/2012,Special,2.50
11/14/2012,11/16/2012,12/03/2012,10/04/2012,Normal,0.3125
08/15/2012,08/17/2012,09/04/2012,08/02/2012,Normal,0.3125
05/14/2012,05/16/2012,06/01/2012,04/04/2012,Normal,0.275
02/10/2012,02/14/2012,03/01/2012,02/02/2012,Normal,0.275
11/08/2011,11/10/2011,12/01/2011,10/06/2011,Normal,0.275
08/11/2011,08/15/2011,09/01/2011,08/04/2011,Normal,0.275
05/11/2011,05/13/2011,06/01/2011,04/07/2011,Normal,0.275
02/11/2011,02/15/2011,03/01/2011,02/03/2011,Normal,0.275
11/09/2010,11/12/2010,12/01/2010,10/07/2010,Normal,0.275
