date,market_beta_60_month
"Feb. 29, 2020",2.001
"Jan. 31, 2020",2.157
"Dec. 31, 2019",2.142
"Nov. 30, 2019",2.096
"Oct. 31, 2019",2.037
"Sept. 30, 2019",2.034
"Aug. 31, 2019",2.018
"July 31, 2019",1.936
"June 30, 2019",1.944
"May 31, 2019",2.068
"April 30, 2019",2.142
"March 31, 2019",2.210
"Feb. 28, 2019",2.210
"Jan. 31, 2019",2.189
"Dec. 31, 2018",2.194
"Nov. 30, 2018",2.087
"Oct. 31, 2018",2.106
"Sept. 30, 2018",2.257
"Aug. 31, 2018",2.265
"July 31, 2018",2.240
"June 30, 2018",2.299
"May 31, 2018",2.302
"April 30, 2018",2.302
"March 31, 2018",2.320
"Feb. 28, 2018",2.396
"Jan. 31, 2018",2.302
"Dec. 31, 2017",2.292
"Nov. 30, 2017",2.291
"Oct. 31, 2017",2.284
"Sept. 30, 2017",2.163
"Aug. 31, 2017",2.137
"July 31, 2017",2.099
"June 30, 2017",2.099
"May 31, 2017",2.116
"April 30, 2017",2.113
"March 31, 2017",2.108
"Feb. 28, 2017",2.044
"Jan. 31, 2017",2.090
"Dec. 31, 2016",2.101
"Nov. 30, 2016",2.117
"Oct. 31, 2016",1.976
"Sept. 30, 2016",2.023
"Aug. 31, 2016",2.067
"July 31, 2016",2.090
"June 30, 2016",2.141
"May 31, 2016",2.142
"April 30, 2016",2.176
"March 31, 2016",2.214
"Feb. 29, 2016",1.920
"Jan. 31, 2016",1.938
"Dec. 31, 2015",1.910
"Nov. 30, 2015",1.854
"Oct. 31, 2015",1.848
"Sept. 30, 2015",1.800
"Aug. 31, 2015",1.743
"July 31, 2015",1.760
"June 30, 2015",1.786
"May 31, 2015",1.754
"April 30, 2015",1.699
"March 31, 2015",1.702
"Feb. 28, 2015",1.685
"Jan. 31, 2015",1.650
"Dec. 31, 2014",1.616
"Nov. 30, 2014",1.623
"Oct. 31, 2014",1.556
"Sept. 30, 2014",1.529
"Aug. 31, 2014",1.501
"July 31, 2014",1.497
"June 30, 2014",1.465
"May 31, 2014",1.471
"April 30, 2014",1.554
"March 31, 2014",1.495
"Feb. 28, 2014",1.467
"Jan. 31, 2014",1.339
"Dec. 31, 2013",1.216
"Nov. 30, 2013",1.218
"Oct. 31, 2013",1.234
"Sept. 30, 2013",1.245
"Aug. 31, 2013",1.284
"July 31, 2013",1.292
"June 30, 2013",1.294
"May 31, 2013",1.202
"April 30, 2013",1.202
"March 31, 2013",1.217
"Feb. 28, 2013",1.214
"Jan. 31, 2013",1.183
"Dec. 31, 2012",1.222
"Nov. 30, 2012",1.210
"Oct. 31, 2012",1.204
"Sept. 30, 2012",1.222
"Aug. 31, 2012",1.240
"July 31, 2012",1.245
"June 30, 2012",1.227
"May 31, 2012",1.219
"April 30, 2012",1.197
"March 31, 2012",1.192
"Feb. 29, 2012",1.220
"Jan. 31, 2012",1.208
"Dec. 31, 2011",1.202
"Nov. 30, 2011",1.197
"Oct. 31, 2011",1.209
"Sept. 30, 2011",1.123
"Aug. 31, 2011",1.068
"July 31, 2011",1.019
"June 30, 2011",1.017
"May 31, 2011",1.011
"April 30, 2011",0.9857
"March 31, 2011",0.9819
"Feb. 28, 2011",0.984
"Jan. 31, 2011",0.9704
"Dec. 31, 2010",0.9923
"Nov. 30, 2010",0.9786
"Oct. 31, 2010",0.9821
"Sept. 30, 2010",0.9869
"Aug. 31, 2010",0.9443
"July 31, 2010",0.9488
"June 30, 2010",0.9256
"May 31, 2010",0.9148
"April 30, 2010",0.9034
"March 31, 2010",0.913
"Feb. 28, 2010",0.9029
"Jan. 31, 2010",0.921
"Dec. 31, 2009",0.8862
"Nov. 30, 2009",0.8708
"Oct. 31, 2009",0.9415
"Sept. 30, 2009",0.9417
"Aug. 31, 2009",0.9612
"July 31, 2009",0.9779
"June 30, 2009",0.9656
"May 31, 2009",0.9827
"April 30, 2009",0.8876
"March 31, 2009",0.9057
"Feb. 28, 2009",0.9265
"Jan. 31, 2009",0.9721
"Dec. 31, 2008",1.012
"Nov. 30, 2008",1.030
"Oct. 31, 2008",0.9728
"Sept. 30, 2008",0.7121
"Aug. 31, 2008",0.4182
"July 31, 2008",0.4702
"June 30, 2008",0.3782
"May 31, 2008",0.5551
"April 30, 2008",0.7213
"March 31, 2008",0.4358
"Feb. 29, 2008",0.4363
"Jan. 31, 2008",0.5255
"Dec. 31, 2007",0.3096
"Nov. 30, 2007",0.3864
"Oct. 31, 2007",0.3299
"Sept. 30, 2007",0.2807
"Aug. 31, 2007",0.2918
"July 31, 2007",0.2941
"June 30, 2007",0.2993
"May 31, 2007",0.4133
"April 30, 2007",0.4052
"March 31, 2007",0.4096
"Feb. 28, 2007",0.4438
"Jan. 31, 2007",0.4268
"Dec. 31, 2006",0.4514
"Nov. 30, 2006",0.4673
"Oct. 31, 2006",0.3199
"Sept. 30, 2006",0.3436
"Aug. 31, 2006",0.3887
"July 31, 2006",0.4071
"June 30, 2006",0.4074
"May 31, 2006",0.4475
"April 30, 2006",0.4646
"March 31, 2006",0.6022
"Feb. 28, 2006",0.5496
"Jan. 31, 2006",0.4486
"Dec. 31, 2005",0.4185
"Nov. 30, 2005",0.4216
"Oct. 31, 2005",0.4434
