date,assets
"Dec. 31, 2019",11.72B
"Sept. 30, 2019",11.78B
"June 30, 2019",13.54B
"March 31, 2019",11.98B
"Dec. 31, 2018",11.05B
"Sept. 30, 2018",10.03B
"June 30, 2018",9.945B
"March 31, 2018",9.938B
"Dec. 31, 2017",9.861B
"Sept. 30, 2017",10.19B
"June 30, 2017",10.14B
"March 31, 2017",10.27B
"Dec. 31, 2016",10.30B
"Sept. 30, 2016",10.39B
"June 30, 2016",9.915B
"March 31, 2016",11.46B
"Dec. 31, 2015",11.49B
"Sept. 30, 2015",12.63B
"June 30, 2015",15.15B
"March 31, 2015",15.16B
"Dec. 31, 2014",16.72B
"Sept. 30, 2014",17.85B
"June 30, 2014",17.87B
"March 31, 2014",17.55B
"Dec. 31, 2013",17.51B
"Sept. 30, 2013",17.49B
"June 30, 2013",18.82B
"March 31, 2013",17.75B
"Dec. 31, 2012",17.52B
"Sept. 30, 2012",16.59B
"June 30, 2012",15.00B
"March 31, 2012",14.94B
"Dec. 31, 2011",14.14B
"Sept. 30, 2011",15.49B
"June 30, 2011",15.57B
"March 31, 2011",14.88B
"Dec. 31, 2010",14.23B
"March 31, 2010",13.17B
"Dec. 31, 2009",12.76B
"Sept. 30, 2009",12.28B
"June 30, 2009",12.11B
"March 31, 2009",11.06B
"Dec. 31, 2008",11.15B
"Sept. 30, 2008",11.83B
"June 30, 2008",12.23B
"March 31, 2008",11.26B
"Dec. 31, 2007",10.54B
"Sept. 30, 2007",9.531B
"June 30, 2007",8.589B
"March 31, 2007",8.076B
"Dec. 31, 2006",7.483B
"Sept. 30, 2006",7.346B
"June 30, 2006",7.102B
"March 31, 2006",6.507B
"Dec. 31, 2005",6.369B
"Sept. 30, 2005",6.243B
"June 30, 2005",5.854B
"March 31, 2005",5.489B
"Dec. 31, 2004",5.458B
"Sept. 30, 2004",5.602B
"June 30, 2004",5.301B
"March 31, 2004",4.834B
"Dec. 31, 2003",4.713B
"Sept. 30, 2003",4.617B
"June 30, 2003",4.496B
"March 31, 2003",4.244B
"Dec. 31, 2002",3.886B
"Sept. 30, 2002",3.781B
"June 30, 2002",3.779B
"March 31, 2002",3.438B
"Dec. 31, 2001",3.259B
"Sept. 30, 2001",3.318B
"June 30, 2001",3.334B
"March 31, 2001",3.130B
"Dec. 31, 2000",3.134B
"Sept. 30, 2000",2.753B
"June 30, 2000",2.665B
"March 31, 2000",2.520B
"Dec. 31, 1999",2.446B
"Sept. 30, 1999",2.363B
"June 30, 1999",2.307B
"March 31, 1999",2.222B
"Dec. 31, 1998",2.164B
"Sept. 30, 1998",2.261B
"June 30, 1998",2.235B
"March 31, 1998",2.240B
"Dec. 31, 1997",2.238B
"Sept. 30, 1997",2.223B
"June 30, 1997",2.156B
"March 31, 1997",2.158B
"Dec. 31, 1996",2.244B
"Sept. 30, 1996",2.303B
"June 30, 1996",2.198B
"March 31, 1996",2.165B
"Dec. 31, 1995",2.119B
"Sept. 30, 1995",2.316B
"June 30, 1995",2.316B
"March 31, 1995",2.316B
"Dec. 31, 1994",2.312B
"Sept. 30, 1994",2.271B
"June 30, 1994",2.205B
"March 31, 1994",2.193B
"Dec. 31, 1993",2.169B
"Sept. 30, 1993",2.061B
"June 30, 1993",2.044B
"March 31, 1993",2.002B
"Dec. 31, 1992",1.936B
"Sept. 30, 1992",1.957B
"June 30, 1992",1.991B
"March 31, 1992",1.951B
"Dec. 31, 1991",2.175B
"Sept. 30, 1991",2.168B
"June 30, 1991",2.130B
"March 31, 1991",2.007B
"Dec. 31, 1990",2.137B
"Sept. 30, 1990",2.183B
"June 30, 1990",2.027B
"March 31, 1990",2.063B
"Dec. 31, 1989",2.075B
"Sept. 30, 1989",1.989B
"Dec. 31, 1988",2.068B
"Dec. 31, 1987",2.067B
"Dec. 31, 1986",1.980B
"Dec. 31, 1985",2.661B
"Dec. 31, 1984",2.685B
