date,cash_on_hand
"Dec. 31, 2019",306.76M
"Sept. 30, 2019",434.90M
"June 30, 2019",326.04M
"March 31, 2019",286.28M
"Dec. 31, 2018",359.92M
"Sept. 30, 2018",947.73M
"June 30, 2018",901.31M
"March 31, 2018",938.62M
"Dec. 31, 2017",964.99M
"Sept. 30, 2017",997.21M
"June 30, 2017",1.099B
"March 31, 2017",1.087B
"Dec. 31, 2016",984.34M
"Sept. 30, 2016",871.03M
"June 30, 2016",398.71M
"March 31, 2016",569.15M
"Dec. 31, 2015",456.47M
"Sept. 30, 2015",1.294B
"June 30, 2015",1.305B
"March 31, 2015",1.369B
"Dec. 31, 2014",1.655B
"Sept. 30, 2014",1.134B
"June 30, 2014",1.088B
"March 31, 2014",1.021B
"Dec. 31, 2013",1.125B
"Sept. 30, 2013",1.324B
"June 30, 2013",1.104B
"March 31, 2013",1.333B
"Dec. 31, 2012",1.063B
"Sept. 30, 2012",1.308B
"June 30, 2012",1.142B
"March 31, 2012",1.431B
"Dec. 31, 2011",1.046B
"Sept. 30, 2011",1.773B
"June 30, 2011",1.339B
"March 31, 2011",1.146B
"Dec. 31, 2010",1.152B
"March 31, 2010",1.196B
"Dec. 31, 2009",1.080B
"Sept. 30, 2009",1.109B
"June 30, 2009",1.092B
"March 31, 2009",940.97M
"Dec. 31, 2008",1.086B
"Sept. 30, 2008",1.439B
"June 30, 2008",1.462B
"March 31, 2008",869.13M
"Dec. 31, 2007",673.71M
"Sept. 30, 2007",849.49M
"June 30, 2007",693.46M
"March 31, 2007",609.68M
"Dec. 31, 2006",543.39M
"Sept. 30, 2006",469.35M
"June 30, 2006",414.71M
"March 31, 2006",480.90M
"Dec. 31, 2005",585.33M
"Sept. 30, 2005",531.66M
"June 30, 2005",507.73M
"March 31, 2005",463.86M
"Dec. 31, 2004",553.42M
"Sept. 30, 2004",955.13M
"June 30, 2004",947.01M
"March 31, 2004",297.39M
"Dec. 31, 2003",252.42M
"Sept. 30, 2003",237.11M
"June 30, 2003",220.27M
"March 31, 2003",216.89M
"Dec. 31, 2002",164.96M
"Sept. 30, 2002",126.38M
"June 30, 2002",140.99M
"March 31, 2002",91.13M
"Dec. 31, 2001",82.65M
"Sept. 30, 2001",161.25M
"June 30, 2001",205.97M
"March 31, 2001",165.30M
"Dec. 31, 2000",132.70M
"Sept. 30, 2000",155.26M
"June 30, 2000",102.51M
"March 31, 2000",54.25M
"Dec. 31, 1999",34.10M
"Sept. 30, 1999",44.00M
"June 30, 1999",44.90M
"March 31, 1999",15.50M
"Dec. 31, 1998",28.30M
"Sept. 30, 1998",28.90M
"June 30, 1998",22.60M
"March 31, 1998",16.30M
"Dec. 31, 1997",24.30M
"Sept. 30, 1997",69.60M
"June 30, 1997",29.20M
"March 31, 1997",81.40M
"Dec. 31, 1996",109.70M
"Sept. 30, 1996",123.00M
"June 30, 1996",60.00M
"March 31, 1996",90.90M
"Dec. 31, 1995",62.30M
"Sept. 30, 1995",59.70M
"June 30, 1995",86.10M
"March 31, 1995",76.80M
"Dec. 31, 1994",71.10M
"Sept. 30, 1994",126.20M
"June 30, 1994",101.30M
"March 31, 1994",189.90M
"Dec. 31, 1993",141.20M
"Sept. 30, 1993",200.30M
"June 30, 1993",223.70M
"March 31, 1993",313.60M
"Dec. 31, 1992",377.80M
"Sept. 30, 1992",426.70M
"June 30, 1992",457.00M
"March 31, 1992",419.80M
"Dec. 31, 1991",242.10M
"Sept. 30, 1991",279.90M
"June 30, 1991",257.20M
"March 31, 1991",261.50M
"Dec. 31, 1990",274.60M
"Sept. 30, 1990",305.50M
"June 30, 1990",253.70M
"March 31, 1990",266.50M
"Dec. 31, 1989",242.70M
"Sept. 30, 1989",226.00M
"Dec. 31, 1988",235.20M
"Dec. 31, 1987",195.20M
"Dec. 31, 1986",163.30M
"Dec. 31, 1985",144.10M
"Dec. 31, 1984",298.80M
