date,forward_pe_ratio
"March 5, 2020",89.13
"March 4, 2020",93.16
"March 3, 2020",92.08
"March 2, 2020",93.55
"Feb. 28, 2020",92.52
"Feb. 27, 2020",87.37
"Feb. 26, 2020",92.42
"Feb. 25, 2020",97.72
"Feb. 24, 2020",103.32
"Feb. 21, 2020",107.98
"Feb. 20, 2020",109.70
"Feb. 19, 2020",109.75
"Feb. 18, 2020",109.70
"Feb. 14, 2020",108.28
"Feb. 13, 2020",109.80
"Feb. 12, 2020",110.97
"Feb. 11, 2020",107.29
"Feb. 10, 2020",105.72
"Feb. 7, 2020",107.74
"Feb. 6, 2020",109.70
"Feb. 5, 2020",110.88
"Feb. 4, 2020",105.87
"Feb. 3, 2020",104.40
"Jan. 31, 2020",102.88
"Jan. 30, 2020",104.15
"Jan. 29, 2020",110.68
"Jan. 28, 2020",114.17
"Jan. 27, 2020",113.09
"Jan. 24, 2020",116.82
"Jan. 23, 2020",118.83
"Jan. 22, 2020",120.99
"Jan. 21, 2020",120.50
"Jan. 17, 2020",124.33
"Jan. 16, 2020",129.18
"Jan. 15, 2020",136.84
"Jan. 14, 2020",137.43
"Jan. 13, 2020",133.99
"Jan. 10, 2020",133.21
"Jan. 9, 2020",134.39
"Jan. 8, 2020",132.96
"Jan. 7, 2020",136.06
"Jan. 6, 2020",134.58
"Jan. 3, 2020",134.04
"Jan. 2, 2020",130.31
"Dec. 31, 2019",131.54
"Dec. 30, 2019",28.07
"Dec. 27, 2019",28.27
"Dec. 26, 2019",28.28
"Dec. 24, 2019",28.31
"Dec. 23, 2019",28.37
"Dec. 20, 2019",27.48
"Dec. 19, 2019",27.16
"Dec. 18, 2019",27.15
"Dec. 17, 2019",27.16
"Dec. 16, 2019",26.94
"Dec. 13, 2019",26.69
"Dec. 12, 2019",27.65
"Dec. 11, 2019",26.51
"Dec. 10, 2019",26.54
"Dec. 9, 2019",26.63
"Dec. 6, 2019",26.05
"Dec. 5, 2019",25.34
"Dec. 4, 2019",25.72
"Dec. 3, 2019",24.88
"Dec. 2, 2019",25.01
"Nov. 29, 2019",24.53
"Nov. 27, 2019",25.33
"Nov. 26, 2019",25.31
"Nov. 25, 2019",25.67
"Nov. 22, 2019",26.14
"Nov. 21, 2019",25.75
"Nov. 20, 2019",25.40
"Nov. 19, 2019",24.70
"Nov. 18, 2019",25.30
"Nov. 15, 2019",25.94
"Nov. 14, 2019",25.40
"Nov. 13, 2019",25.51
"Nov. 12, 2019",25.90
"Nov. 11, 2019",26.03
"Nov. 8, 2019",26.39
"Nov. 7, 2019",26.63
"Nov. 6, 2019",25.24
"Nov. 5, 2019",25.71
"Nov. 4, 2019",25.38
"Nov. 1, 2019",23.46
"Oct. 31, 2019",21.99
"Oct. 30, 2019",20.80
"Oct. 29, 2019",21.07
"Oct. 28, 2019",21.00
"Oct. 25, 2019",21.12
"Oct. 24, 2019",20.94
"Oct. 23, 2019",21.43
"Oct. 22, 2019",20.80
"Oct. 21, 2019",20.32
"Oct. 18, 2019",19.89
"Oct. 17, 2019",20.17
"Oct. 16, 2019",20.40
"Oct. 15, 2019",21.01
"Oct. 14, 2019",21.28
