date,forward_pe_ratio_1y
"March 9, 2020",184.13
"March 6, 2020",169.52
"March 5, 2020",36.17
"March 4, 2020",37.80
"March 3, 2020",37.36
"March 2, 2020",37.96
"Feb. 28, 2020",37.54
"Feb. 27, 2020",35.45
"Feb. 26, 2020",37.50
"Feb. 25, 2020",39.65
"Feb. 24, 2020",41.92
"Feb. 21, 2020",43.82
"Feb. 20, 2020",44.51
"Feb. 19, 2020",44.53
"Feb. 18, 2020",44.51
"Feb. 14, 2020",43.94
"Feb. 13, 2020",44.55
"Feb. 12, 2020",45.03
"Feb. 11, 2020",43.54
"Feb. 10, 2020",42.90
"Feb. 7, 2020",43.72
"Feb. 6, 2020",44.51
"Feb. 5, 2020",44.99
"Feb. 4, 2020",42.96
"Feb. 3, 2020",42.36
"Jan. 31, 2020",41.74
"Jan. 30, 2020",42.26
"Jan. 29, 2020",44.91
"Jan. 28, 2020",46.33
"Jan. 27, 2020",45.89
"Jan. 24, 2020",47.40
"Jan. 23, 2020",48.22
"Jan. 22, 2020",49.09
"Jan. 21, 2020",48.89
"Jan. 17, 2020",50.45
"Jan. 16, 2020",52.42
"Jan. 15, 2020",55.53
"Jan. 14, 2020",55.77
"Jan. 13, 2020",54.37
"Jan. 10, 2020",54.05
"Jan. 9, 2020",54.53
"Jan. 8, 2020",53.95
"Jan. 7, 2020",55.21
"Jan. 6, 2020",54.61
"Jan. 3, 2020",54.39
"Jan. 2, 2020",52.88
"Dec. 31, 2019",53.38
"Dec. 30, 2019",129.23
"Dec. 27, 2019",130.17
"Dec. 26, 2019",130.22
"Dec. 24, 2019",130.36
"Dec. 23, 2019",130.61
"Dec. 20, 2019",126.53
"Dec. 19, 2019",125.06
"Dec. 18, 2019",125.01
"Dec. 17, 2019",125.06
"Dec. 16, 2019",124.03
"Dec. 13, 2019",122.90
"Dec. 12, 2019",127.32
"Dec. 11, 2019",122.07
"Dec. 10, 2019",122.21
"Dec. 9, 2019",122.61
"Dec. 6, 2019",119.96
"Dec. 5, 2019",116.67
"Dec. 4, 2019",118.44
"Dec. 3, 2019",114.56
"Dec. 2, 2019",115.15
"Nov. 29, 2019",112.94
"Nov. 27, 2019",116.62
"Nov. 26, 2019",116.52
"Nov. 25, 2019",118.19
"Nov. 22, 2019",120.35
"Nov. 21, 2019",118.58
"Nov. 20, 2019",116.96
"Nov. 19, 2019",113.72
"Nov. 18, 2019",116.47
"Nov. 15, 2019",119.42
"Nov. 14, 2019",116.96
"Nov. 13, 2019",117.45
"Nov. 12, 2019",119.27
"Nov. 11, 2019",119.86
"Nov. 8, 2019",121.53
"Nov. 7, 2019",122.61
"Nov. 6, 2019",116.23
"Nov. 5, 2019",118.39
"Nov. 4, 2019",116.86
"Nov. 1, 2019",108.03
"Oct. 31, 2019",101.26
"Oct. 30, 2019",95.76
"Oct. 29, 2019",97.04
"Oct. 28, 2019",96.69
"Oct. 25, 2019",97.23
"Oct. 24, 2019",96.40
"Oct. 23, 2019",98.66
"Oct. 22, 2019",95.76
"Oct. 21, 2019",93.55
"Oct. 18, 2019",91.59
"Oct. 17, 2019",92.86
"Oct. 16, 2019",93.94
"Oct. 15, 2019",96.74
"Oct. 14, 2019",97.97
"Oct. 11, 2019",97.97
"Oct. 10, 2019",96.10
"Oct. 9, 2019",94.73
"Oct. 8, 2019",93.26
"Oct. 7, 2019",99.00
"Oct. 4, 2019",102.83
"Oct. 3, 2019",107.49
"Oct. 2, 2019",104.99
"Oct. 1, 2019",106.41
"Sept. 30, 2019",108.52
"Sept. 27, 2019",107.74
"Sept. 26, 2019",107.10
"Sept. 25, 2019",107.93
"Sept. 24, 2019",108.67
"Sept. 23, 2019",114.90
"Sept. 20, 2019",113.28
"Sept. 19, 2019",112.01
"Sept. 18, 2019",112.25
"Sept. 17, 2019",114.31
"Sept. 16, 2019",122.46
"Sept. 13, 2019",101.11
"Sept. 12, 2019",100.23
"Sept. 11, 2019",104.79
"Sept. 10, 2019",102.39
"Sept. 9, 2019",101.11
"Sept. 6, 2019",95.12
"Sept. 5, 2019",95.86
"Sept. 4, 2019",91.98
"Sept. 3, 2019",88.89
"Aug. 30, 2019",89.48
"Aug. 29, 2019",90.80
"Aug. 28, 2019",88.45
"Aug. 27, 2019",85.40
"Aug. 26, 2019",86.24
"Aug. 23, 2019",87.91
"Aug. 22, 2019",94.09
"Aug. 21, 2019",96.25
"Aug. 20, 2019",96.99
"Aug. 19, 2019",97.62
"Aug. 16, 2019",93.11
"Aug. 15, 2019",90.90
"Aug. 14, 2019",90.07
"Aug. 13, 2019",96.74
"Aug. 12, 2019",95.37
"Aug. 9, 2019",99.93
"Aug. 8, 2019",98.46
"Aug. 7, 2019",106.21
"Aug. 6, 2019",108.23
