date,three_year_return
"Nov. 25, 2019",-21.69%
"Nov. 22, 2019",-20.67%
"Nov. 21, 2019",-23.69%
"Nov. 20, 2019",-22.45%
"Nov. 19, 2019",-24.60%
"Nov. 18, 2019",-22.78%
"Nov. 15, 2019",-21.29%
"Nov. 14, 2019",-15.88%
"Nov. 13, 2019",-12.70%
"Nov. 12, 2019",-11.35%
"Nov. 11, 2019",-10.91%
"Nov. 8, 2019",-8.13%
"Nov. 7, 2019",-6.69%
"Nov. 6, 2019",-8.96%
"Nov. 5, 2019",-7.27%
"Nov. 4, 2019",-8.46%
"Nov. 1, 2019",-15.90%
"Oct. 31, 2019",-20.26%
"Oct. 30, 2019",-27.45%
"Oct. 29, 2019",-26.48%
"Oct. 28, 2019",-26.74%
"Oct. 25, 2019",-31.05%
"Oct. 24, 2019",-33.31%
"Oct. 23, 2019",-31.19%
"Oct. 22, 2019",-33.21%
"Oct. 21, 2019",-34.75%
"Oct. 18, 2019",-33.83%
"Oct. 17, 2019",-32.96%
"Oct. 16, 2019",-33.95%
"Oct. 15, 2019",-31.99%
"Oct. 14, 2019",-31.12%
"Oct. 11, 2019",-31.85%
"Oct. 10, 2019",-35.32%
"Oct. 9, 2019",-34.60%
"Oct. 8, 2019",-35.62%
"Oct. 7, 2019",-31.65%
"Oct. 4, 2019",-29.86%
"Oct. 3, 2019",-29.06%
"Oct. 2, 2019",-29.64%
"Oct. 1, 2019",-28.68%
"Sept. 30, 2019",-27.27%
"Sept. 27, 2019",-15.51%
"Sept. 26, 2019",-18.12%
"Sept. 25, 2019",-15.68%
"Sept. 24, 2019",-15.11%
"Sept. 23, 2019",-10.24%
"Sept. 20, 2019",-8.38%
"Sept. 19, 2019",-11.03%
"Sept. 18, 2019",-12.68%
"Sept. 17, 2019",-11.07%
"Sept. 16, 2019",-4.73%
"Sept. 13, 2019",-21.19%
"Sept. 12, 2019",-27.77%
"Sept. 11, 2019",-23.59%
"Sept. 10, 2019",-25.34%
"Sept. 9, 2019",-26.27%
"Sept. 6, 2019",-29.09%
"Sept. 5, 2019",-27.13%
"Sept. 4, 2019",-30.07%
"Sept. 3, 2019",-32.43%
"Aug. 30, 2019",-35.61%
"Aug. 29, 2019",-36.05%
"Aug. 28, 2019",-37.52%
"Aug. 27, 2019",-39.67%
"Aug. 26, 2019",-39.08%
"Aug. 23, 2019",-39.94%
"Aug. 22, 2019",-34.06%
"Aug. 21, 2019",-34.76%
"Aug. 20, 2019",-34.26%
"Aug. 19, 2019",-33.83%
"Aug. 16, 2019",-34.52%
"Aug. 15, 2019",-36.40%
"Aug. 14, 2019",-35.97%
"Aug. 13, 2019",-31.23%
"Aug. 12, 2019",-32.21%
"Aug. 9, 2019",-27.85%
"Aug. 8, 2019",-29.56%
"Aug. 7, 2019",-22.21%
"Aug. 6, 2019",-20.74%
"Aug. 5, 2019",-18.84%
"Aug. 2, 2019",-11.23%
"Aug. 1, 2019",-9.64%
"July 31, 2019",-12.36%
"July 30, 2019",-14.29%
"July 29, 2019",-18.92%
"July 26, 2019",-22.84%
"July 25, 2019",-20.97%
"July 24, 2019",-21.92%
"July 23, 2019",-23.12%
"July 22, 2019",-23.85%
"July 19, 2019",-30.40%
"July 18, 2019",-33.41%
"July 17, 2019",-31.60%
"July 16, 2019",-28.93%
"July 15, 2019",-26.36%
"July 12, 2019",-26.01%
"July 11, 2019",-20.24%
"July 10, 2019",-18.53%
"July 9, 2019",-19.77%
"July 8, 2019",-20.12%
"July 5, 2019",-17.61%
"July 3, 2019",-25.20%
"July 2, 2019",-26.06%
"July 1, 2019",-23.64%
"June 28, 2019",-18.05%
"June 27, 2019",-14.05%
"June 26, 2019",-18.85%
"June 25, 2019",-20.58%
"June 24, 2019",-18.78%
"June 21, 2019",-21.73%
"June 20, 2019",-19.84%
"June 19, 2019",-17.55%
"June 18, 2019",-18.23%
"June 17, 2019",-20.04%
"June 14, 2019",-21.01%
"June 13, 2019",-18.08%
"June 12, 2019",-21.30%
"June 11, 2019",-19.50%
"June 10, 2019",-20.01%
"June 7, 2019",-26.99%
"June 6, 2019",-22.59%
"June 5, 2019",-20.20%
"June 4, 2019",-18.59%
"June 3, 2019",-18.91%
"May 31, 2019",-19.61%
"May 30, 2019",-18.90%
"May 29, 2019",-16.94%
"May 28, 2019",-16.91%
"May 24, 2019",-15.37%
"May 23, 2019",-14.37%
"May 22, 2019",-9.22%
"May 21, 2019",-6.50%
"May 20, 2019",-8.37%
"May 17, 2019",-10.57%
"May 16, 2019",-7.32%
"May 15, 2019",-3.60%
"May 14, 2019",-4.12%
"May 13, 2019",-6.18%
"May 10, 2019",-7.96%
"May 9, 2019",-4.23%
"May 8, 2019",-10.55%
"May 7, 2019",-11.54%
"May 6, 2019",-12.16%
"May 3, 2019",-21.45%
"May 2, 2019",-27.77%
"May 1, 2019",-27.64%
"April 30, 2019",-23.78%
"April 29, 2019",-23.36%
"April 26, 2019",-20.71%
"April 25, 2019",-15.04%
"April 24, 2019",-15.09%
"April 23, 2019",-13.37%
"April 22, 2019",-14.91%
"April 18, 2019",-6.08%
"April 17, 2019",-2.18%
"April 16, 2019",-0.98%
"April 15, 2019",0.25%
"April 12, 2019",2.08%
"April 11, 2019",8.67%
"April 10, 2019",11.52%
"April 9, 2019",10.94%
"April 8, 2019",12.85%
"April 5, 2019",22.99%
"April 4, 2019",17.63%
"April 3, 2019",14.76%
"April 2, 2019",19.66%
"April 1, 2019",22.14%
"March 29, 2019",19.40%
"March 28, 2019",22.46%
"March 27, 2019",20.97%
"March 26, 2019",21.14%
"March 25, 2019",17.36%
"March 22, 2019",9.99%
"March 21, 2019",20.65%
"March 20, 2019",20.99%
"March 19, 2019",18.75%
"March 18, 2019",19.14%
"March 15, 2019",26.27%
"March 14, 2019",26.87%
"March 13, 2019",29.23%
"March 12, 2019",27.79%
"March 11, 2019",25.81%
"March 8, 2019",27.30%
"March 7, 2019",12.40%
"March 6, 2019",26.08%
"March 5, 2019",28.44%
"March 4, 2019",27.26%
"March 1, 2019",74.39%
"Feb. 28, 2019",68.61%
"Feb. 27, 2019",71.30%
"Feb. 26, 2019",70.36%
"Feb. 25, 2019",80.22%
"Feb. 22, 2019",75.34%
"Feb. 21, 2019",87.44%
"Feb. 20, 2019",89.91%
"Feb. 19, 2019",86.42%
"Feb. 15, 2019",74.09%
"Feb. 14, 2019",71.65%
"Feb. 13, 2019",68.20%
"Feb. 12, 2019",62.89%
"Feb. 11, 2019",67.25%
"Feb. 8, 2019",35.99%
"Feb. 7, 2019",33.17%
"Feb. 6, 2019",40.88%
"Feb. 5, 2019",40.47%
"Feb. 4, 2019",39.80%
"Feb. 1, 2019",52.07%
"Jan. 31, 2019",39.47%
"Jan. 30, 2019",42.02%
"Jan. 29, 2019",40.29%
"Jan. 28, 2019",45.75%
"Jan. 25, 2019",63.36%
"Jan. 24, 2019",53.55%
"Jan. 23, 2019",52.47%
"Jan. 22, 2019",55.03%
"Jan. 18, 2019",63.93%
"Jan. 17, 2019",62.47%
"Jan. 16, 2019",61.36%
"Jan. 15, 2019",57.17%
"Jan. 14, 2019",44.73%
"Jan. 11, 2019",46.23%
"Jan. 10, 2019",42.83%
"Jan. 9, 2019",42.83%
"Jan. 8, 2019",37.60%
"Jan. 7, 2019",34.07%
"Jan. 4, 2019",11.59%
"Jan. 3, 2019",9.62%
"Jan. 2, 2019",7.22%
"Dec. 31, 2018",4.19%
"Dec. 28, 2018",3.40%
"Dec. 27, 2018",1.24%
"Dec. 26, 2018",2.01%
"Dec. 24, 2018",-5.10%
"Dec. 21, 2018",7.63%
"Dec. 20, 2018",13.13%
"Dec. 19, 2018",18.06%
"Dec. 18, 2018",20.77%
"Dec. 17, 2018",23.76%
"Dec. 14, 2018",23.67%
"Dec. 13, 2018",26.53%
"Dec. 12, 2018",25.02%
"Dec. 11, 2018",24.27%
"Dec. 10, 2018",23.05%
"Dec. 7, 2018",26.65%
"Dec. 6, 2018",18.70%
"Dec. 4, 2018",21.68%
"Dec. 3, 2018",21.63%
"Nov. 30, 2018",11.62%
"Nov. 29, 2018",12.32%
"Nov. 28, 2018",12.78%
"Nov. 27, 2018",7.25%
"Nov. 26, 2018",3.37%
"Nov. 23, 2018",5.30%
"Nov. 21, 2018",10.19%
"Nov. 20, 2018",7.50%
"Nov. 19, 2018",4.87%
"Nov. 16, 2018",4.05%
"Nov. 15, 2018",10.84%
"Nov. 14, 2018",7.89%
"Nov. 13, 2018",3.79%
"Nov. 12, 2018",6.46%
"Nov. 9, 2018",-0.13%
"Nov. 8, 2018",-0.19%
"Nov. 7, 2018",3.28%
"Nov. 6, 2018",1.20%
"Nov. 5, 2018",-1.10%
"Nov. 2, 2018",1.57%
"Nov. 1, 2018",10.87%
"Oct. 31, 2018",12.06%
"Oct. 30, 2018",10.06%
"Oct. 29, 2018",8.03%
"Oct. 26, 2018",13.84%
"Oct. 25, 2018",12.70%
"Oct. 24, 2018",11.75%
"Oct. 23, 2018",15.24%
"Oct. 22, 2018",20.14%
"Oct. 19, 2018",26.36%
"Oct. 18, 2018",19.59%
"Oct. 17, 2018",21.07%
"Oct. 16, 2018",22.21%
"Oct. 15, 2018",21.74%
"Oct. 12, 2018",21.45%
"Oct. 11, 2018",16.57%
"Oct. 10, 2018",4.44%
"Oct. 9, 2018",11.44%
"Oct. 8, 2018",13.25%
"Oct. 5, 2018",24.83%
"Oct. 4, 2018",29.68%
"Oct. 3, 2018",32.69%
"Oct. 2, 2018",30.10%
"Oct. 1, 2018",43.34%
"Sept. 28, 2018",40.32%
"Sept. 27, 2018",32.69%
"Sept. 26, 2018",31.56%
"Sept. 25, 2018",31.52%
"Sept. 24, 2018",32.70%
"Sept. 21, 2018",16.69%
"Sept. 20, 2018",16.79%
"Sept. 19, 2018",17.38%
"Sept. 18, 2018",16.20%
"Sept. 17, 2018",11.89%
"Sept. 14, 2018",15.97%
"Sept. 13, 2018",14.82%
"Sept. 12, 2018",16.80%
"Sept. 11, 2018",15.35%
"Sept. 10, 2018",5.57%
"Sept. 7, 2018",3.74%
"Sept. 6, 2018",4.05%
"Sept. 5, 2018",6.01%
"Sept. 4, 2018",4.92%
"Aug. 31, 2018",-0.55%
"Aug. 30, 2018",4.93%
"Aug. 29, 2018",4.09%
"Aug. 28, 2018",1.50%
"Aug. 27, 2018",5.94%
"Aug. 24, 2018",13.68%
"Aug. 23, 2018",4.75%
"Aug. 22, 2018",5.50%
"Aug. 21, 2018",3.55%
"Aug. 20, 2018",-0.67%
"Aug. 17, 2018",-8.76%
"Aug. 16, 2018",-8.14%
"Aug. 15, 2018",-8.20%
"Aug. 14, 2018",-6.33%
"Aug. 13, 2018",-6.92%
"Aug. 10, 2018",-8.13%
"Aug. 9, 2018",-6.63%
"Aug. 8, 2018",0.65%
"Aug. 7, 2018",3.34%
"Aug. 6, 2018",0.21%
"Aug. 3, 2018",2.89%
"Aug. 2, 2018",0.12%
"Aug. 1, 2018",-0.37%
"July 31, 2018",1.43%
"July 30, 2018",-5.92%
"July 27, 2018",-2.42%
"July 26, 2018",-1.11%
"July 25, 2018",-1.56%
"July 24, 2018",-3.12%
"July 23, 2018",-8.37%
"July 20, 2018",-12.76%
"July 19, 2018",-14.40%
"July 18, 2018",-13.87%
"July 17, 2018",-15.15%
"July 16, 2018",-18.13%
"July 13, 2018",-18.42%
"July 12, 2018",-17.72%
"July 11, 2018",-17.12%
"July 10, 2018",-14.60%
"July 9, 2018",-16.47%
"July 6, 2018",-18.88%
"July 5, 2018",-19.99%
"July 3, 2018",-19.02%
"July 2, 2018",-20.23%
"June 29, 2018",-18.47%
"June 28, 2018",-20.18%
"June 27, 2018",-19.85%
"June 26, 2018",-21.48%
"June 25, 2018",-22.59%
"June 22, 2018",-20.11%
"June 21, 2018",-19.66%
"June 20, 2018",-17.52%
"June 19, 2018",-19.80%
"June 18, 2018",-20.96%
"June 15, 2018",-23.88%
"June 14, 2018",-22.77%
"June 13, 2018",-22.61%
"June 12, 2018",-23.39%
"June 11, 2018",-21.08%
"June 8, 2018",-19.97%
"June 7, 2018",-20.64%
"June 6, 2018",-22.03%
"June 5, 2018",-23.69%
"June 4, 2018",-25.47%
"June 1, 2018",-25.68%
"May 31, 2018",-29.25%
"May 30, 2018",-28.90%
"May 29, 2018",-32.08%
"May 25, 2018",-32.55%
"May 24, 2018",-28.45%
"May 23, 2018",-27.19%
"May 22, 2018",-27.09%
"May 21, 2018",-26.02%
"May 18, 2018",-28.06%
"May 17, 2018",-28.41%
"May 16, 2018",-30.01%
"May 15, 2018",-30.71%
"May 14, 2018",-31.17%
"May 11, 2018",-33.40%
"May 10, 2018",-34.76%
"May 9, 2018",-35.06%
"May 8, 2018",-36.34%
"May 7, 2018",-37.14%
"May 4, 2018",-37.25%
"May 3, 2018",-39.18%
"May 2, 2018",-35.95%
"May 1, 2018",-36.36%
"April 30, 2018",-36.76%
"April 27, 2018",-37.39%
"April 26, 2018",-36.53%
"April 25, 2018",-35.93%
"April 24, 2018",-37.32%
"April 23, 2018",-38.03%
"April 20, 2018",-39.26%
"April 19, 2018",-38.38%
"April 18, 2018",-37.97%
"April 17, 2018",-41.92%
"April 16, 2018",-42.69%
"April 13, 2018",-41.34%
"April 12, 2018",-42.49%
"April 11, 2018",-41.96%
"April 10, 2018",-42.95%
"April 9, 2018",-45.68%
"April 6, 2018",-46.95%
"April 5, 2018",-44.31%
"April 4, 2018",-46.21%
"April 3, 2018",-46.83%
"April 2, 2018",-48.05%
"March 29, 2018",-44.86%
"March 28, 2018",-45.86%
"March 27, 2018",-45.11%
"March 26, 2018",-45.28%
"March 23, 2018",-45.11%
"March 22, 2018",-46.15%
"March 21, 2018",-44.08%
"March 20, 2018",-47.16%
"March 19, 2018",-46.67%
"March 16, 2018",-45.52%
"March 15, 2018",-46.06%
"March 14, 2018",-45.14%
"March 13, 2018",-45.23%
"March 12, 2018",-45.25%
"March 9, 2018",-46.87%
"March 8, 2018",-49.14%
"March 7, 2018",-48.21%
"March 6, 2018",-46.44%
"March 5, 2018",-47.03%
"March 2, 2018",-46.28%
"March 1, 2018",-49.26%
"Feb. 28, 2018",-50.19%
"Feb. 27, 2018",-49.40%
"Feb. 26, 2018",-48.17%
"Feb. 23, 2018",-47.84%
"Feb. 22, 2018",-48.04%
"Feb. 21, 2018",-49.91%
"Feb. 20, 2018",-47.58%
"Feb. 16, 2018",-48.64%
"Feb. 15, 2018",-47.63%
"Feb. 14, 2018",-47.42%
"Feb. 13, 2018",-49.37%
"Feb. 12, 2018",-46.35%
"Feb. 9, 2018",-48.42%
"Feb. 8, 2018",-47.16%
"Feb. 7, 2018",-44.01%
"Feb. 6, 2018",-42.37%
"Feb. 5, 2018",-43.55%
"Feb. 2, 2018",-38.11%
"Feb. 1, 2018",-29.95%
"Jan. 31, 2018",-28.52%
"Jan. 30, 2018",-27.41%
"Jan. 29, 2018",-22.60%
"Jan. 26, 2018",-25.77%
"Jan. 25, 2018",-26.64%
"Jan. 24, 2018",-25.43%
"Jan. 23, 2018",-25.58%
"Jan. 22, 2018",-27.92%
"Jan. 19, 2018",-28.06%
"Jan. 18, 2018",-27.24%
"Jan. 17, 2018",-26.70%
"Jan. 16, 2018",-28.54%
"Jan. 12, 2018",-25.95%
"Jan. 11, 2018",-29.35%
"Jan. 10, 2018",-30.59%
"Jan. 9, 2018",-30.59%
"Jan. 8, 2018",-31.40%
"Jan. 5, 2018",-30.86%
"Jan. 4, 2018",-35.08%
"Jan. 3, 2018",-35.75%
"Jan. 2, 2018",-36.32%
"Dec. 29, 2017",-38.55%
"Dec. 28, 2017",-37.12%
"Dec. 27, 2017",-37.23%
"Dec. 26, 2017",-36.46%
"Dec. 22, 2017",-37.59%
"Dec. 21, 2017",-39.62%
"Dec. 20, 2017",-41.18%
"Dec. 19, 2017",-42.56%
"Dec. 18, 2017",-40.62%
"Dec. 15, 2017",-37.08%
"Dec. 14, 2017",-36.73%
"Dec. 13, 2017",-37.00%
"Dec. 12, 2017",-36.29%
"Dec. 11, 2017",-36.82%
"Dec. 8, 2017",-38.37%
"Dec. 7, 2017",-42.56%
"Dec. 6, 2017",-42.33%
"Dec. 5, 2017",-40.84%
"Dec. 4, 2017",-41.25%
"Dec. 1, 2017",-40.38%
"Nov. 30, 2017",-42.28%
"Nov. 29, 2017",-41.92%
"Nov. 28, 2017",-41.90%
"Nov. 27, 2017",-46.12%
"Nov. 24, 2017",-45.90%
"Nov. 22, 2017",-47.86%
"Nov. 21, 2017",-48.61%
"Nov. 20, 2017",-47.63%
"Nov. 17, 2017",-45.56%
"Nov. 16, 2017",-46.57%
"Nov. 15, 2017",-46.88%
"Nov. 14, 2017",-46.50%
"Nov. 13, 2017",-43.60%
"Nov. 10, 2017",-45.89%
"Nov. 9, 2017",-45.35%
"Nov. 8, 2017",-46.74%
"Nov. 7, 2017",-46.38%
"Nov. 6, 2017",-45.05%
"Nov. 3, 2017",-47.37%
"Nov. 2, 2017",-47.89%
"Nov. 1, 2017",-48.70%
"Oct. 31, 2017",-49.90%
"Oct. 30, 2017",-49.91%
"Oct. 27, 2017",-49.75%
"Oct. 26, 2017",-51.93%
"Oct. 25, 2017",-52.02%
"Oct. 24, 2017",-51.26%
"Oct. 23, 2017",-51.75%
"Oct. 20, 2017",-50.26%
"Oct. 19, 2017",-49.94%
"Oct. 18, 2017",-49.94%
"Oct. 17, 2017",-49.61%
"Oct. 16, 2017",-49.88%
"Oct. 13, 2017",-49.52%
"Oct. 12, 2017",-51.64%
"Oct. 11, 2017",-51.58%
"Oct. 10, 2017",-51.37%
"Oct. 9, 2017",-51.62%
"Oct. 6, 2017",-52.60%
"Oct. 5, 2017",-51.54%
"Oct. 4, 2017",-51.34%
"Oct. 3, 2017",-51.66%
"Oct. 2, 2017",-52.28%
"Sept. 29, 2017",-53.40%
"Sept. 28, 2017",-52.70%
"Sept. 27, 2017",-51.93%
"Sept. 26, 2017",-52.54%
"Sept. 25, 2017",-52.42%
"Sept. 22, 2017",-54.17%
"Sept. 21, 2017",-54.56%
"Sept. 20, 2017",-54.91%
"Sept. 19, 2017",-55.63%
"Sept. 18, 2017",-55.25%
"Sept. 15, 2017",-56.09%
"Sept. 14, 2017",-55.42%
"Sept. 13, 2017",-55.74%
"Sept. 12, 2017",-57.38%
"Sept. 11, 2017",-59.58%
"Sept. 8, 2017",-60.23%
"Sept. 7, 2017",-58.64%
"Sept. 6, 2017",-59.11%
"Sept. 5, 2017",-60.79%
"Sept. 1, 2017",-62.64%
"Aug. 31, 2017",-63.73%
"Aug. 30, 2017",-63.77%
"Aug. 29, 2017",-63.77%
"Aug. 28, 2017",-62.77%
"Aug. 25, 2017",-62.22%
"Aug. 24, 2017",-61.68%
"Aug. 23, 2017",-61.68%
"Aug. 22, 2017",-62.02%
"Aug. 21, 2017",-62.21%
"Aug. 18, 2017",-60.31%
"Aug. 17, 2017",-60.17%
"Aug. 16, 2017",-59.25%
"Aug. 15, 2017",-58.63%
"Aug. 14, 2017",-57.87%
"Aug. 11, 2017",-58.19%
"Aug. 10, 2017",-58.14%
"Aug. 9, 2017",-57.39%
"Aug. 8, 2017",-57.68%
"Aug. 7, 2017",-57.15%
"Aug. 4, 2017",-57.41%
"Aug. 3, 2017",-58.20%
"Aug. 2, 2017",-58.26%
"Aug. 1, 2017",-57.29%
"July 31, 2017",-57.22%
"July 28, 2017",-59.80%
"July 27, 2017",-60.75%
"July 26, 2017",-62.18%
"July 25, 2017",-61.96%
"July 24, 2017",-63.15%
"July 21, 2017",-61.94%
"July 20, 2017",-61.04%
"July 19, 2017",-60.30%
"July 18, 2017",-62.80%
"July 17, 2017",-61.98%
"July 14, 2017",-61.27%
"July 13, 2017",-61.70%
"July 12, 2017",-62.11%
"July 11, 2017",-62.32%
"July 10, 2017",-62.41%
"July 7, 2017",-63.48%
"July 6, 2017",-62.85%
"July 5, 2017",-62.12%
"July 3, 2017",-60.68%
"June 30, 2017",-61.45%
"June 29, 2017",-61.53%
"June 28, 2017",-62.84%
"June 27, 2017",-63.63%
"June 26, 2017",-63.11%
"June 23, 2017",-62.81%
"June 22, 2017",-62.85%
"June 21, 2017",-62.66%
"June 20, 2017",-62.35%
"June 19, 2017",-61.23%
"June 16, 2017",-61.19%
"June 15, 2017",-62.73%
"June 14, 2017",-61.87%
"June 13, 2017",-59.70%
"June 12, 2017",-60.10%
"June 9, 2017",-60.49%
"June 8, 2017",-61.89%
"June 7, 2017",-61.81%
"June 6, 2017",-60.70%
"June 5, 2017",-61.23%
"June 2, 2017",-61.22%
"June 1, 2017",-59.83%
"May 31, 2017",-60.42%
"May 30, 2017",-60.00%
"May 26, 2017",-58.36%
"May 25, 2017",-58.62%
"May 24, 2017",-56.83%
"May 23, 2017",-56.47%
"May 22, 2017",-56.22%
"May 19, 2017",-55.86%
"May 18, 2017",-56.91%
"May 17, 2017",-56.79%
"May 16, 2017",-56.46%
"May 15, 2017",-56.43%
"May 12, 2017",-56.50%
"May 11, 2017",-55.12%
"May 10, 2017",-54.33%
"May 9, 2017",-55.62%
"May 8, 2017",-55.33%
"May 5, 2017",-57.28%
"May 4, 2017",-58.67%
"May 3, 2017",-58.01%
"May 2, 2017",-57.67%
"May 1, 2017",-57.48%
"April 28, 2017",-59.17%
"April 27, 2017",-58.50%
"April 26, 2017",-57.30%
"April 25, 2017",-57.08%
"April 24, 2017",-58.70%
"April 21, 2017",-58.08%
"April 20, 2017",-58.13%
"April 19, 2017",-57.96%
"April 18, 2017",-56.62%
"April 17, 2017",-56.32%
"April 13, 2017",-53.77%
"April 12, 2017",-52.86%
"April 11, 2017",-52.39%
"April 10, 2017",-52.75%
"April 7, 2017",-54.55%
"April 6, 2017",-54.40%
"April 5, 2017",-54.97%
"April 4, 2017",-53.63%
"April 3, 2017",-54.32%
"March 31, 2017",-54.52%
"March 30, 2017",-54.93%
"March 29, 2017",-54.98%
"March 28, 2017",-56.56%
"March 27, 2017",-57.85%
"March 24, 2017",-58.32%
"March 23, 2017",-57.62%
"March 22, 2017",-57.02%
"March 21, 2017",-56.88%
"March 20, 2017",-54.98%
"March 17, 2017",-54.66%
"March 16, 2017",-55.03%
"March 15, 2017",-54.96%
"March 14, 2017",-56.41%
"March 13, 2017",-55.27%
"March 10, 2017",-55.49%
"March 9, 2017",-55.49%
"March 8, 2017",-56.79%
"March 7, 2017",-53.67%
"March 6, 2017",-52.86%
"March 3, 2017",-52.64%
"March 2, 2017",-52.57%
"March 1, 2017",-50.63%
"Feb. 28, 2017",-52.35%
"Feb. 27, 2017",-51.49%
"Feb. 24, 2017",-52.39%
"Feb. 23, 2017",-50.75%
"Feb. 22, 2017",-51.88%
"Feb. 21, 2017",-50.46%
"Feb. 17, 2017",-53.23%
"Feb. 16, 2017",-53.40%
"Feb. 15, 2017",-53.06%
"Feb. 14, 2017",-52.65%
"Feb. 13, 2017",-50.33%
"Feb. 10, 2017",-49.97%
"Feb. 9, 2017",-51.25%
"Feb. 8, 2017",-51.20%
"Feb. 7, 2017",-51.75%
"Feb. 6, 2017",-47.93%
"Feb. 3, 2017",-46.36%
"Feb. 2, 2017",-48.28%
"Feb. 1, 2017",-49.05%
"Jan. 31, 2017",-48.93%
"Jan. 30, 2017",-50.54%
"Jan. 27, 2017",-50.27%
"Jan. 26, 2017",-48.60%
"Jan. 25, 2017",-46.81%
"Jan. 24, 2017",-47.17%
"Jan. 23, 2017",-49.93%
"Jan. 20, 2017",-49.31%
"Jan. 19, 2017",-49.66%
"Jan. 18, 2017",-50.23%
"Jan. 17, 2017",-50.37%
"Jan. 13, 2017",-50.06%
"Jan. 12, 2017",-50.88%
"Jan. 11, 2017",-50.66%
"Jan. 10, 2017",-51.07%
"Jan. 9, 2017",-51.79%
"Jan. 6, 2017",-49.98%
"Jan. 5, 2017",-50.03%
"Jan. 4, 2017",-50.06%
"Jan. 3, 2017",-50.03%
"Dec. 30, 2016",-51.47%
"Dec. 29, 2016",-51.15%
"Dec. 28, 2016",-50.28%
"Dec. 27, 2016",-49.07%
"Dec. 23, 2016",-49.25%
"Dec. 22, 2016",-49.21%
"Dec. 21, 2016",-48.62%
"Dec. 20, 2016",-48.15%
"Dec. 19, 2016",-48.97%
"Dec. 16, 2016",-47.55%
"Dec. 15, 2016",-48.55%
"Dec. 14, 2016",-47.94%
"Dec. 13, 2016",-45.56%
"Dec. 12, 2016",-47.36%
"Dec. 9, 2016",-48.57%
"Dec. 8, 2016",-48.11%
"Dec. 7, 2016",-48.65%
"Dec. 6, 2016",-47.90%
"Dec. 5, 2016",-47.67%
"Dec. 2, 2016",-49.65%
"Dec. 1, 2016",-49.16%
"Nov. 30, 2016",-47.77%
"Nov. 29, 2016",-54.69%
"Nov. 28, 2016",-54.37%
"Nov. 25, 2016",-52.12%
"Nov. 23, 2016",-51.33%
"Nov. 22, 2016",-51.89%
"Nov. 21, 2016",-50.18%
"Nov. 18, 2016",-51.21%
"Nov. 17, 2016",-51.77%
"Nov. 16, 2016",-52.05%
"Nov. 15, 2016",-50.80%
"Nov. 14, 2016",-54.48%
