date,altman_z_score
"Dec. 31, 2019",1.499
"Sept. 30, 2019",1.504
"June 30, 2019",1.377
"March 31, 2019",1.285
"Dec. 31, 2018",1.388
"Sept. 30, 2018",1.514
"June 30, 2018",1.562
"March 31, 2018",1.579
"Dec. 31, 2017",1.252
"Sept. 30, 2017",1.198
"June 30, 2017",1.239
"March 31, 2017",1.180
"Dec. 31, 2016",1.092
"Sept. 30, 2016",1.122
"June 30, 2016",1.163
"March 31, 2016",1.137
"Dec. 31, 2015",1.096
"Sept. 30, 2015",1.126
"June 30, 2015",1.138
"March 31, 2015",1.169
"Dec. 31, 2014",1.160
"Sept. 30, 2014",1.039
"June 30, 2014",1.082
"March 31, 2014",1.051
"Dec. 31, 2013",1.000
"Sept. 30, 2013",0.9901
"June 30, 2013",0.9703
"March 31, 2013",0.9509
"Dec. 31, 2012",0.9381
"Sept. 30, 2012",1.011
"June 30, 2012",1.051
"March 31, 2012",1.006
"Dec. 31, 2011",1.032
"Sept. 30, 2011",0.9644
"June 30, 2011",1.042
"March 31, 2011",1.006
"Dec. 31, 2010",1.043
"Sept. 30, 2010",1.075
"June 30, 2010",1.019
"March 31, 2010",1.003
"Dec. 31, 2009",1.054
"Sept. 30, 2009",1.108
"June 30, 2009",1.187
"March 31, 2009",1.143
"Dec. 31, 2008",1.104
"Sept. 30, 2008",1.047
"June 30, 2008",1.106
"March 31, 2008",1.232
"Dec. 31, 2007",1.280
"Sept. 30, 2007",1.212
"June 30, 2007",1.269
"March 31, 2007",1.327
"Dec. 31, 2006",1.298
"Sept. 30, 2006",1.232
"June 30, 2006",1.111
"March 31, 2006",1.086
"Dec. 31, 2005",1.021
"Sept. 30, 2005",1.035
"June 30, 2005",1.116
"March 31, 2005",1.139
"Dec. 31, 2004",1.082
"Sept. 30, 2004",1.066
"June 30, 2004",1.081
"March 31, 2004",1.073
"Dec. 31, 2003",1.068
"Sept. 30, 2003",1.130
"June 30, 2003",1.127
"March 31, 2003",1.069
"Dec. 31, 2002",1.024
"Sept. 30, 2002",1.298
"June 30, 2002",1.454
"March 31, 2002",1.414
"Dec. 31, 2001",1.396
"Sept. 30, 2001",1.400
"June 30, 2001",1.498
"March 31, 2001",1.579
"Dec. 31, 2000",1.722
"Sept. 30, 2000",1.737
"June 30, 2000",1.618
"March 31, 2000",1.643
"Dec. 31, 1999",
"Sept. 30, 1999",1.659
"June 30, 1999",1.68
"March 31, 1999",1.986
"Dec. 31, 1998",
"Sept. 30, 1998",2.089
"June 30, 1998",1.902
"March 31, 1998",1.956
"Dec. 31, 1997",1.895
"Sept. 30, 1997",
"June 30, 1997",
"March 31, 1997",
"Dec. 31, 1996",
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",1.548
