date,cash_financing_ttm
"Dec. 31, 2019",3.873B
"Sept. 30, 2019",8.088B
"June 30, 2019",8.499B
"March 31, 2019",7.751B
"Dec. 31, 2018",7.634B
"Sept. 30, 2018",3.195B
"June 30, 2018",2.398B
"March 31, 2018",2.515B
"Dec. 31, 2017",2.888B
"Sept. 30, 2017",2.387B
"June 30, 2017",1.775B
"March 31, 2017",1.914B
"Dec. 31, 2016",2.424B
"Sept. 30, 2016",2.128B
"June 30, 2016",3.429B
"March 31, 2016",3.815B
"Dec. 31, 2015",1.897B
"Sept. 30, 2015",2.411B
"June 30, 2015",953.00M
"March 31, 2015",400.00M
"Dec. 31, 2014",1.00B
"Sept. 30, 2014",182.00M
"June 30, 2014",1.354B
"March 31, 2014",1.623B
"Dec. 31, 2013",1.13B
"Sept. 30, 2013",2.78B
"June 30, 2013",3.494B
"March 31, 2013",4.212B
"Dec. 31, 2012",4.888B
"Sept. 30, 2012",2.85B
"June 30, 2012",2.938B
"March 31, 2012",2.121B
"Dec. 31, 2011",1.28B
"Sept. 30, 2011",1.817B
"June 30, 2011",741.00M
"March 31, 2011",289.00M
"Dec. 31, 2010",1.514B
"Sept. 30, 2010",2.194B
"June 30, 2010",2.283B
"March 31, 2010",2.823B
"Dec. 31, 2009",1.175B
"Sept. 30, 2009",171.00M
"June 30, 2009",2.072B
"March 31, 2009",2.26B
"Dec. 31, 2008",2.65B
"Sept. 30, 2008",2.589B
"June 30, 2008",1.159B
"March 31, 2008",1.599B
"Dec. 31, 2007",655.00M
"Sept. 30, 2007",1.15B
"June 30, 2007",190.00M
"March 31, 2007",-329.00M
"Dec. 31, 2006",1.399B
"Sept. 30, 2006",1.812B
"June 30, 2006",1.765B
"March 31, 2006",1.369B
"Dec. 31, 2005",923.00M
"Sept. 30, 2005",163.00M
"June 30, 2005",452.00M
"March 31, 2005",54.00M
"Dec. 31, 2004",-682.00M
"Sept. 30, 2004",-1.194B
"June 30, 2004",-515.00M
"March 31, 2004",416.00M
"Dec. 31, 2003",698.00M
"Sept. 30, 2003",2.248B
"June 30, 2003",1.592B
"March 31, 2003",1.283B
"Dec. 31, 2002",1.113B
"Sept. 30, 2002",483.00M
"June 30, 2002",696.00M
"March 31, 2002",1.391B
"Dec. 31, 2001",1.28B
"Sept. 30, 2001",1.318B
"June 30, 2001",1.236B
"March 31, 2001",702.00M
"Dec. 31, 2000",735.00M
"Sept. 30, 2000",575.00M
"June 30, 2000",21.00M
"March 31, 2000",578.00M
"Dec. 31, 1999",783.00M
"Sept. 30, 1999",207.00M
"June 30, 1999",183.00M
"March 31, 1999",-665.00M
"Dec. 31, 1998",-815.00M
"Sept. 30, 1998",-716.00M
"June 30, 1998",-643.00M
"March 31, 1998",-846.00M
"Dec. 31, 1997",-942.00M
"Sept. 30, 1997",-787.00M
"June 30, 1997",-801.30M
"March 31, 1997",-799.70M
"Dec. 31, 1996",-916.00M
"Sept. 30, 1996",-859.00M
"June 30, 1996",-870.50M
"March 31, 1996",-990.80M
"Dec. 31, 1995",-848.10M
"Sept. 30, 1995",-1.124B
"June 30, 1995",-953.90M
"March 31, 1995",-779.50M
"Dec. 31, 1994",-874.30M
