date,forward_pe_ratio_1y
"March 19, 2020",21.03
"March 18, 2020",21.39
"March 17, 2020",22.52
"March 16, 2020",20.45
"March 13, 2020",22.50
"March 12, 2020",21.22
"March 11, 2020",24.50
"March 10, 2020",25.97
"March 9, 2020",26.54
"March 6, 2020",27.59
"March 5, 2020",28.03
"March 4, 2020",28.64
"March 3, 2020",26.91
"March 2, 2020",27.23
"Feb. 28, 2020",25.65
"Feb. 27, 2020",25.97
"Feb. 26, 2020",27.35
"Feb. 25, 2020",27.44
"Feb. 24, 2020",27.80
"Feb. 21, 2020",28.17
"Feb. 20, 2020",28.12
"Feb. 19, 2020",27.88
"Feb. 18, 2020",28.62
"Feb. 14, 2020",28.27
"Feb. 13, 2020",27.96
"Feb. 12, 2020",27.43
"Feb. 11, 2020",27.62
"Feb. 10, 2020",27.58
"Feb. 7, 2020",27.36
"Feb. 6, 2020",27.23
"Feb. 5, 2020",27.07
"Feb. 4, 2020",26.85
"Feb. 3, 2020",27.08
"Jan. 31, 2020",27.22
"Jan. 30, 2020",27.39
"Jan. 29, 2020",26.97
"Jan. 28, 2020",26.98
"Jan. 27, 2020",27.07
"Jan. 24, 2020",26.76
"Jan. 23, 2020",26.40
"Jan. 22, 2020",26.38
"Jan. 21, 2020",26.07
"Jan. 17, 2020",25.72
"Jan. 16, 2020",25.60
"Jan. 15, 2020",25.53
"Jan. 14, 2020",25.14
"Jan. 13, 2020",25.01
"Jan. 10, 2020",24.72
"Jan. 9, 2020",24.67
"Jan. 8, 2020",24.48
"Jan. 7, 2020",24.49
"Jan. 6, 2020",24.51
"Jan. 3, 2020",24.39
"Jan. 2, 2020",24.22
"Dec. 31, 2019",24.58
"Dec. 30, 2019",26.61
"Dec. 27, 2019",26.74
"Dec. 26, 2019",26.68
"Dec. 24, 2019",26.52
"Dec. 23, 2019",26.33
"Dec. 20, 2019",26.77
"Dec. 19, 2019",26.54
"Dec. 18, 2019",26.50
"Dec. 17, 2019",26.45
"Dec. 16, 2019",26.41
"Dec. 13, 2019",26.13
"Dec. 12, 2019",25.79
"Dec. 11, 2019",26.00
"Dec. 10, 2019",25.86
"Dec. 9, 2019",25.84
"Dec. 6, 2019",25.85
"Dec. 5, 2019",25.87
"Dec. 4, 2019",25.83
"Dec. 3, 2019",25.61
"Dec. 2, 2019",25.50
"Nov. 29, 2019",25.79
"Nov. 27, 2019",25.70
"Nov. 26, 2019",25.91
"Nov. 25, 2019",25.65
"Nov. 22, 2019",25.74
"Nov. 21, 2019",25.93
"Nov. 20, 2019",25.94
"Nov. 19, 2019",25.66
"Nov. 18, 2019",25.60
"Nov. 15, 2019",25.52
"Nov. 14, 2019",25.35
"Nov. 13, 2019",25.13
"Nov. 12, 2019",24.62
"Nov. 11, 2019",24.51
"Nov. 8, 2019",24.49
"Nov. 7, 2019",24.60
"Nov. 6, 2019",25.09
"Nov. 5, 2019",25.05
"Nov. 4, 2019",25.32
"Nov. 1, 2019",25.99
"Oct. 31, 2019",26.28
"Oct. 30, 2019",25.97
"Oct. 29, 2019",25.65
"Oct. 28, 2019",25.72
"Oct. 25, 2019",26.12
"Oct. 24, 2019",26.20
"Oct. 23, 2019",26.03
"Oct. 22, 2019",26.05
"Oct. 21, 2019",25.67
"Oct. 18, 2019",25.64
"Oct. 17, 2019",25.48
"Oct. 16, 2019",25.35
"Oct. 15, 2019",25.09
"Oct. 14, 2019",25.24
"Oct. 11, 2019",25.31
"Oct. 10, 2019",25.59
"Oct. 9, 2019",25.74
"Oct. 8, 2019",25.36
"Oct. 7, 2019",25.65
"Oct. 4, 2019",25.76
"Oct. 3, 2019",25.38
"Oct. 2, 2019",25.27
"Oct. 1, 2019",25.59
"Sept. 30, 2019",25.69
"Sept. 27, 2019",25.50
"Sept. 26, 2019",25.55
"Sept. 25, 2019",25.30
"Sept. 24, 2019",25.20
"Sept. 23, 2019",24.84
"Sept. 20, 2019",24.89
"Sept. 19, 2019",24.80
"Sept. 18, 2019",24.69
"Sept. 17, 2019",24.51
"Sept. 16, 2019",24.08
"Sept. 13, 2019",24.10
"Sept. 12, 2019",24.34
"Sept. 11, 2019",24.27
"Sept. 10, 2019",24.05
"Sept. 9, 2019",24.25
"Sept. 6, 2019",24.28
"Sept. 5, 2019",24.24
"Sept. 4, 2019",24.72
"Sept. 3, 2019",24.87
"Aug. 30, 2019",24.16
"Aug. 29, 2019",24.39
"Aug. 28, 2019",24.39
"Aug. 27, 2019",24.70
"Aug. 26, 2019",24.66
"Aug. 23, 2019",24.47
"Aug. 22, 2019",24.44
"Aug. 21, 2019",24.40
"Aug. 20, 2019",24.17
"Aug. 19, 2019",24.15
"Aug. 16, 2019",23.99
"Aug. 15, 2019",23.95
"Aug. 14, 2019",23.71
"Aug. 13, 2019",23.78
"Aug. 12, 2019",23.76
"Aug. 9, 2019",23.87
"Aug. 8, 2019",23.73
"Aug. 7, 2019",23.48
"Aug. 6, 2019",23.31
"Aug. 5, 2019",22.94
"Aug. 2, 2019",23.31
"Aug. 1, 2019",23.19
"July 31, 2019",22.85
"July 30, 2019",23.09
"July 29, 2019",23.31
"July 26, 2019",23.07
"July 25, 2019",22.90
"July 24, 2019",23.17
"July 23, 2019",22.86
"July 22, 2019",23.09
"July 19, 2019",23.13
"July 18, 2019",23.42
"July 17, 2019",23.15
"July 16, 2019",22.93
"July 15, 2019",23.03
"July 12, 2019",23.02
"July 11, 2019",23.20
"July 10, 2019",23.10
"July 9, 2019",22.96
"July 8, 2019",23.06
"July 5, 2019",22.95
"July 3, 2019",23.02
"July 2, 2019",22.90
"July 1, 2019",22.50
"June 30, 2019",
"June 28, 2019",22.59
"June 27, 2019",22.56
"June 26, 2019",22.39
"June 25, 2019",22.74
"June 24, 2019",22.96
"June 21, 2019",22.89
"June 20, 2019",22.76
"June 19, 2019",22.74
"June 18, 2019",22.65
"June 17, 2019",22.76
"June 14, 2019",22.82
"June 13, 2019",22.58
"June 12, 2019",22.56
"June 11, 2019",22.27
"June 10, 2019",22.43
"June 7, 2019",22.54
"June 6, 2019",22.69
"June 5, 2019",22.57
"June 4, 2019",21.99
"June 3, 2019",22.01
"May 31, 2019",21.86
"May 30, 2019",21.94
"May 29, 2019",21.92
"May 28, 2019",22.19
"May 24, 2019",22.43
"May 23, 2019",22.45
"May 22, 2019",22.27
"May 21, 2019",21.93
"May 20, 2019",21.98
"May 17, 2019",21.94
"May 16, 2019",21.74
"May 15, 2019",21.49
"May 14, 2019",21.49
"May 13, 2019",21.50
"May 10, 2019",21.15
"May 9, 2019",20.80
"May 8, 2019",20.72
"May 7, 2019",20.93
"May 6, 2019",21.05
"May 3, 2019",21.22
