date,days_payables_outstanding
"Dec. 31, 2019",147.87
"Sept. 30, 2019",115.20
"June 30, 2019",114.49
"March 31, 2019",110.85
"Dec. 31, 2018",125.50
"Sept. 30, 2018",131.58
"June 30, 2018",108.84
"March 31, 2018",149.38
"Dec. 31, 2017",134.98
"Sept. 30, 2017",91.38
"June 30, 2017",74.36
"March 31, 2017",122.05
"Dec. 31, 2016",148.29
"Sept. 30, 2016",99.14
"June 30, 2016",75.09
"March 31, 2016",95.36
"Dec. 31, 2015",100.00
"Sept. 30, 2015",65.56
"June 30, 2015",55.75
"March 31, 2015",54.57
"Dec. 31, 2014",60.73
"Sept. 30, 2014",55.81
"June 30, 2014",61.47
"March 31, 2014",56.29
"Dec. 31, 2013",54.16
"Sept. 30, 2013",50.53
"June 30, 2013",52.87
"March 31, 2013",58.70
"Dec. 31, 2012",56.35
"Sept. 30, 2012",46.69
"June 30, 2012",49.82
"March 31, 2012",52.30
"Dec. 31, 2011",26.11
"Sept. 30, 2011",63.35
"June 30, 2011",61.26
"March 31, 2011",70.56
"Dec. 31, 2010",23.66
"Sept. 30, 2010",53.49
"June 30, 2010",71.93
"March 31, 2010",66.47
"Dec. 31, 2009",57.53
"Sept. 30, 2009",49.25
"June 30, 2009",57.60
"March 31, 2009",56.43
"Dec. 31, 2008",58.35
"Sept. 30, 2008",57.40
"June 30, 2008",66.47
"March 31, 2008",67.76
"Dec. 31, 2007",57.80
"Sept. 30, 2007",46.15
"June 30, 2007",46.47
"March 31, 2007",58.38
"Dec. 31, 2006",46.77
"Sept. 30, 2006",36.59
"June 30, 2006",41.13
"March 31, 2006",44.36
"Dec. 31, 2005",65.08
"Sept. 30, 2005",60.61
"June 30, 2005",56.25
"March 31, 2005",51.30
"Dec. 31, 2004",48.88
"Sept. 30, 2004",45.10
"June 30, 2004",51.29
"March 31, 2004",45.50
"Dec. 31, 2003",41.98
"Sept. 30, 2003",45.76
"June 30, 2003",56.85
"March 31, 2003",60.83
"Dec. 31, 2002",53.22
"Sept. 30, 2002",55.02
"June 30, 2002",45.93
"March 31, 2002",55.95
"Dec. 31, 2001",82.21
"Sept. 30, 2001",40.95
"June 30, 2001",48.14
"March 31, 2001",53.95
"Dec. 31, 2000",58.69
"Sept. 30, 2000",61.83
"June 30, 2000",74.06
"March 31, 2000",76.34
"Dec. 31, 1999",64.78
"Sept. 30, 1999",54.16
"June 30, 1999",51.35
"March 31, 1999",60.35
"Dec. 31, 1998",56.57
"Sept. 30, 1998",52.52
"June 30, 1998",53.82
"March 31, 1998",71.73
"Dec. 31, 1997",68.55
"Sept. 30, 1997",51.49
"June 30, 1997",57.96
"March 31, 1997",51.92
"Dec. 31, 1996",53.08
"Sept. 30, 1996",44.57
"June 30, 1996",50.25
"March 31, 1996",59.96
"Dec. 31, 1995",69.22
"Sept. 30, 1995",65.74
"June 30, 1995",55.18
"March 31, 1995",74.11
"Dec. 31, 1994",66.20
"Sept. 30, 1994",52.96
"June 30, 1994",50.50
