date,zmijewski_score
"Dec. 31, 2019",-0.8038
"Sept. 30, 2019",-0.7874
"June 30, 2019",-0.7746
"March 31, 2019",-0.7562
"Dec. 31, 2018",-1.010
"Sept. 30, 2018",-1.196
"June 30, 2018",-1.194
"March 31, 2018",-1.215
"Dec. 31, 2017",-0.6253
"Sept. 30, 2017",-0.4635
"June 30, 2017",-0.5037
"March 31, 2017",-0.4999
"Dec. 31, 2016",-0.4052
"Sept. 30, 2016",-0.3935
"June 30, 2016",-0.3845
"March 31, 2016",-0.3956
"Dec. 31, 2015",-0.4052
"Sept. 30, 2015",-0.4619
"June 30, 2015",-0.4205
"March 31, 2015",-0.372
"Dec. 31, 2014",-0.3448
"Sept. 30, 2014",-0.2835
"June 30, 2014",-0.2443
"March 31, 2014",-0.2597
"Dec. 31, 2013",-0.2631
"Sept. 30, 2013",-0.2671
"June 30, 2013",-0.2237
"March 31, 2013",-0.2218
"Dec. 31, 2012",-0.213
"Sept. 30, 2012",-0.2729
"June 30, 2012",-0.307
"March 31, 2012",-0.2846
"Dec. 31, 2011",-0.2959
"Sept. 30, 2011",-0.2745
"June 30, 2011",-0.3617
"March 31, 2011",-0.3552
"Dec. 31, 2010",-0.3758
"Sept. 30, 2010",-0.3616
"June 30, 2010",-0.3257
"March 31, 2010",-0.312
"Dec. 31, 2009",-0.331
"Sept. 30, 2009",-0.3526
"June 30, 2009",-0.3439
"March 31, 2009",-0.3374
"Dec. 31, 2008",-0.3058
"Sept. 30, 2008",-0.2506
"June 30, 2008",-0.1677
"March 31, 2008",-0.2905
"Dec. 31, 2007",-0.331
"Sept. 30, 2007",-0.3449
"June 30, 2007",-0.3771
"March 31, 2007",-0.3861
"Dec. 31, 2006",-0.3981
"Sept. 30, 2006",-0.38
"June 30, 2006",-0.3257
"March 31, 2006",-0.3451
"Dec. 31, 2005",-0.2484
"Sept. 30, 2005",-0.2009
"June 30, 2005",-0.3502
"March 31, 2005",-0.3633
"Dec. 31, 2004",-0.3118
"Sept. 30, 2004",-0.2778
"June 30, 2004",-0.313
"March 31, 2004",-0.2797
"Dec. 31, 2003",-0.2899
"Sept. 30, 2003",-0.4384
"June 30, 2003",-0.4759
"March 31, 2003",-0.5186
"Dec. 31, 2002",-0.388
"Sept. 30, 2002",-0.7631
"June 30, 2002",-0.8475
"March 31, 2002",-0.782
"Dec. 31, 2001",-0.8989
"Sept. 30, 2001",-0.891
"June 30, 2001",-0.9123
"March 31, 2001",-0.9885
"Dec. 31, 2000",-1.037
"Sept. 30, 2000",-1.146
"June 30, 2000",-1.190
"March 31, 2000",-1.251
"Dec. 31, 1999",-1.262
"Sept. 30, 1999",-1.236
"June 30, 1999",-1.189
"March 31, 1999",-1.442
"Dec. 31, 1998",-1.420
"Sept. 30, 1998",-1.253
"June 30, 1998",-1.162
"March 31, 1998",-1.191
"Dec. 31, 1997",-1.188
"Sept. 30, 1997",-1.109
"June 30, 1997",-1.068
"March 31, 1997",-1.047
"Dec. 31, 1996",-1.154
"Sept. 30, 1996",-1.121
"June 30, 1996",-1.064
"March 31, 1996",-1.038
"Dec. 31, 1995",-1.010
"Sept. 30, 1995",-1.056
"June 30, 1995",-0.9778
"March 31, 1995",-0.9585
"Dec. 31, 1994",-0.9707
"Sept. 30, 1994",-0.9178
