date,free_cash_flow
"Dec. 31, 2019",568.00M
"Sept. 30, 2019",620.00M
"June 30, 2019",179.00M
"March 31, 2019",-4.289B
"Dec. 31, 2018",-165.00M
"Sept. 30, 2018",566.00M
"June 30, 2018",230.00M
"March 31, 2018",3.00M
"Dec. 31, 2017",-367.00M
"Sept. 30, 2017",1.00B
"June 30, 2017",1.004B
"March 31, 2017",-584.00M
"Dec. 31, 2016",154.00M
"Sept. 30, 2016",1.052B
"June 30, 2016",643.00M
"March 31, 2016",280.00M
"Dec. 31, 2015",510.00M
"Sept. 30, 2015",540.00M
"June 30, 2015",812.00M
"March 31, 2015",355.00M
"Dec. 31, 2014",690.00M
"Sept. 30, 2014",736.00M
"June 30, 2014",742.00M
"March 31, 2014",-97.00M
"Dec. 31, 2013",923.00M
"Sept. 30, 2013",369.00M
"June 30, 2013",419.00M
"March 31, 2013",187.00M
"Dec. 31, 2012",-371.00M
"Sept. 30, 2012",139.00M
"June 30, 2012",-207.00M
"March 31, 2012",-439.00M
"Dec. 31, 2011",-407.00M
"Sept. 30, 2011",249.00M
"June 30, 2011",33.00M
"March 31, 2011",172.00M
"Dec. 31, 2010",370.00M
"Sept. 30, 2010",358.00M
"June 30, 2010",109.00M
"March 31, 2010",50.00M
"Dec. 31, 2009",355.00M
"Sept. 30, 2009",372.00M
"June 30, 2009",409.00M
"March 31, 2009",389.00M
"Dec. 31, 2008",220.00M
"Sept. 30, 2008",990.00M
"June 30, 2008",-996.00M
"March 31, 2008",668.00M
"Dec. 31, 2007",301.00M
"Sept. 30, 2007",483.00M
"June 30, 2007",292.00M
"March 31, 2007",660.00M
"Dec. 31, 2006",575.00M
"Sept. 30, 2006",1.738B
"June 30, 2006",-976.00M
"March 31, 2006",-665.00M
"Dec. 31, 2005",-1.45B
"Sept. 30, 2005",1.425B
"June 30, 2005",129.00M
"March 31, 2005",-186.00M
"Dec. 31, 2004",-212.00M
"Sept. 30, 2004",398.00M
"June 30, 2004",384.00M
"March 31, 2004",545.00M
"Dec. 31, 2003",200.00M
"Sept. 30, 2003",264.00M
"June 30, 2003",13.00M
"March 31, 2003",386.00M
"Dec. 31, 2002",-364.00M
"Sept. 30, 2002",556.00M
"June 30, 2002",448.00M
"March 31, 2002",421.00M
"Dec. 31, 2001",-25.00M
"Sept. 30, 2001",559.00M
"June 30, 2001",85.00M
"March 31, 2001",169.00M
"Dec. 31, 2000",-463.00M
"Sept. 30, 2000",52.00M
"June 30, 2000",-127.00M
"March 31, 2000",215.00M
"Dec. 31, 1999",-209.00M
"Sept. 30, 1999",199.00M
"June 30, 1999",212.00M
"March 31, 1999",500.00M
"Dec. 31, 1998",68.00M
"Sept. 30, 1998",388.00M
"June 30, 1998",375.00M
"March 31, 1998",295.00M
"Dec. 31, 1997",-96.00M
"Sept. 30, 1997",419.00M
"June 30, 1997",322.00M
"March 31, 1997",401.00M
"Dec. 31, 1996",146.70M
"Sept. 30, 1996",386.20M
"June 30, 1996",213.90M
"March 31, 1996",371.20M
"Dec. 31, 1995",39.90M
"Sept. 30, 1995",279.40M
"June 30, 1995",236.30M
"March 31, 1995",283.70M
"Dec. 31, 1994",74.20M
"Sept. 30, 1994",325.70M
"June 30, 1994",15.70M
"March 31, 1994",207.70M
