date,sales_est_0q
"March 19, 2020",4.666B
"Feb. 28, 2020",4.668B
"Feb. 21, 2020",4.683B
"Feb. 18, 2020",4.663B
"Jan. 30, 2020",4.683B
"Jan. 28, 2020",4.677B
"Jan. 27, 2020",4.815B
"Jan. 25, 2020",4.889B
"Jan. 24, 2020",4.394B
"Jan. 21, 2020",4.524B
"Jan. 16, 2020",4.523B
"Jan. 7, 2020",4.523B
"Dec. 31, 2019",4.652B
"Oct. 29, 2019",4.569B
"Oct. 28, 2019",4.557B
"Oct. 24, 2019",4.561B
"Oct. 23, 2019",4.560B
"Oct. 21, 2019",4.590B
"Oct. 14, 2019",4.638B
"Sept. 30, 2019",5.137B
"Sept. 9, 2019",5.133B
"Sept. 5, 2019",5.142B
"July 26, 2019",5.039B
"July 25, 2019",5.039B
"July 22, 2019",5.176B
"July 18, 2019",5.176B
"July 17, 2019",5.160B
"July 15, 2019",5.160B
"July 12, 2019",5.163B
"June 30, 2019",4.683B
"June 25, 2019",4.628B
"June 21, 2019",4.641B
"June 19, 2019",4.679B
"May 24, 2019",4.679B
"April 30, 2019",4.672B
"April 26, 2019",4.672B
"April 25, 2019",4.706B
"April 24, 2019",4.758B
"April 22, 2019",4.625B
"April 17, 2019",4.625B
"April 15, 2019",4.589B
"April 8, 2019",4.599B
"March 31, 2019",4.470B
"March 20, 2019",4.390B
"Feb. 19, 2019",4.357B
"Feb. 11, 2019",4.357B
"Jan. 31, 2019",4.374B
"Jan. 29, 2019",4.386B
"Jan. 28, 2019",4.562B
"Jan. 25, 2019",4.359B
"Jan. 22, 2019",4.241B
"Jan. 8, 2019",4.248B
"Jan. 7, 2019",4.183B
"Dec. 31, 2018",4.837B
"Dec. 10, 2018",4.969B
"Nov. 30, 2018",4.958B
"Oct. 31, 2018",5.055B
"Oct. 27, 2018",5.026B
"Oct. 25, 2018",4.720B
"Oct. 24, 2018",4.730B
"Oct. 18, 2018",4.699B
"Oct. 11, 2018",4.658B
"Oct. 9, 2018",4.676B
"Sept. 30, 2018",4.922B
"Sept. 6, 2018",4.963B
"Aug. 30, 2018",4.962B
"Aug. 29, 2018",4.985B
"July 31, 2018",4.986B
"July 30, 2018",4.926B
"July 26, 2018",4.855B
"July 25, 2018",4.809B
"July 23, 2018",4.939B
"July 19, 2018",4.940B
"July 11, 2018",4.907B
"June 30, 2018",4.511B
"May 23, 2018",4.566B
"May 22, 2018",4.538B
"May 21, 2018",4.538B
"April 26, 2018",4.566B
"April 25, 2018",4.539B
"April 22, 2018",4.638B
"April 20, 2018",4.625B
"April 19, 2018",4.618B
"April 18, 2018",4.608B
"April 10, 2018",4.608B
"April 3, 2018",4.595B
"April 2, 2018",4.595B
"March 31, 2018",4.154B
"Feb. 2, 2018",4.136B
"Jan. 31, 2018",4.057B
"Jan. 30, 2018",4.068B
"Jan. 29, 2018",4.025B
"Jan. 26, 2018",4.040B
"Jan. 24, 2018",4.072B
"Jan. 22, 2018",4.102B
"Jan. 18, 2018",4.098B
"Jan. 3, 2018",4.171B
"Jan. 2, 2018",4.171B
