date,shareholders_equity
"Dec. 31, 2019",37.00B
"Sept. 30, 2019",36.59B
"June 30, 2019",34.91B
"March 31, 2019",34.23B
"Dec. 31, 2018",34.14B
"Sept. 30, 2018",34.25B
"June 30, 2018",33.02B
"March 31, 2018",32.71B
"Dec. 31, 2017",28.24B
"Sept. 30, 2017",26.40B
"June 30, 2017",25.93B
"March 31, 2017",25.50B
"Dec. 31, 2016",24.34B
"Sept. 30, 2016",23.91B
"June 30, 2016",23.17B
"March 31, 2016",22.91B
"Dec. 31, 2015",22.57B
"Sept. 30, 2015",22.32B
"June 30, 2015",21.34B
"March 31, 2015",20.24B
"Dec. 31, 2014",19.92B
"Sept. 30, 2014",18.81B
"June 30, 2014",18.43B
"March 31, 2014",18.16B
"Dec. 31, 2013",18.04B
"Sept. 30, 2013",17.41B
"June 30, 2013",16.60B
"March 31, 2013",16.20B
"Dec. 31, 2012",16.07B
"Sept. 30, 2012",15.89B
"June 30, 2012",15.79B
"March 31, 2012",15.22B
"Dec. 31, 2011",14.94B
"Sept. 30, 2011",14.89B
"June 30, 2011",14.91B
"March 31, 2011",14.60B
"Dec. 31, 2010",14.46B
"Sept. 30, 2010",14.15B
"June 30, 2010",13.53B
"March 31, 2010",13.34B
"Dec. 31, 2009",12.97B
"Sept. 30, 2009",12.73B
"June 30, 2009",12.24B
"March 31, 2009",12.00B
"Dec. 31, 2008",11.68B
"Sept. 30, 2008",11.53B
"June 30, 2008",10.61B
"March 31, 2008",10.71B
"Dec. 31, 2007",10.74B
"Sept. 30, 2007",10.62B
"June 30, 2007",10.20B
"March 31, 2007",9.871B
"Dec. 31, 2006",9.93B
"Sept. 30, 2006",9.58B
"June 30, 2006",9.075B
"March 31, 2006",8.941B
"Dec. 31, 2005",8.499B
"Sept. 30, 2005",8.397B
"June 30, 2005",8.253B
"March 31, 2005",8.09B
"Dec. 31, 2004",7.537B
"Sept. 30, 2004",7.433B
"June 30, 2004",7.222B
"March 31, 2004",7.016B
"Dec. 31, 2003",6.972B
"Sept. 30, 2003",7.131B
"June 30, 2003",6.902B
"March 31, 2003",6.722B
"Dec. 31, 2002",6.616B
"Sept. 30, 2002",6.556B
"June 30, 2002",6.474B
"March 31, 2002",6.039B
"Dec. 31, 2001",6.241B
"Sept. 30, 2001",6.205B
"June 30, 2001",5.975B
"March 31, 2001",5.85B
"Dec. 31, 2000",5.819B
"Sept. 30, 2000",5.905B
"June 30, 2000",5.725B
"March 31, 2000",5.618B
"Dec. 31, 1999",5.596B
"Sept. 30, 1999",5.584B
"June 30, 1999",5.381B
"March 31, 1999",5.438B
"Dec. 31, 1998",5.352B
"Sept. 30, 1998",5.349B
"June 30, 1998",5.162B
"March 31, 1998",5.082B
"Dec. 31, 1997",5.071B
"Sept. 30, 1997",5.072B
"June 30, 1997",4.933B
"March 31, 1997",4.862B
"Dec. 31, 1996",4.924B
"Sept. 30, 1996",4.929B
"June 30, 1996",4.761B
"March 31, 1996",4.723B
"Dec. 31, 1995",4.732B
"Sept. 30, 1995",4.904B
"June 30, 1995",4.742B
"March 31, 1995",4.702B
"Dec. 31, 1994",4.742B
"Sept. 30, 1994",4.749B
"June 30, 1994",4.647B
"March 31, 1994",4.655B
