date,receivables_turnover
"Dec. 31, 2019",1.495
"Sept. 30, 2019",1.728
"June 30, 2019",1.631
"March 31, 2019",1.371
"Dec. 31, 2018",1.442
"Sept. 30, 2018",1.470
"June 30, 2018",1.539
"March 31, 2018",1.505
"Dec. 31, 2017",1.454
"Sept. 30, 2017",1.839
"June 30, 2017",1.898
"March 31, 2017",1.727
"Dec. 31, 2016",1.390
"Sept. 30, 2016",1.737
"June 30, 2016",1.545
"March 31, 2016",1.692
"Dec. 31, 2015",1.779
"Sept. 30, 2015",2.227
"June 30, 2015",2.092
"March 31, 2015",1.961
"Dec. 31, 2014",2.041
"Sept. 30, 2014",1.979
"June 30, 2014",1.664
"March 31, 2014",1.518
"Dec. 31, 2013",1.603
"Sept. 30, 2013",2.015
"June 30, 2013",1.976
"March 31, 2013",1.719
"Dec. 31, 2012",1.616
"Sept. 30, 2012",1.861
"June 30, 2012",1.907
"March 31, 2012",1.853
"Dec. 31, 2011",1.914
"Sept. 30, 2011",2.006
"June 30, 2011",1.916
"March 31, 2011",1.367
"Dec. 31, 2010",1.452
"Sept. 30, 2010",2.263
"June 30, 2010",1.809
"March 31, 2010",1.728
"Dec. 31, 2009",1.764
"Sept. 30, 2009",2.488
"June 30, 2009",2.306
"March 31, 2009",2.235
"Dec. 31, 2008",2.121
"Sept. 30, 2008",2.630
"June 30, 2008",1.918
"March 31, 2008",2.002
"Dec. 31, 2007",2.057
"Sept. 30, 2007",2.446
"June 30, 2007",2.060
"March 31, 2007",1.713
"Dec. 31, 2006",2.060
"Sept. 30, 2006",2.903
"June 30, 2006",2.626
"March 31, 2006",2.422
"Dec. 31, 2005",1.944
"Sept. 30, 2005",2.013
"June 30, 2005",1.870
"March 31, 2005",2.10
"Dec. 31, 2004",2.121
"Sept. 30, 2004",2.402
"June 30, 2004",2.501
"March 31, 2004",2.124
"Dec. 31, 2003",2.10
"Sept. 30, 2003",2.555
"June 30, 2003",2.452
"March 31, 2003",2.275
"Dec. 31, 2002",2.295
"Sept. 30, 2002",3.210
"June 30, 2002",3.348
"March 31, 2002",2.642
"Dec. 31, 2001",1.994
"Sept. 30, 2001",3.427
"June 30, 2001",3.361
"March 31, 2001",3.091
"Dec. 31, 2000",2.799
"Sept. 30, 2000",3.292
"June 30, 2000",3.208
"March 31, 2000",3.107
"Dec. 31, 1999",2.667
"Sept. 30, 1999",3.210
"June 30, 1999",3.284
"March 31, 1999",2.766
"Dec. 31, 1998",2.581
"Sept. 30, 1998",3.033
"June 30, 1998",3.220
"March 31, 1998",2.850
"Dec. 31, 1997",2.627
"Sept. 30, 1997",3.199
"June 30, 1997",3.199
"March 31, 1997",3.155
"Dec. 31, 1996",2.798
"Sept. 30, 1996",3.448
"June 30, 1996",3.296
"March 31, 1996",2.970
"Dec. 31, 1995",2.600
"Sept. 30, 1995",2.973
"June 30, 1995",3.282
"March 31, 1995",2.752
"Dec. 31, 1994",2.394
"Sept. 30, 1994",2.604
"June 30, 1994",2.722
