date,revenues_per_share
"Dec. 31, 2019",9.335
"Sept. 30, 2019",11.46
"June 30, 2019",10.29
"March 31, 2019",8.458
"Dec. 31, 2018",9.123
"Sept. 30, 2018",9.250
"June 30, 2018",8.550
"March 31, 2018",8.132
"Dec. 31, 2017",8.414
"Sept. 30, 2017",10.15
"June 30, 2017",9.336
"March 31, 2017",8.448
"Dec. 31, 2016",7.847
"Sept. 30, 2016",10.31
"June 30, 2016",8.216
"March 31, 2016",8.276
"Dec. 31, 2015",8.806
"Sept. 30, 2015",10.86
"June 30, 2015",9.702
"March 31, 2015",9.144
"Dec. 31, 2014",10.56
"Sept. 30, 2014",10.57
"June 30, 2014",9.155
"March 31, 2014",8.384
"Dec. 31, 2013",8.372
"Sept. 30, 2013",10.30
"June 30, 2013",9.023
"March 31, 2013",7.739
"Dec. 31, 2012",7.982
"Sept. 30, 2012",9.113
"June 30, 2012",8.790
"March 31, 2012",8.129
"Dec. 31, 2011",9.231
"Sept. 30, 2011",10.44
"June 30, 2011",9.447
"March 31, 2011",7.490
"Dec. 31, 2010",8.181
"Sept. 30, 2010",11.34
"June 30, 2010",8.729
"March 31, 2010",8.832
"Dec. 31, 2009",8.923
"Sept. 30, 2009",10.96
"June 30, 2009",9.378
"March 31, 2009",9.153
"Dec. 31, 2008",9.926
"Sept. 30, 2008",13.37
"June 30, 2008",8.905
"March 31, 2008",8.542
"Dec. 31, 2007",9.176
"Sept. 30, 2007",11.41
"June 30, 2007",9.813
"March 31, 2007",7.693
"Dec. 31, 2006",9.089
"Sept. 30, 2006",11.81
"June 30, 2006",9.602
"March 31, 2006",9.122
"Dec. 31, 2005",8.115
"Sept. 30, 2005",8.989
"June 30, 2005",7.096
"March 31, 2005",6.469
"Dec. 31, 2004",7.184
"Sept. 30, 2004",8.236
"June 30, 2004",7.279
"March 31, 2004",3.244
"Dec. 31, 2003",6.848
"Sept. 30, 2003",7.782
"June 30, 2003",6.903
"March 31, 2003",5.878
"Dec. 31, 2002",5.584
"Sept. 30, 2002",6.688
"June 30, 2002",3.109
"March 31, 2002",5.443
"Dec. 31, 2001",4.678
"Sept. 30, 2001",7.482
"June 30, 2001",6.408
"March 31, 2001",5.519
"Dec. 31, 2000",5.456
"Sept. 30, 2000",6.102
"June 30, 2000",4.912
"March 31, 2000",2.159
"Dec. 31, 1999",4.242
"Sept. 30, 1999",5.281
"June 30, 1999",4.502
"March 31, 1999",3.919
"Dec. 31, 1998",4.513
"Sept. 30, 1998",5.526
"June 30, 1998",4.668
"March 31, 1998",3.686
"Dec. 31, 1997",4.066
"Sept. 30, 1997",5.110
"June 30, 1997",4.358
"March 31, 1997",3.960
"Dec. 31, 1996",3.934
"Sept. 30, 1996",4.835
"June 30, 1996",4.020
"March 31, 1996",3.679
"Dec. 31, 1995",3.688
"Sept. 30, 1995",4.300
"June 30, 1995",3.953
"March 31, 1995",3.174
"Dec. 31, 1994",3.459
"Sept. 30, 1994",4.267
"June 30, 1994",4.022
"March 31, 1994",3.285
"Dec. 31, 1993",3.240
"Sept. 30, 1993",4.228
"June 30, 1993",3.639
"March 31, 1993",3.054
"Dec. 31, 1992",3.477
"Sept. 30, 1992",4.390
"June 30, 1992",3.608
"March 31, 1992",3.153
"Dec. 31, 1991",3.459
"Sept. 30, 1991",4.614
"June 30, 1991",4.275
"March 31, 1991",3.597
"Dec. 31, 1990",4.910
"Sept. 30, 1990",6.497
"June 30, 1990",5.803
"March 31, 1990",5.025
"Dec. 31, 1989",5.564
"Sept. 30, 1989",6.892
"June 30, 1989",5.835
"March 31, 1989",5.252
"Dec. 31, 1988",8.475
"Sept. 30, 1988",5.325
"June 30, 1988",4.515
"March 31, 1988",4.122
"Dec. 31, 1987",4.230
"Sept. 30, 1987",5.031
"June 30, 1987",4.085
"March 31, 1987",3.723
"Dec. 31, 1986",3.765
"Sept. 30, 1986",4.578
"June 30, 1986",3.978
"March 31, 1986",3.767
"Dec. 31, 1985",4.264
"Sept. 30, 1985",5.273
"June 30, 1985",4.492
"March 31, 1985",4.190
"Dec. 31, 1984",3.822
"Sept. 30, 1984",5.251
"June 30, 1984",4.175
"March 31, 1984",3.677
