date,debt_equity_ratio
"Dec. 31, 2019",1.151
"Sept. 30, 2019",1.142
"June 30, 2019",1.195
"March 31, 2019",1.175
"Dec. 31, 2018",1.104
"Sept. 30, 2018",0.9514
"June 30, 2018",0.9862
"March 31, 2018",0.9845
"Dec. 31, 2017",1.240
"Sept. 30, 2017",1.324
"June 30, 2017",1.332
"March 31, 2017",1.328
"Dec. 31, 2016",1.267
"Sept. 30, 2016",1.325
"June 30, 2016",1.394
"March 31, 2016",1.414
"Dec. 31, 2015",1.315
"Sept. 30, 2015",1.356
"June 30, 2015",1.395
"March 31, 2015",1.456
"Dec. 31, 2014",1.441
"Sept. 30, 2014",1.564
"June 30, 2014",1.625
"March 31, 2014",1.625
"Dec. 31, 2013",1.576
"Sept. 30, 2013",1.649
"June 30, 2013",1.701
"March 31, 2013",1.724
"Dec. 31, 2012",1.703
"Sept. 30, 2012",1.659
"June 30, 2012",1.574
"March 31, 2012",1.575
"Dec. 31, 2011",1.537
"Sept. 30, 2011",1.509
"June 30, 2011",1.439
"March 31, 2011",1.456
"Dec. 31, 2010",1.440
"Sept. 30, 2010",1.446
"June 30, 2010",1.493
"March 31, 2010",1.538
"Dec. 31, 2009",1.457
"Sept. 30, 2009",1.402
"June 30, 2009",1.425
"March 31, 2009",1.42
"Dec. 31, 2008",1.463
"Sept. 30, 2008",1.477
"June 30, 2008",1.381
"March 31, 2008",1.310
"Dec. 31, 2007",1.276
"Sept. 30, 2007",1.301
"June 30, 2007",1.258
"March 31, 2007",1.193
"Dec. 31, 2006",1.242
"Sept. 30, 2006",1.242
"June 30, 2006",1.315
"March 31, 2006",1.280
"Dec. 31, 2005",1.247
"Sept. 30, 2005",1.159
"June 30, 2005",1.194
"March 31, 2005",1.215
"Dec. 31, 2004",1.293
"Sept. 30, 2004",1.308
"June 30, 2004",1.317
"March 31, 2004",1.416
"Dec. 31, 2003",1.436
"Sept. 30, 2003",1.433
"June 30, 2003",1.280
"March 31, 2003",1.229
"Dec. 31, 2002",1.223
"Sept. 30, 2002",1.067
"June 30, 2002",1.054
"March 31, 2002",1.139
"Dec. 31, 2001",1.096
"Sept. 30, 2001",1.037
"June 30, 2001",1.010
"March 31, 2001",0.9166
"Dec. 31, 2000",0.8935
"Sept. 30, 2000",0.7888
"June 30, 2000",0.7514
"March 31, 2000",0.6629
"Dec. 31, 1999",0.7044
"Sept. 30, 1999",0.6465
"June 30, 1999",0.7211
"March 31, 1999",0.5191
"Dec. 31, 1998",0.5262
"Sept. 30, 1998",0.5743
"June 30, 1998",0.6428
"March 31, 1998",0.6415
"Dec. 31, 1997",0.647
"Sept. 30, 1997",0.6753
"June 30, 1997",0.7273
"March 31, 1997",0.7516
"Dec. 31, 1996",0.67
"Sept. 30, 1996",0.6629
"June 30, 1996",0.7251
"March 31, 1996",0.748
"Dec. 31, 1995",0.7961
"Sept. 30, 1995",0.7248
"June 30, 1995",0.7992
"March 31, 1995",0.8506
"Dec. 31, 1994",0.8406
"Sept. 30, 1994",0.8802
"June 30, 1994",0.9041
"March 31, 1994",0.9081
