date,forward_pe_ratio
"March 19, 2020",22.81
"March 18, 2020",23.20
"March 17, 2020",24.43
"March 16, 2020",22.18
"March 13, 2020",24.41
"March 12, 2020",23.01
"March 11, 2020",26.58
"March 10, 2020",28.17
"March 9, 2020",28.78
"March 6, 2020",29.97
"March 5, 2020",30.46
"March 4, 2020",31.12
"March 3, 2020",29.24
"March 2, 2020",29.59
"Feb. 28, 2020",27.87
"Feb. 27, 2020",28.22
"Feb. 26, 2020",29.72
"Feb. 25, 2020",29.81
"Feb. 24, 2020",30.21
"Feb. 21, 2020",30.61
"Feb. 20, 2020",30.55
"Feb. 19, 2020",30.29
"Feb. 18, 2020",31.10
"Feb. 14, 2020",30.72
"Feb. 13, 2020",30.38
"Feb. 12, 2020",29.80
"Feb. 11, 2020",30.01
"Feb. 10, 2020",29.97
"Feb. 7, 2020",29.72
"Feb. 6, 2020",29.59
"Feb. 5, 2020",29.41
"Feb. 4, 2020",29.17
"Feb. 3, 2020",29.42
"Jan. 31, 2020",29.58
"Jan. 30, 2020",29.77
"Jan. 29, 2020",29.31
"Jan. 28, 2020",29.31
"Jan. 27, 2020",29.42
"Jan. 24, 2020",29.08
"Jan. 23, 2020",28.68
"Jan. 22, 2020",28.66
"Jan. 21, 2020",28.33
"Jan. 17, 2020",27.95
"Jan. 16, 2020",27.82
"Jan. 15, 2020",27.74
"Jan. 14, 2020",27.32
"Jan. 13, 2020",27.17
"Jan. 10, 2020",26.86
"Jan. 9, 2020",26.81
"Jan. 8, 2020",26.60
"Jan. 7, 2020",26.61
"Jan. 6, 2020",26.64
"Jan. 3, 2020",26.50
"Jan. 2, 2020",26.32
"Dec. 31, 2019",26.71
"Dec. 30, 2019",28.79
"Dec. 27, 2019",28.94
"Dec. 26, 2019",28.87
"Dec. 24, 2019",28.70
"Dec. 23, 2019",28.49
"Dec. 20, 2019",28.96
"Dec. 19, 2019",28.71
"Dec. 18, 2019",28.67
"Dec. 17, 2019",28.61
"Dec. 16, 2019",28.57
"Dec. 13, 2019",28.27
"Dec. 12, 2019",27.91
"Dec. 11, 2019",28.13
"Dec. 10, 2019",27.97
"Dec. 9, 2019",27.95
"Dec. 6, 2019",27.97
"Dec. 5, 2019",27.99
"Dec. 4, 2019",27.95
"Dec. 3, 2019",27.71
"Dec. 2, 2019",27.59
"Nov. 29, 2019",27.90
"Nov. 27, 2019",27.81
"Nov. 26, 2019",28.03
"Nov. 25, 2019",27.75
"Nov. 22, 2019",27.85
"Nov. 21, 2019",28.06
"Nov. 20, 2019",28.07
"Nov. 19, 2019",27.76
"Nov. 18, 2019",27.70
"Nov. 15, 2019",27.61
"Nov. 14, 2019",27.43
"Nov. 13, 2019",27.19
"Nov. 12, 2019",26.63
"Nov. 11, 2019",26.51
"Nov. 8, 2019",26.50
"Nov. 7, 2019",26.62
"Nov. 6, 2019",27.14
"Nov. 5, 2019",27.10
"Nov. 4, 2019",27.40
"Nov. 1, 2019",28.12
"Oct. 31, 2019",28.44
"Oct. 30, 2019",28.09
"Oct. 29, 2019",27.75
"Oct. 28, 2019",27.83
"Oct. 25, 2019",28.26
"Oct. 24, 2019",28.34
"Oct. 23, 2019",28.16
"Oct. 22, 2019",28.19
"Oct. 21, 2019",27.78
"Oct. 18, 2019",27.74
"Oct. 17, 2019",27.57
"Oct. 16, 2019",27.43
"Oct. 15, 2019",27.15
"Oct. 14, 2019",27.31
"Oct. 11, 2019",27.39
"Oct. 10, 2019",27.68
"Oct. 9, 2019",27.84
"Oct. 8, 2019",27.44
"Oct. 7, 2019",27.75
"Oct. 4, 2019",27.87
"Oct. 3, 2019",27.46
"Oct. 2, 2019",27.34
"Oct. 1, 2019",27.68
"Sept. 30, 2019",27.80
"Sept. 27, 2019",27.59
"Sept. 26, 2019",27.65
"Sept. 25, 2019",27.37
"Sept. 24, 2019",27.26
"Sept. 23, 2019",26.88
"Sept. 20, 2019",26.93
"Sept. 19, 2019",26.83
