date,ca_score
"Dec. 31, 2019",-0.9838
"Sept. 30, 2019",-0.9543
"June 30, 2019",-0.941
"March 31, 2019",-0.9307
"Dec. 31, 2018",-0.7662
"Sept. 30, 2018",-0.8376
"June 30, 2018",-0.8757
"March 31, 2018",-0.9199
"Dec. 31, 2017",-1.114
"Sept. 30, 2017",-1.090
"June 30, 2017",-1.081
"March 31, 2017",-1.092
"Dec. 31, 2016",-1.154
"Sept. 30, 2016",-1.140
"June 30, 2016",-1.124
"March 31, 2016",-1.117
"Dec. 31, 2015",-1.117
"Sept. 30, 2015",-1.079
"June 30, 2015",-1.112
"March 31, 2015",-1.135
"Dec. 31, 2014",-1.162
"Sept. 30, 2014",-1.225
"June 30, 2014",-1.223
"March 31, 2014",-1.220
"Dec. 31, 2013",-1.254
"Sept. 30, 2013",-1.248
"June 30, 2013",-1.275
"March 31, 2013",-1.265
"Dec. 31, 2012",-1.219
"Sept. 30, 2012",-1.165
"June 30, 2012",-1.135
"March 31, 2012",-1.122
"Dec. 31, 2011",-1.132
"Sept. 30, 2011",-1.178
"June 30, 2011",-1.135
"March 31, 2011",-1.163
"Dec. 31, 2010",-1.113
"Sept. 30, 2010",-1.095
"June 30, 2010",-1.116
"March 31, 2010",-1.111
"Dec. 31, 2009",-1.139
"Sept. 30, 2009",-1.128
"June 30, 2009",-1.097
"March 31, 2009",-1.128
"Dec. 31, 2008",-1.133
"Sept. 30, 2008",-1.158
"June 30, 2008",-1.18
"March 31, 2008",-1.086
"Dec. 31, 2007",-1.078
"Sept. 30, 2007",-1.072
"June 30, 2007",-1.058
"March 31, 2007",-1.079
"Dec. 31, 2006",-1.062
"Sept. 30, 2006",-1.079
"June 30, 2006",-1.123
"March 31, 2006",-1.132
"Dec. 31, 2005",-1.176
"Sept. 30, 2005",-1.185
"June 30, 2005",-1.165
"March 31, 2005",-1.156
"Dec. 31, 2004",-1.162
"Sept. 30, 2004",-1.142
"June 30, 2004",-1.093
"March 31, 2004",-1.057
"Dec. 31, 2003",-1.016
"Sept. 30, 2003",-0.917
"June 30, 2003",-0.8947
"March 31, 2003",-0.8309
"Dec. 31, 2002",-0.7679
"Sept. 30, 2002",-0.6649
"June 30, 2002",-0.5694
"March 31, 2002",-0.5456
"Dec. 31, 2001",-0.5014
"Sept. 30, 2001",-0.4718
"June 30, 2001",-0.426
"March 31, 2001",-0.3701
"Dec. 31, 2000",-0.3259
"Sept. 30, 2000",-0.2181
"June 30, 2000",-0.2117
"March 31, 2000",-0.2323
"Dec. 31, 1999",-0.1589
"Sept. 30, 1999",-0.2109
"June 30, 1999",-0.1903
"March 31, 1999",-0.1098
"Dec. 31, 1998",-0.1956
"Sept. 30, 1998",-0.2443
"June 30, 1998",-0.2979
"March 31, 1998",-0.3147
"Dec. 31, 1997",-0.3106
"Sept. 30, 1997",-0.3297
"June 30, 1997",-0.3324
"March 31, 1997",-0.3404
"Dec. 31, 1996",-0.3453
"Sept. 30, 1996",-0.3655
"June 30, 1996",-0.3984
"March 31, 1996",-0.4117
"Dec. 31, 1995",-0.4199
"Sept. 30, 1995",-0.4361
"June 30, 1995",-0.4729
"March 31, 1995",-0.4973
"Dec. 31, 1994",-0.5107
"Sept. 30, 1994",-0.1692
