date,forward_ps_ratio
"March 19, 2020",5.072
"March 18, 2020",5.158
"March 17, 2020",5.431
"March 16, 2020",4.931
"March 13, 2020",5.426
"March 12, 2020",5.115
"March 11, 2020",5.908
"March 10, 2020",6.262
"March 9, 2020",6.398
"March 6, 2020",6.637
"March 5, 2020",6.743
"March 4, 2020",6.891
"March 3, 2020",6.474
"March 2, 2020",6.552
"Feb. 28, 2020",6.171
"Feb. 27, 2020",6.247
"Feb. 26, 2020",6.579
"Feb. 25, 2020",6.600
"Feb. 24, 2020",6.688
"Feb. 21, 2020",6.778
"Feb. 20, 2020",6.764
"Feb. 19, 2020",6.706
"Feb. 18, 2020",6.886
"Feb. 14, 2020",6.800
"Feb. 13, 2020",6.726
"Feb. 12, 2020",6.599
"Feb. 11, 2020",6.645
"Feb. 10, 2020",6.635
"Feb. 7, 2020",6.581
"Feb. 6, 2020",6.552
"Feb. 5, 2020",6.512
"Feb. 4, 2020",6.459
"Feb. 3, 2020",6.514
"Jan. 31, 2020",6.548
"Jan. 30, 2020",6.591
"Jan. 29, 2020",6.489
"Jan. 28, 2020",6.490
"Jan. 27, 2020",6.513
"Jan. 24, 2020",6.439
"Jan. 23, 2020",6.350
"Jan. 22, 2020",6.346
"Jan. 21, 2020",6.273
"Jan. 17, 2020",6.187
"Jan. 16, 2020",6.160
"Jan. 15, 2020",6.143
"Jan. 14, 2020",6.049
"Jan. 13, 2020",6.016
"Jan. 10, 2020",5.947
"Jan. 9, 2020",5.936
"Jan. 8, 2020",5.890
"Jan. 7, 2020",5.892
"Jan. 6, 2020",5.897
"Jan. 3, 2020",5.868
"Jan. 2, 2020",5.826
"Dec. 31, 2019",5.913
"Dec. 30, 2019",6.098
"Dec. 27, 2019",6.129
"Dec. 26, 2019",6.115
"Dec. 24, 2019",6.079
"Dec. 23, 2019",6.035
"Dec. 20, 2019",6.134
"Dec. 19, 2019",6.082
"Dec. 18, 2019",6.073
"Dec. 17, 2019",6.061
"Dec. 16, 2019",6.052
"Dec. 13, 2019",5.989
"Dec. 12, 2019",5.912
"Dec. 11, 2019",5.959
"Dec. 10, 2019",5.926
"Dec. 9, 2019",5.921
"Dec. 6, 2019",5.924
"Dec. 5, 2019",5.928
"Dec. 4, 2019",5.921
"Dec. 3, 2019",5.870
"Dec. 2, 2019",5.845
"Nov. 29, 2019",5.910
"Nov. 27, 2019",5.891
"Nov. 26, 2019",5.937
"Nov. 25, 2019",5.878
"Nov. 22, 2019",5.898
"Nov. 21, 2019",5.943
"Nov. 20, 2019",5.945
"Nov. 19, 2019",5.880
"Nov. 18, 2019",5.868
"Nov. 15, 2019",5.849
"Nov. 14, 2019",5.810
"Nov. 13, 2019",5.760
"Nov. 12, 2019",5.642
"Nov. 11, 2019",5.616
"Nov. 8, 2019",5.613
"Nov. 7, 2019",5.638
"Nov. 6, 2019",5.750
"Nov. 5, 2019",5.74
"Nov. 4, 2019",5.803
"Nov. 1, 2019",5.957
"Oct. 31, 2019",6.024
"Oct. 30, 2019",5.951
"Oct. 29, 2019",5.879
"Oct. 28, 2019",5.895
"Oct. 25, 2019",5.987
"Oct. 24, 2019",6.004
"Oct. 23, 2019",5.965
"Oct. 22, 2019",5.971
"Oct. 21, 2019",5.884
"Oct. 18, 2019",5.876
"Oct. 17, 2019",5.841
"Oct. 16, 2019",5.811
"Oct. 15, 2019",5.751
"Oct. 14, 2019",5.785
"Oct. 11, 2019",5.802
"Oct. 10, 2019",5.864
"Oct. 9, 2019",5.898
"Oct. 8, 2019",5.812
"Oct. 7, 2019",5.878
"Oct. 4, 2019",5.904
"Oct. 3, 2019",5.817
"Oct. 2, 2019",5.791
"Oct. 1, 2019",5.864
"Sept. 30, 2019",5.889
"Sept. 27, 2019",5.845
"Sept. 26, 2019",5.856
"Sept. 25, 2019",5.797
"Sept. 24, 2019",5.775
"Sept. 23, 2019",5.694
"Sept. 20, 2019",5.705
"Sept. 19, 2019",5.684
"Sept. 18, 2019",5.659
"Sept. 17, 2019",5.616
"Sept. 16, 2019",5.517
"Sept. 13, 2019",5.522
"Sept. 12, 2019",5.579
"Sept. 11, 2019",5.562
"Sept. 10, 2019",5.513
"Sept. 9, 2019",5.557
"Sept. 6, 2019",5.564
"Sept. 5, 2019",5.555
"Sept. 4, 2019",5.664
"Sept. 3, 2019",5.701
"Aug. 30, 2019",5.428
"Aug. 29, 2019",5.478
"Aug. 28, 2019",5.480
"Aug. 27, 2019",5.550
"Aug. 26, 2019",5.54
"Aug. 23, 2019",5.497
"Aug. 22, 2019",5.490
"Aug. 21, 2019",5.482
"Aug. 20, 2019",5.429
"Aug. 19, 2019",5.424
"Aug. 16, 2019",5.389
"Aug. 15, 2019",5.380
"Aug. 14, 2019",5.325
"Aug. 13, 2019",5.342
"Aug. 12, 2019",5.338
"Aug. 9, 2019",5.363
"Aug. 8, 2019",5.332
