date,graham_number
"Dec. 31, 2019",115.02
"Sept. 30, 2019",105.92
"June 30, 2019",106.74
"March 31, 2019",98.22
"Dec. 31, 2018",149.52
"Sept. 30, 2018",168.37
"June 30, 2018",164.95
"March 31, 2018",164.52
"Dec. 31, 2017",123.95
"Sept. 30, 2017",106.01
"June 30, 2017",104.18
"March 31, 2017",100.30
"Dec. 31, 2016",85.52
"Sept. 30, 2016",78.04
"June 30, 2016",79.50
"March 31, 2016",82.08
"Dec. 31, 2015",81.78
"Sept. 30, 2015",87.18
"June 30, 2015",83.34
"March 31, 2015",78.88
"Dec. 31, 2014",75.26
"Sept. 30, 2014",64.95
"June 30, 2014",65.32
"March 31, 2014",67.13
"Dec. 31, 2013",64.58
"Sept. 30, 2013",65.60
"June 30, 2013",59.85
"March 31, 2013",59.20
"Dec. 31, 2012",62.30
"Sept. 30, 2012",61.44
"June 30, 2012",61.22
"March 31, 2012",60.04
"Dec. 31, 2011",56.29
"Sept. 30, 2011",53.57
"June 30, 2011",59.04
"March 31, 2011",55.94
"Dec. 31, 2010",60.53
"Sept. 30, 2010",61.44
"June 30, 2010",57.58
"March 31, 2010",56.62
"Dec. 31, 2009",52.89
"Sept. 30, 2009",53.50
"June 30, 2009",56.33
"March 31, 2009",53.47
"Dec. 31, 2008",51.16
"Sept. 30, 2008",47.88
"June 30, 2008",42.02
"March 31, 2008",45.53
"Dec. 31, 2007",44.03
"Sept. 30, 2007",44.60
"June 30, 2007",43.67
"March 31, 2007",40.29
"Dec. 31, 2006",42.19
"Sept. 30, 2006",40.83
"June 30, 2006",36.78
"March 31, 2006",35.97
"Dec. 31, 2005",33.52
"Sept. 30, 2005",21.93
"June 30, 2005",21.87
"March 31, 2005",23.70
"Dec. 31, 2004",21.82
"Sept. 30, 2004",20.79
"June 30, 2004",21.04
"March 31, 2004",20.29
"Dec. 31, 2003",23.20
"Sept. 30, 2003",27.48
"June 30, 2003",22.88
"March 31, 2003",19.72
"Dec. 31, 2002",11.12
"Sept. 30, 2002",
"June 30, 2002",12.10
"March 31, 2002",15.69
"Dec. 31, 2001",19.52
"Sept. 30, 2001",27.63
"June 30, 2001",26.61
"March 31, 2001",25.99
"Dec. 31, 2000",26.03
"Sept. 30, 2000",27.09
"June 30, 2000",23.13
"March 31, 2000",18.91
"Dec. 31, 1999",19.93
"Sept. 30, 1999",19.24
"June 30, 1999",18.78
"March 31, 1999",20.03
"Dec. 31, 1998",18.61
"Sept. 30, 1998",18.51
"June 30, 1998",17.85
"March 31, 1998",17.54
"Dec. 31, 1997",17.40
"Sept. 30, 1997",17.27
"June 30, 1997",16.77
"March 31, 1997",16.44
"Dec. 31, 1996",16.34
"Sept. 30, 1996",16.05
"June 30, 1996",15.59
"March 31, 1996",15.31
"Dec. 31, 1995",15.39
"Sept. 30, 1995",15.39
"June 30, 1995",14.84
"March 31, 1995",14.57
"Dec. 31, 1994",14.45
"Sept. 30, 1994",14.73
"June 30, 1994",13.30
"March 31, 1994",13.07
