Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/17/1989,02/24/1989,03/15/1989,02/13/1989,Normal,0.275
11/21/1988,11/28/1988,12/15/1988,11/01/1988,Normal,0.275
08/22/1988,08/26/1988,09/15/1988,07/22/1988,Normal,0.275
05/23/1988,05/27/1988,06/15/1988,05/02/1988,Normal,0.275
02/29/1988,03/04/1988,03/15/1988,02/08/1988,Normal,0.265
11/23/1987,11/30/1987,12/15/1987,11/16/1987,Normal,0.265
08/25/1987,08/31/1987,09/15/1987,08/17/1987,Normal,0.265
05/22/1987,05/29/1987,06/15/1987,05/11/1987,Normal,0.265
03/02/1987,03/06/1987,03/16/1987,02/23/1987,Normal,0.255
11/21/1986,11/28/1986,12/15/1986,11/17/1986,Normal,0.255
08/25/1986,08/29/1986,09/15/1986,08/18/1986,Normal,0.255
05/23/1986,05/30/1986,06/16/1986,05/12/1986,Normal,0.255
02/24/1986,02/28/1986,03/17/1986,02/10/1986,Normal,0.245
