Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/27/2020,02/28/2020,03/16/2020,02/14/2020,Normal,1.40
11/27/2019,11/29/2019,12/16/2019,10/18/2019,Normal,1.25
08/28/2019,08/29/2019,09/16/2019,07/25/2019,Normal,1.25
05/31/2019,06/03/2019,06/17/2019,05/23/2019,Normal,1.25
02/27/2019,02/28/2019,03/15/2019,02/15/2019,Normal,1.25
11/29/2018,11/30/2018,12/17/2018,10/12/2018,Normal,1.11
08/29/2018,08/30/2018,09/17/2018,07/26/2018,Normal,1.11
06/04/2018,06/05/2018,06/15/2018,05/24/2018,Normal,1.11
02/26/2018,02/27/2018,03/15/2018,02/16/2018,Normal,1.11
11/22/2017,11/24/2017,12/15/2017,10/14/2017,Normal,0.9825
08/23/2017,08/25/2017,09/15/2017,08/01/2017,Normal,0.9825
05/25/2017,05/30/2017,06/15/2017,05/18/2017,Normal,0.9825
02/24/2017,02/28/2017,03/15/2017,02/17/2017,Normal,0.9825
11/22/2016,11/25/2016,12/15/2016,11/02/2016,Normal,0.87
08/26/2016,08/30/2016,09/15/2016,07/29/2016,Normal,0.87
05/26/2016,05/31/2016,06/15/2016,05/19/2016,Normal,0.87
02/24/2016,02/26/2016,03/15/2016,02/12/2016,Normal,0.87
11/24/2015,11/27/2015,12/15/2015,10/16/2015,Normal,0.77
08/26/2015,08/28/2015,09/15/2015,08/03/2015,Normal,0.77
05/27/2015,05/29/2015,06/15/2015,05/22/2015,Normal,0.77
02/25/2015,02/27/2015,03/16/2015,02/13/2015,Normal,0.77
11/25/2014,11/28/2014,12/15/2014,10/17/2014,Normal,0.725
08/27/2014,08/29/2014,09/15/2014,07/25/2014,Normal,0.725
05/29/2014,06/02/2014,06/16/2014,05/23/2014,Normal,0.725
02/26/2014,02/28/2014,03/17/2014,02/14/2014,Normal,0.725
11/26/2013,11/29/2013,12/16/2013,10/18/2013,Normal,0.66
08/28/2013,08/30/2013,09/16/2013,07/26/2013,Normal,0.66
05/30/2013,06/03/2013,06/17/2013,05/24/2013,Normal,0.66
02/27/2013,03/01/2013,03/15/2013,02/15/2013,Normal,0.66
11/28/2012,11/30/2012,12/17/2012,10/13/2012,Normal,0.60
08/29/2012,08/31/2012,09/17/2012,07/28/2012,Normal,0.60
05/31/2012,06/04/2012,06/15/2012,05/26/2012,Normal,0.60
02/29/2012,03/02/2012,03/15/2012,02/18/2012,Normal,0.60
11/22/2011,11/25/2011,12/15/2011,10/15/2011,Normal,0.55
08/24/2011,08/26/2011,09/15/2011,07/30/2011,Normal,0.55
06/01/2011,06/03/2011,06/15/2011,05/23/2011,Normal,0.55
03/02/2011,03/04/2011,03/15/2011,02/19/2011,Normal,0.55
11/23/2010,11/26/2010,12/15/2010,10/16/2010,Normal,0.50
08/25/2010,08/27/2010,09/15/2010,07/31/2010,Normal,0.50
06/02/2010,06/04/2010,06/15/2010,05/22/2010,Normal,0.50
02/24/2010,02/26/2010,03/15/2010,02/15/2010,Normal,0.50
11/24/2009,11/27/2009,12/15/2009,10/19/2009,Normal,0.4725
08/26/2009,08/28/2009,09/15/2009,07/27/2009,Normal,0.4725
06/03/2009,06/05/2009,06/15/2009,05/28/2009,Normal,0.4725
02/25/2009,02/27/2009,03/16/2009,02/16/2009,Normal,0.4725
11/25/2008,11/28/2008,12/15/2008,10/20/2008,Normal,0.445
08/27/2008,08/29/2008,09/15/2008,07/28/2008,Normal,0.445
06/04/2008,06/06/2008,06/16/2008,05/23/2008,Normal,0.445
02/27/2008,02/29/2008,03/17/2008,02/15/2008,Normal,0.445
11/28/2007,11/30/2007,12/17/2007,10/19/2007,Normal,0.41
08/29/2007,08/31/2007,09/17/2007,08/03/2007,Normal,0.41
06/06/2007,06/08/2007,06/15/2007,05/25/2007,Normal,0.41
02/28/2007,03/02/2007,03/15/2007,02/16/2007,Normal,0.41
11/21/2006,11/24/2006,12/15/2006,10/13/2006,Normal,0.375
08/23/2006,08/25/2006,09/15/2006,08/04/2006,Normal,0.375
06/07/2006,06/09/2006,06/15/2006,05/26/2006,Normal,0.375
03/03/2006,03/07/2006,03/15/2006,02/17/2006,Normal,0.375
11/22/2005,11/25/2005,12/15/2005,10/14/2005,Normal,0.355
08/24/2005,08/26/2005,09/15/2005,08/01/2005,Normal,0.355
06/01/2005,06/03/2005,06/15/2005,05/23/2005,Normal,0.355
03/02/2005,03/04/2005,03/15/2005,01/21/2005,Normal,0.355
11/23/2004,11/26/2004,12/15/2004,10/15/2004,Normal,0.34
08/25/2004,08/27/2004,09/15/2004,07/26/2004,Normal,0.34
06/02/2004,06/04/2004,06/15/2004,05/21/2004,Normal,0.31
02/25/2004,02/27/2004,03/15/2004,02/13/2004,Normal,0.31
11/25/2003,11/28/2003,12/15/2003,10/17/2003,Normal,0.30
08/27/2003,08/29/2003,09/15/2003,08/15/2003,Normal,0.30
06/04/2003,06/06/2003,06/16/2003,05/23/2003,Normal,0.30
02/26/2003,02/28/2003,03/17/2003,02/14/2003,Normal,0.30
11/26/2002,11/29/2002,12/16/2002,10/18/2002,Normal,0.29
08/28/2002,08/30/2002,09/16/2002,08/16/2002,Normal,0.29
06/05/2002,06/07/2002,06/17/2002,05/29/2002,Normal,0.29
02/20/2002,02/22/2002,03/15/2002,01/11/2002,Normal,0.29
11/28/2001,11/30/2001,12/17/2001,11/12/2001,Normal,0.28
08/29/2001,08/31/2001,09/17/2001,08/13/2001,Normal,0.28
05/23/2001,05/25/2001,06/15/2001,05/14/2001,Normal,0.28
02/21/2001,02/23/2001,03/15/2001,02/12/2001,Normal,0.28
11/21/2000,11/24/2000,12/15/2000,11/13/2000,Normal,0.27
08/23/2000,08/25/2000,09/15/2000,08/14/2000,Normal,0.27
05/24/2000,05/26/2000,06/15/2000,05/15/2000,Normal,0.27
02/23/2000,02/25/2000,03/15/2000,02/14/2000,Normal,0.27
11/23/1999,11/26/1999,12/15/1999,11/15/1999,Normal,0.26
08/25/1999,08/27/1999,09/15/1999,08/16/1999,Normal,0.26
05/26/1999,05/28/1999,06/15/1999,05/10/1999,Normal,0.26
02/24/1999,02/26/1999,03/15/1999,02/15/1999,Normal,0.26
11/24/1998,11/27/1998,12/15/1998,11/16/1998,Normal,0.25
08/26/1998,08/28/1998,09/15/1998,08/17/1998,Normal,0.25
05/27/1998,05/29/1998,06/15/1998,05/18/1998,Normal,0.25
02/25/1998,02/27/1998,03/16/1998,02/16/1998,Normal,0.25
11/25/1997,11/28/1997,12/15/1997,11/17/1997,Normal,0.24
08/27/1997,08/29/1997,09/15/1997,08/11/1997,Normal,0.24
05/28/1997,05/30/1997,06/16/1997,05/12/1997,Normal,0.24
02/26/1997,02/28/1997,03/17/1997,02/17/1997,Normal,0.24
11/26/1996,11/29/1996,12/16/1996,11/13/1996,Normal,0.23
08/28/1996,08/30/1996,09/16/1996,08/12/1996,Normal,0.23
05/29/1996,05/31/1996,06/17/1996,05/13/1996,Normal,0.23
02/21/1996,02/23/1996,03/15/1996,02/12/1996,Normal,0.23
11/21/1995,11/24/1995,12/15/1995,11/14/1995,Normal,0.22
08/23/1995,08/25/1995,09/15/1995,08/21/1995,Normal,0.22
05/22/1995,05/26/1995,06/15/1995,05/16/1995,Normal,0.22
02/17/1995,02/24/1995,03/15/1995,02/13/1995,Normal,0.22
11/18/1994,11/25/1994,12/15/1994,11/15/1994,Normal,0.21
08/22/1994,08/26/1994,09/15/1994,08/15/1994,Normal,0.21
05/23/1994,05/27/1994,06/15/1994,05/09/1994,Normal,0.21
02/18/1994,02/25/1994,03/15/1994,02/14/1994,Normal,0.31
11/19/1993,11/26/1993,12/15/1993,11/15/1993,Normal,0.31
08/23/1993,08/27/1993,09/15/1993,08/16/1993,Normal,0.31
05/24/1993,05/28/1993,06/15/1993,05/10/1993,Normal,0.31
02/26/1993,03/04/1993,03/15/1993,02/22/1993,Normal,0.305
11/20/1992,11/27/1992,12/15/1992,11/16/1992,Normal,0.305
08/24/1992,08/28/1992,09/15/1992,08/17/1992,Normal,0.305
05/22/1992,05/29/1992,06/15/1992,05/11/1992,Normal,0.305
02/24/1992,02/28/1992,03/16/1992,02/18/1992,Normal,0.30
11/27/1991,12/04/1991,12/16/1991,11/11/1991,Normal,0.30
08/26/1991,08/30/1991,09/16/1991,08/12/1991,Normal,0.30
05/24/1991,05/31/1991,06/17/1991,05/13/1991,Normal,0.30
02/22/1991,02/28/1991,03/15/1991,02/11/1991,Normal,0.295
12/03/1990,12/07/1990,12/17/1990,11/12/1990,Normal,0.295
08/27/1990,08/31/1990,09/17/1990,08/13/1990,Normal,0.295
05/24/1990,05/31/1990,06/15/1990,05/08/1990,Normal,0.295
02/22/1990,02/28/1990,03/15/1990,02/12/1990,Normal,0.285
11/28/1989,12/04/1989,12/15/1989,11/20/1989,Normal,0.285
08/28/1989,09/01/1989,09/15/1989,08/21/1989,Normal,0.285
05/16/1989,05/22/1989,06/15/1989,05/09/1989,Normal,0.285
