date,springate_score
"Dec. 31, 2019",0.5355
"Sept. 30, 2019",0.5601
"June 30, 2019",0.5129
"March 31, 2019",0.4604
"Dec. 31, 2018",0.7881
"Sept. 30, 2018",0.8471
"June 30, 2018",0.9433
"March 31, 2018",0.9789
"Dec. 31, 2017",0.7182
"Sept. 30, 2017",0.7395
"June 30, 2017",0.7617
"March 31, 2017",0.7341
"Dec. 31, 2016",0.6312
"Sept. 30, 2016",0.6756
"June 30, 2016",0.6778
"March 31, 2016",0.6904
"Dec. 31, 2015",0.68
"Sept. 30, 2015",0.7564
"June 30, 2015",0.7373
"March 31, 2015",0.7133
"Dec. 31, 2014",0.683
"Sept. 30, 2014",0.5645
"June 30, 2014",0.5789
"March 31, 2014",0.5791
"Dec. 31, 2013",0.5475
"Sept. 30, 2013",0.5579
"June 30, 2013",0.5052
"March 31, 2013",0.5089
"Dec. 31, 2012",0.6076
"Sept. 30, 2012",0.6881
"June 30, 2012",0.7281
"March 31, 2012",0.7259
"Dec. 31, 2011",0.7024
"Sept. 30, 2011",0.6066
"June 30, 2011",0.6652
"March 31, 2011",0.5994
"Dec. 31, 2010",0.7005
"Sept. 30, 2010",0.7332
"June 30, 2010",0.6886
"March 31, 2010",0.6802
"Dec. 31, 2009",0.6199
"Sept. 30, 2009",0.6079
"June 30, 2009",0.6665
"March 31, 2009",0.6136
