date,assets
"Dec. 31, 2019",117.69B
"Sept. 30, 2019",114.22B
"June 30, 2019",110.55B
"March 31, 2019",109.03B
"Dec. 31, 2018",103.70B
"Sept. 30, 2018",98.60B
"June 30, 2018",95.49B
"March 31, 2018",94.28B
"Dec. 31, 2017",97.96B
"Sept. 30, 2017",96.78B
"June 30, 2017",92.89B
"March 31, 2017",91.20B
"Dec. 31, 2016",89.99B
"Sept. 30, 2016",87.86B
"June 30, 2016",85.42B
"March 31, 2016",84.64B
"Dec. 31, 2015",82.48B
"Sept. 30, 2015",79.96B
"June 30, 2015",77.20B
"March 31, 2015",74.93B
"Dec. 31, 2014",74.60B
"Sept. 30, 2014",72.19B
"June 30, 2014",71.59B
"March 31, 2014",70.33B
"Dec. 31, 2013",69.31B
"Sept. 30, 2013",67.17B
"June 30, 2013",65.22B
"March 31, 2013",63.84B
"Dec. 31, 2012",64.44B
"Sept. 30, 2012",62.05B
"June 30, 2012",60.39B
"March 31, 2012",59.21B
"Dec. 31, 2011",57.19B
"Sept. 30, 2011",56.58B
"June 30, 2011",54.56B
"March 31, 2011",53.26B
"Dec. 31, 2010",52.99B
"Sept. 30, 2010",52.73B
"June 30, 2010",51.21B
"March 31, 2010",50.94B
"Dec. 31, 2009",48.46B
"Sept. 30, 2009",47.16B
"June 30, 2009",46.40B
"March 31, 2009",45.30B
"Dec. 31, 2008",44.82B
"Sept. 30, 2008",45.48B
"June 30, 2008",43.75B
"March 31, 2008",41.33B
"Dec. 31, 2007",40.12B
"Sept. 30, 2007",39.57B
"June 30, 2007",37.34B
"March 31, 2007",35.54B
"Dec. 31, 2006",35.82B
"Sept. 30, 2006",34.87B
"June 30, 2006",33.76B
"March 31, 2006",32.84B
"Dec. 31, 2005",33.00B
"Sept. 30, 2005",33.64B
"June 30, 2005",29.97B
"March 31, 2005",29.34B
"Dec. 31, 2004",28.33B
"Sept. 30, 2004",28.52B
"June 30, 2004",27.21B
"March 31, 2004",27.08B
"Dec. 31, 2003",26.94B
"Sept. 30, 2003",25.16B
"June 30, 2003",23.42B
"March 31, 2003",22.40B
"Dec. 31, 2002",23.18B
"Sept. 30, 2002",18.69B
"June 30, 2002",18.15B
"March 31, 2002",17.47B
"Dec. 31, 2001",17.46B
"Sept. 30, 2001",17.36B
"June 30, 2001",16.56B
"March 31, 2001",15.66B
"Dec. 31, 2000",15.30B
"Sept. 30, 2000",14.94B
"June 30, 2000",14.20B
"March 31, 2000",13.36B
"Dec. 31, 1999",13.44B
"Sept. 30, 1999",13.52B
"June 30, 1999",13.31B
"March 31, 1999",12.30B
"Dec. 31, 1998",12.03B
"Sept. 30, 1998",12.84B
"June 30, 1998",12.84B
"March 31, 1998",12.47B
"Dec. 31, 1997",12.45B
"Sept. 30, 1997",12.88B
"June 30, 1997",12.75B
"March 31, 1997",12.67B
"Dec. 31, 1996",12.22B
"Sept. 30, 1996",12.38B
"June 30, 1996",12.25B
"March 31, 1996",12.27B
"Dec. 31, 1995",12.46B
"Sept. 30, 1995",12.63B
"June 30, 1995",12.62B
"March 31, 1995",12.60B
"Dec. 31, 1994",12.62B
"Sept. 30, 1994",12.97B
"June 30, 1994",12.87B
"March 31, 1994",12.87B
